section id,recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,1,1708879098317299586,1708879098345288586,28,34.97306798732421,2.63392361562688,1524.265707717312,1954.1434416019204
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,2,1708879098649322586,1708879098833320586,184,228.93621303161697,16.942749902225323,1769.8035358543934,4092.1583403382037
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,3,1708879098949298586,1708879099009347586,60,67.00460734085351,4.934226489867825,1293.1352513706192,1565.8925214666863
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,4,1708879099089318586,1708879099109304586,20,22.974326337941953,1.7271817456991745,1216.2944277057827,1394.4985419073976
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,5,1708879099217354586,1708879099245454586,28,32.54543682401867,2.461086260298895,1392.4269067958496,1725.1209343382277
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,6,1708879099565299586,1708879099609263586,44,70.33684226562782,5.316385784505011,1633.0794609368816,2351.086384902244
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,7,1708879099709276586,1708879099729476586,20,21.053838801218436,1.5684614841857205,1134.371073662638,1357.852085114335
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,8,1708879100365281586,1708879100441411586,76,212.87782021744792,16.153773560935264,2781.880424727554,4216.737501752808
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,9,1708879101653308586,1708879101961307586,308,501.63067730398956,37.488279590289196,3358.7963226409433,8378.09389931823
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,10,1708879102113558586,1708879102393544586,280,172.86708200136098,13.015541337751504,2998.722674431789,10867.722052501013
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,11,1708879103113294586,1708879103313343586,200,51.067231203883374,3.839281929839522,1485.1942014927686,3466.30025667065
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,12,1708879103465297586,1708879103657307586,192,85.1831859999703,6.431364057808968,1797.3480821872415,4135.860065793264
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,13,1708879103769697586,1708879103813288586,44,92.90255702527566,7.00655968840967,2084.363409462603,3040.427380832374
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,14,1708879104145316586,1708879104329337586,184,330.9955207952365,24.790608046614793,3389.156013950583,5953.235102787211
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,15,1708879104433313586,1708879104473328586,40,85.89052603504256,6.38280648171609,2164.0550119444297,2961.355293995346
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,16,1708879104577824586,1708879104641368586,64,225.40567217128026,16.87376691109334,3547.5971739432284,5303.7882680098
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,17,1708879105597332586,1708879105893310586,296,443.30029154781835,33.50259296202166,2108.0118422186474,5905.181340544155
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,18,1708879106061330586,1708879106081316586,20,21.571727560603847,1.5805913237996418,1216.4920189373365,1321.7861115465637
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,19,1708879106321287586,1708879106353325586,32,46.98486502988671,3.376838471416881,1672.8256030114524,1990.1003130070562
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,20,1708879106849309586,1708879107013279586,164,73.7934195653581,5.4050020593124914,1852.1789794289682,3903.1634653792703
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,21,1708879107365288586,1708879107525280586,160,74.0765596521061,5.400374660021557,1827.994114302075,4851.139669930976
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,22,1708879109537269586,1708879109565363586,28,34.61306056231586,2.493534958775616,1269.2369409862386,1496.7267902023646
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,23,1708879109949281586,1708879109989321586,40,68.00435209793997,4.939922736741109,1839.1429508787105,2275.0944332245267
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,24,1708879110261328586,1708879110297325586,36,46.12449874750883,3.3590771698916058,1474.3380717593216,1785.9292446295112
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,25,1708879110433345586,1708879110457316586,24,25.45955930188079,1.8793075156680579,1090.172700277223,1284.5983900670474
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,26,1708879110897351586,1708879110933746586,36,60.28940881970662,4.466415206202351,1775.5223637334343,2455.645400279266
9b9f662d-d0ba-4c51-97c8-bbaa3299b96e,9c49ef95-12cc-4430-b0cd-31ee51371643,27,1708879111345604586,1708879111405274586,60,88.81047370842813,6.544385140962406,1781.6006340067595,2611.852737193962
