recording id,label id,label name
7872a1c5-a08d-4014-b6f3-027bc65ce6f7,0f90be2a-3478-489f-bc3c-756bd228a2c0,tsst
7872a1c5-a08d-4014-b6f3-027bc65ce6f7,2ec9f257-d967-4a68-a310-962ed7f22521,T1
