section id,recording id,recording name,wearer id,wearer name,section start time [ns],section end time [ns],start event name,end event name,,,,,,,,eyetracking_parent,speech_parent,eyetracking_child,speech_child
0457c163-582c-4dd4-b273-81d730297ca0,ed0c6a00-ea95-4b03-b568-a671c346de09,2023-01-21_15:57:45,81903eba-f624-4c11-aabe-bf7865b1a155,1263-C,1674334665578000000,1674335680304000000,recording.begin,recording.end,,,,,,,,1,1,1,1
5284e070-183b-4acc-8959-c2984177cd57,f4fb6339-25ad-4641-8664-006633c7c321,2022-08-27_14:48:49,69344542-a999-4afb-8e53-c33c0f95591c,1225-P,1661626129319000000,1661627130879000000,recording.begin,recording.end,,,,,,,,1,1,1,1
5b4ad16d-0e0e-452a-85ab-f5e2d33b6f4e,f71e9798-dfa7-4460-8733-d044b48d52c5,2022-07-07_11:22:44,9e3cf04e-671a-49b5-af39-01b070d1e1a4,1226-C,1657207364304000000,1657208312605000000,recording.begin,recording.end,,,,,,,,0,1,1,1
a36d1808-556b-4385-bd70-fe06b6792bba,70c40515-bf45-4c4f-b2cd-c9a2a5590ea5,1195-P_TSST,16f994ee-7ff4-45ab-9ad7-bad2578cc979,1195-P,1677702318108000000,1677703520902000000,recording.begin,recording.end,,,,,,,,1,1,1,1
3c37e272-4c1a-4762-bd09-57fbc7f4a8ab,423be68f-fbac-4ecd-8338-876e7b240269,1195-C_TSST,6c459fb8-f7e4-4a2a-834f-84a0250becd8,1195-C,1677702317447000000,1677703498597000000,recording.begin,recording.end,,,,,,,,1,1,0,1
93d34cee-eabd-44db-9a73-6b065aa8e931,70fb6e72-1a98-4bf6-bf1a-c77f5c156623,1190-C_TSST_2,eedeff82-4439-420d-9de9-b69ed41bb407,1190-C,1677274519534000000,1677275477283000000,recording.begin,recording.end,,,,,,,,1,1,1,1
b47608d3-2c34-4f05-95b4-4dd229e356c3,634d366a-9cfb-4c63-9a36-75dd93dc9999,1190-P_TSST,8608cd3b-4626-4ae5-9e7c-54345c979ff3,1190-P,1677274188034000000,1677275478227000000,recording.begin,recording.end,,,,,,,,1,1,1,1
445b6834-568e-47d3-94bf-7a51ce406c26,39e708f6-b63b-4941-80da-b8f3332424b9,1194-P_TSST,da83796a-c6a8-4a96-bcc6-af2879349246,1194-P,1676921090973000000,1676922019003000000,recording.begin,recording.end,,,,,,,,1,1,1,1
737c747e-7c59-471a-8094-31fd8dfbd402,f6664528-5bf2-4a6f-8d74-8d708b9b4d50,1194-C_TSST,86cd3dfd-9f65-4483-82ae-dc86aa2c4ecd,1194-C,1676921045330000000,1676921972682000000,recording.begin,recording.end,,,,,,,,0,1,1,1
7b627606-b280-4ac2-abc6-c55b818abba2,b2429708-1b73-4f36-85e0-c8bac9f991ce,1188-P_TSST,3815a75c-c812-4f3f-b0c3-340be4bc70ea,1188-P,1675986119073000000,1675987227076000000,recording.begin,recording.end,,,,,,,,0,1,1,1
6ed6f8d5-ae55-4e5f-a87f-b5ac17945c1b,8a8f6614-18b5-4d54-b823-8acc5f09fa45,1188-C_TSST,c1643678-705a-45a3-b5b1-1686867074c5,1188-C,1675986064872000000,1675987143937000000,recording.begin,recording.end,,,,,,,,1,1,1,1
3543e22e-332d-48e6-985b-ba16790a2353,0273ff70-51ef-4fac-a6fa-dd1f21a6e251,1147-C_TSST,e01b1d42-070e-444b-bc6c-61a0ae55a947,1147-C,1655134809250000000,1655135909752000000,recording.begin,recording.end,,,,,,,,1,1,1,1
981289d5-438d-4503-967e-c9a445e7f8f1,0460e95d-4402-45a0-8d2e-973abad6db7c,1129-P_TSST,f7957a16-4c3c-4623-a527-6d34b3e67485,1129-P,1647273470689000000,1647274657182000000,recording.begin,recording.end,,,,,,,,1,1,0,1
96ee5456-6c6e-4fb0-a846-f9b566a01e4d,0b30905a-246d-4917-a7f0-a9df2728c507,1180-P_TSST,196b245f-f177-4c6f-aece-f9788dedc0e1,1180-P,1666366626864000000,1666367767323000000,recording.begin,recording.end,,,,,,,,1,1,1,1
cef16b6d-a661-483f-9505-a8318efd12b7,0c863f3f-7fd6-43a7-a470-798c4ad1b626,1191-P_TSST,5124b681-0fc8-41af-8c3f-0f97c3f6356a,1191-P,1674757750221000000,1674758464484000000,recording.begin,recording.end,,,,,,,,0,1,1,1
9b9d7243-b76f-4fb1-9452-317c8009b04f,0d24110f-9b0a-406d-adca-eacbb9f0b669,1167-P_TSST,72e631f2-be13-404f-995d-0123c5e2fcd1,1167-P,1660682313868000000,1660683501393000000,recording.begin,recording.end,,,,,,,,1,1,1,1
eae9ad3c-91ef-430e-a228-71a03d45e4f5,15431bcf-cea5-42e0-a862-3569d560234c,1182-C_TSST,ecedf292-77fa-4aed-b21a-5dbdfb3352e1,1182-C,1667939735713000000,1667940803150000000,recording.begin,recording.end,,,,,,,,1,1,1,1
3783c6f2-603c-4252-8650-efdd2625ff2f,16857623-0044-40b2-906d-92a0b23ac730,1113-C_TSST,c8765888-c306-4a92-8df7-f9db77df6d4d,1113-C,1646421258897000000,1646421949046000000,recording.begin,recording.end,,,,,,,,1,1,0,1
fbd82c1f-93ee-487c-a9d9-50e650a6eabc,1715a44d-8f45-4b98-a055-50d5e0f73add,1160-C_TSST,d91ffe13-7e22-49ee-931a-401afad5d68e,1160-C,1655578464084000000,1655579634136000000,recording.begin,recording.end,,,,,,,,1,1,1,1
f158cb7c-da56-4e1e-acc8-1e144790f9ed,179c99da-5b6c-44b8-9510-d7b8291677e2,1174-P_TSST,15d1c5aa-993c-466d-a726-13e4bc55dd93,1174-P,1665070307033000000,1665071358050000000,recording.begin,recording.end,,,,,,,,0,1,1,0
13d76504-7f08-4de6-9938-203d7dedcf91,17da1da6-ba59-481c-ab50-922d4a709de6,1124-P_TSST,7c16b65f-2d9d-47b7-bb81-6bf62761d943,1124-P,1648407057454000000,1648408496346000000,recording.begin,recording.end,,,,,,,,1,1,1,1
4308dafb-21be-4175-ab6c-7652df582b39,1c266104-0d00-4ba4-b047-9fbd525f0049,1173-P_TSST,c0ec350b-46a6-4094-a89f-2c309ebd583f,1173-P,1665177653895000000,1665178726552000000,recording.begin,recording.end,,,,,,,,1,1,1,0
82bc3711-6c71-4020-8272-4ec39f110c09,1cbc8c31-5c08-4cd4-8ec4-3851ba970d0a,1155-P_TSST,aa5f4356-f18f-4ae2-87c0-9c23db4c179f,1155-P,1652109826820000000,1652110904323000000,recording.begin,recording.end,,,,,,,,1,1,1,1
f169bc45-a4dd-41ed-8bf7-4242fb983bae,235803b8-6c08-4ce5-b94e-42e41be791f9,1186-C_TSST,f60892ed-7551-4ad7-b4f6-619424becfd0,1186-C,1670602184639000000,1670603463391000000,recording.begin,recording.end,,,,,,,,1,1,1,1
bb8f8fd1-2445-4303-8103-d866e3c2131b,239972e8-5e10-45c6-a1e7-cbcb8f3d1d15,1115-C_TSST,4a1a1f2d-2c17-4fb0-aa6c-ad883fbe8e1e,1115-C,1645807207591000000,1645807956420314896,recording.begin,recording.end,,,,,,,,1,1,1,1
2ff5d686-eb06-4848-b52c-12e9b7f74a2d,29a6cbaa-9a05-4f89-a372-bac2cf0530dc,1156-P_TSST,704d8e03-1e89-4e5a-99be-8b0de1d34839,1156-P,1654104392581000000,1654105425185000000,recording.begin,recording.end,,,,,,,,1,1,1,1
6be46177-fcb3-48ab-8311-456bfca4d1b0,2a747731-31ff-45a4-bfc7-40186e784881,1155-C_TSST,1ca89768-f251-4f47-97d2-28472e16363a,1155-C,1652109828480000000,1652110881260000000,recording.begin,recording.end,,,,,,,,1,1,1,1
c588713d-cc02-4f8b-9d8b-cb2f9205a8c9,2c14cb71-4835-4e2f-b93b-8fe8ffb30cdb,1118-P_TSST,aa9c9ffc-da10-4afb-a819-c98345ec35ba,1118-P,1644943123575000000,1644944572567000000,recording.begin,recording.end,,,,,,,,1,1,1,1
a31ad919-7cb5-45d1-a17a-8a2f3739283a,30043b06-49a0-45ec-b867-02e321d4b09c,1189-C_TSST,0fa3d713-dee2-4e58-9e68-71d0e0b26f6e,1189-C,1674251138513000000,1674252082156000000,recording.begin,recording.end,,,,,,,,1,1,1,1
b1b61b86-4b44-4a3c-963f-81bfca2d25b6,36253aef-5f7c-47b1-a503-622ae7453c13,1149-P_TSST,9bcbb842-33a1-44d2-8495-a2fa2782937d,1149-P,1652224733081000000,1652225781468000000,recording.begin,recording.end,,,,,,,,1,1,1,1
9cac42bb-6bf0-423b-96ab-f741fae22f51,37362410-df56-4cef-a52e-d3286a50e66c,1116-P_TSST,02516985-0f1e-4a93-b268-1323e403bb20,1116-P,1646588034996000000,1646588969628000000,recording.begin,recording.end,,,,,,,,1,1,1,1
bddc22b4-efaf-4ed9-a26b-c2ffe27b431c,374c519a-751e-4651-ab42-8c954bcece33,1186-P_TSST,786a6d6e-080e-4fdb-9d64-4ee830d48158,1186-P,1670602246427000000,1670603219069000000,recording.begin,recording.end,,,,,,,,1,1,1,1
95c51d27-9eec-4e10-ae38-85b208908b43,38c1dd66-b5c0-47d2-8698-c81a0a12d7fc,1180-C_TSST,dad48b76-6284-434c-a335-d92c92f8a0df,1180-C,1666366637794000000,1666367772604000000,recording.begin,recording.end,,,,,,,,1,1,1,1
f0869f7d-17be-4862-8753-6a071145aaff,38de6aa2-dbb9-45f8-8024-dcfaa7eae4aa,1137-C_TSST,9a440f72-6036-4eaa-bca7-33fe2783a89b,1137-c,1649618791252000000,1649620449236000000,recording.begin,recording.end,,,,,,,,1,1,1,1
aa540780-53c4-4044-891e-fce2d0dc87e7,3bb5f01e-f071-49c2-87a8-e77cfc0b41e9,1176-P_TSST,44fec3f4-cd60-4985-954b-160add3bebdb,1176-P,1667924301842000000,1667925278267000000,recording.begin,recording.end,,,,,,,,1,1,1,1
e762db1e-88e3-4339-8857-5b11170c6559,40d0adf2-6a15-4ea9-9ef9-b6cf9e20195e,1122-C_TSST,febbbaa4-32e0-4326-982d-e31601aac64d,1122-C,1646089282673000000,1646090091850000000,recording.begin,recording.end,,,,,,,,1,1,1,1
439ee9f0-2d46-4035-a82a-932fef2b0434,42b312ac-f6ab-4982-8320-05b73ebd129e,1119-P_TSST,3b4ae549-1ffa-4f29-999f-7ddea3842000,1119-P,1645819451882000000,1645821137878000000,recording.begin,recording.end,,,,,,,,1,1,1,1
2a951833-5650-42f1-b20f-87512259e03c,43a6f17a-c63d-4c65-a904-15beb17955d1,1143-C_TSST,1d5b8aac-b4e1-40c1-88fe-aa633483f9f5,1143-C,1651436982310000000,1651438143858000000,recording.begin,recording.end,,,,,,,,0,1,0,0
8195069e-ffdf-420d-8b69-4371ba707c6c,4528389d-2ab4-458e-b7fe-f3c5283d3411,1170-P_TSST,e085792f-b47a-486a-bda6-bfcae2ae1d2d,1170-P,1662828011177000000,1662828987802000000,recording.begin,recording.end,,,,,,,,0,1,0,1
ae0a8e65-7b68-4add-85af-97c7096d9890,4a3b2deb-780c-4394-adff-7516ac977d40,1110-C_TSST,2389ecc2-f08d-4edd-995c-b3746cad5acb,1110-C,1652914489373000000,1652915580428000000,recording.begin,recording.end,,,,,,,,0,1,0,1
95d27688-6415-4bae-b5a3-e9f9c4a14ac7,4dcb629f-f07f-4a9b-8605-59d8f0e17b7f,1122-P_TSST,7843d522-e124-451d-95b6-0b5f1ca3e1ea,1122-P,1646089371014000000,1646090113741000000,recording.begin,recording.end,,,,,,,,0,1,1,1
970fcd67-d020-41ea-8b65-f3668c4c94ad,51617817-d53f-433f-91da-a01bfe9b0899,1162-P_TSST,7584d52c-5ae6-4392-b186-d4f7fe1c3bb7,1162-P,1659372726178000000,1659373900505000000,recording.begin,recording.end,,,,,,,,0,1,0,1
12048897-3d33-4f82-b0cb-8e46476a1918,543789f5-20ef-41e9-9cef-60348469d76c,1170-C_TSST,b382614f-a23d-4a74-935d-317dac0651ea,1170-C,1662827987457000000,1662829013959000000,recording.begin,recording.end,,,,,,,,0,1,0,1
bd4c409c-130a-4beb-a110-2193b4bc232d,54498fea-7b33-4f49-ab9b-0ae0f1ef5603,1143-P_TSST,3991eba4-94b4-4229-813c-9d3f0bfdc517,1143-P,1651437042086000000,1651438158768000000,recording.begin,recording.end,,,,,,,,0,1,0,1
8afff8b5-0804-4c8e-af6e-2c733b2174cd,55e75e1a-c11f-4fd0-b716-4424aa070f29,1124-C_TSST,438ffb1e-e74f-42a1-a84c-2635ce43c145,1124-C,1648407174308000000,1648408266610817987,recording.begin,recording.end,,,,,,,,0,1,0,1
a30f1661-aa5f-4f08-aa48-aa57b5d0ee6d,5b46090d-de9c-4ef7-bb2f-19ca84e3b331,1149-C_TSST_2,6972a5fc-a665-47b3-b724-77e196784efd,1149-C,1652225359284000000,1652225798783000000,recording.begin,recording.end,,,,,,,,0,1,1,1
51046999-20c9-45de-a5b1-b703db722ba3,5f1cdd3e-7b80-474f-a617-72bfdb99d734,1121-P_TSST,5e258f72-035c-448c-a2f3-dde7b0f68728,1121-P,1645487683022000000,1645488886531000000,recording.begin,recording.end,,,,,,,,0,1,0,1
9eb96af3-0cba-4c93-bfa0-9790032d6360,60c0c33f-9582-4189-bb95-7a41384519f3,1182-P_TSST,c9b27eaf-df90-4eb5-b16e-7cdce2345e9b,1182-P,1667939728798000000,1667940790591000000,recording.begin,recording.end,,,,,,,,0,1,0,1
78722a60-fc1e-46cf-a9f4-82a9215bd73a,61efad8e-51cd-4490-8954-e0666da2802b,1113-P_TSST,cb841128-4510-484d-9606-925936e3eeb9,1113-P,1646421335038000000,1646422450706000000,recording.begin,recording.end,,,,,,,,0,1,1,1
a3b475fe-a4f6-45ba-8d1f-a32a46ea0e5a,668a8ae6-2d19-4c9b-86bd-344a992110c0,1117-C_TSST,261497e9-1962-4957-a657-d6bed737a624,1117-C,1644593322696000000,1644594319356000000,recording.begin,recording.end,,,,,,,,0,1,0,1
4f0a4fc3-ab54-426c-bd13-1f0ac4b60122,67de366b-935c-4e36-826c-fe46d555eb0e,1146-P_TSST,03bb29b3-3932-4f0b-b382-988a15264b43,1146-P,1660583843126000000,1660584874135000000,recording.begin,recording.end,,,,,,,,0,1,0,1
967161c3-3ca4-4a61-9169-b9c6c08f89c2,6aec58a8-4587-42e6-9bfc-ede7f18d821c,1146-C_TSST,333b56bd-07d9-4023-89c7-cb3bd44e8664,1146-C,1660583505472000000,1660584525687000000,recording.begin,recording.end,,,,,,,,0,1,0,0
45401525-18ba-4bf5-8d13-1c86747339b9,6c57af66-d28d-4885-8336-23fc47be4030,1172-C_TSST,0dc52e6b-d097-406b-b2ec-916d636098ae,1172-C,1666970453772000000,1666971473052000000,recording.begin,recording.end,,,,,,,,0,1,0,1
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,1184-P_TSST,769a41bc-e654-41b6-a204-f32a0aab5307,1184-P,1668442357323000000,1668443336022000000,recording.begin,recording.end,,,,,,,,1,1,0,1
c6d03ee3-197b-422f-a6f4-6dec255703d0,6f3cbf18-e24a-4924-890f-abab33f7b240,1164-P_TSST,3436cade-2420-4111-bb0e-b6dba1477c81,1164-P,1658328974934000000,1658330390797000000,recording.begin,recording.end,,,,,,,,0,1,1,1
6db07994-c1b0-4116-9021-87ad6f393a28,70ebad01-56cf-4f4e-824f-9c844a52fc96,1118-C_TSST_2,50c15fe6-13de-443f-be7d-144252d0de46,1118-C,1644944172300000000,1644944556507000000,recording.begin,recording.end,,,,,,,,1,1,0,1
048c44d9-6cca-4b6d-aadc-10d93d4801c5,7189203b-2900-4205-9923-e9c85189a1c0,1184-C_TSST,40c2adcb-bc3d-4b05-a7bf-e170e138ec64,1184-C,1668442268527000000,1668443351507000000,recording.begin,recording.end,,,,,,,,1,1,0,1
08e1b82a-74d9-43b7-b5b8-47a027aff4e9,7335b2a3-1a81-486f-bb73-3724eee60682,1138-C_TSST,2db98b88-c4df-4523-bf68-c2ae3a25c403,1138-C,1650639897707000000,1650640875192000000,recording.begin,recording.end,,,,,,,,0,1,0,1
5324af44-5d43-444a-9a02-637515f26fe8,73d067e0-3a5b-46e5-8f03-65114cf75211,1134-P_TSST,14889486-a85e-4cce-a7aa-721073aaa807,1134-P,1648225432207000000,1648226670602000000,recording.begin,recording.end,,,,,,,,0,1,0,1
e65ca418-e98c-4878-b7c8-4059db1796b3,78036641-6be8-4b64-bcd9-b6af737d3a69,1178-P_TSST,645e2d64-3661-482e-b612-37cb8102e8fc,1178-P,1667597200685000000,1667598144296000000,recording.begin,recording.end,,,,,,,,1,1,0,1
a85d4e5b-d375-48aa-a4ab-f65c440adb12,78cba7b6-c796-43a7-89e9-88f8ecfe2382,1156-C_TSST,e960ac13-eb57-4a37-a068-043c827957b1,1156-C,1654104392573000000,1654105419899000000,recording.begin,recording.end,,,,,,,,0,1,0,1
ae3a548a-ab41-4209-990d-dfeb5e027767,78fd2596-67cc-47b7-ab94-2ec6d2551adb,1162-C_TSST,8a2d654f-4e33-45f4-88be-020a0f06b2ce,1162-C,1659372729808000000,1659373924110000000,recording.begin,recording.end,,,,,,,,0,1,1,1
59fe9dfd-932a-44c2-8ebb-93f7caf3eae8,7c05bd63-fc7c-4c33-a0fa-44d1f58cd4ce,1191-C_TSST,3a58bb12-b3e6-41e1-a922-33a37ca13f11,1191-C,1674757335902000000,1674758446486000000,recording.begin,recording.end,,,,,,,,1,1,0,1
21ccc643-808d-4025-aa05-8d4c19a5a1ba,8544ea77-6939-448c-8d0f-30bfc0eb1428,1172-P_TSST,8e8fb47b-373c-40a2-9e01-259aadfcc58b,1172-P,1666970438109000000,1666971454091000000,recording.begin,recording.end,,,,,,,,1,1,1,0
2683f5a3-4cb4-4b49-b665-6b0b0e752217,8715f817-61b0-49cf-a607-6ad0ec100862,1148-C_TSST,43c23bd6-7f16-4227-97b3-ed27992feaf7,1148-C,1653150554940000000,1653151945037000000,recording.begin,recording.end,,,,,,,,0,1,1,1
78b96004-716e-4367-b7d3-eef8cb1a7084,8889fbff-1ed5-4847-98ac-2fc7d93d0c7f,1174-C_TSST,d1dbd736-e891-4240-b097-4c3db81da9f8,1174-C,1665070279963000000,1665071368675000000,recording.begin,recording.end,,,,,,,,0,1,1,1
19045005-0b74-4b43-a8fb-af7b6e699c18,8a04f799-0ce4-4908-9aeb-670934bdd144,1141-C_TSST,d91c3a97-3943-49a1-a65b-e44b764deea4,1141-C,1651588991067000000,1651590214803000000,recording.begin,recording.end,,,,,,,,0,1,1,1
9a7f9922-2e4a-4beb-88d9-50a49e25662d,8b3b6429-1fd2-4402-b67a-41e32f924f47,1104-C_TSST,a5d05561-5461-454c-a308-8d4a2d757df7,1104-C,1643055826692000000,1643056894853000000,recording.begin,recording.end,,,,,,,,1,1,0,1
f125fd69-fd71-44cf-a17b-b39a808a2ab9,8eeb502b-90f4-4e7c-98b8-11983871df47,1116-C_TSST,86fd4b11-34fd-4bab-ab8e-eaad6003b2d1,1116-C,1646588012899000000,1646588991532163680,recording.begin,recording.end,,,,,,,,0,1,0,1
