blink id,start timestamp [ns],end timestamp [ns],duration [ms],start timestamp [s],end timestamp [s]
1,1.67907E+18,1.67907E+18,111,13.21655987,13.32854989
2,1.67907E+18,1.67907E+18,307,13.33655987,13.64454989
3,1.67907E+18,1.67907E+18,368,22.07254989,22.44056986
4,1.67907E+18,1.67907E+18,284,26.01257984,26.29681997
5,1.67907E+18,1.67907E+18,379,26.3885399,26.76852992
6,1.67907E+18,1.67907E+18,196,28.66851994,28.86455987
7,1.67907E+18,1.67907E+18,267,29.54456986,29.81255987
8,1.67907E+18,1.67907E+18,152,35.16050995,35.31265997
9,1.67907E+18,1.67907E+18,527,37.32052992,37.84850995
10,1.67907E+18,1.67907E+18,295,38.08061005,38.37654989
11,1.67907E+18,1.67907E+18,359,38.38061005,38.74050995
12,1.67907E+18,1.67907E+18,180,40.84052992,41.02072986
13,1.67907E+18,1.67907E+18,379,48.42062003,48.80061005
14,1.67907E+18,1.67907E+18,384,59.78452992,60.16856986
15,1.67907E+18,1.67907E+18,268,61.90051994,62.16856986
16,1.67907E+18,1.67907E+18,375,74.48864998,74.86458982
17,1.67907E+18,1.67907E+18,371,81.70054989,82.07250995
18,1.67907E+18,1.67907E+18,300,87.32054989,87.62054989
19,1.67907E+18,1.67907E+18,195,90.20864,90.4045399
20,1.67907E+18,1.67907E+18,300,90.50056986,90.80056986
21,1.67907E+18,1.67907E+18,408,90.84452992,91.25254989
22,1.67907E+18,1.67907E+18,391,93.0565399,93.44849997
23,1.67907E+18,1.67907E+18,311,102.1405798,102.4525699
24,1.67907E+18,1.67907E+18,368,110.9445399,111.3125499
25,1.67907E+18,1.67907E+18,208,114.1485199,114.3565399
26,1.67907E+18,1.67907E+18,267,114.3605699,114.6285699
27,1.67907E+18,1.67907E+18,447,114.6365798,115.0845399
28,1.67907E+18,1.67907E+18,312,115.0925399,115.4047299
29,1.67907E+18,1.67907E+18,380,115.7205998,116.10062
30,1.67907E+18,1.67907E+18,447,117.2165599,117.6645399
31,1.67907E+18,1.67907E+18,240,119.41251,119.6525599
32,1.67907E+18,1.67907E+18,240,121.9005,122.1405399
33,1.67907E+18,1.67907E+18,363,122.2165798,122.5805499
34,1.67907E+18,1.67907E+18,572,122.7445299,123.31665
35,1.67907E+18,1.67907E+18,387,129.1406799,129.5285599
36,1.67907E+18,1.67907E+18,355,130.0086799,130.3645798
37,1.67907E+18,1.67907E+18,336,130.8405399,131.1765599
38,1.67907E+18,1.67907E+18,247,133.6608599,133.9085299
39,1.67907E+18,1.67907E+18,355,134.1765998,134.53251
40,1.67907E+18,1.67907E+18,339,141.89667,142.2365199
41,1.67907E+18,1.67907E+18,296,142.2405699,142.53664
42,1.67907E+18,1.67907E+18,323,147.1525299,147.4765299
43,1.67907E+18,1.67907E+18,404,156.7085,157.1125499
44,1.67907E+18,1.67907E+18,203,168.3965499,168.6005399
45,1.67907E+18,1.67907E+18,267,171.1245499,171.3925299
46,1.67907E+18,1.67907E+18,231,173.7965499,174.0285299
47,1.67907E+18,1.67907E+18,327,176.0645599,176.3925299
48,1.67907E+18,1.67907E+18,243,176.63666,176.8805399
49,1.67907E+18,1.67907E+18,388,178.7805499,179.1685798
50,1.67907E+18,1.67907E+18,256,180.8365499,181.0925599
51,1.67907E+18,1.67907E+18,327,183.1605199,183.48851
52,1.67907E+18,1.67907E+18,123,185.44861,185.5725299
53,1.67907E+18,1.67907E+18,387,188.8165898,189.2045299
54,1.67907E+18,1.67907E+18,248,191.6165399,191.8645499
55,1.67907E+18,1.67907E+18,115,193.4885599,193.6045299
56,1.67907E+18,1.67907E+18,560,193.6085399,194.1685798
57,1.67907E+18,1.67907E+18,476,196.7205299,197.19666
58,1.67907E+18,1.67907E+18,283,197.30867,197.5925299
59,1.67907E+18,1.67907E+18,335,200.9085499,201.2445
60,1.67907E+18,1.67907E+18,163,218.41262,218.5765199
61,1.67907E+18,1.67907E+18,124,219.75263,219.87678
62,1.67907E+18,1.67907E+18,280,220.1925199,220.47262
63,1.67907E+18,1.67907E+18,224,223.6205399,223.8445798
64,1.67907E+18,1.67907E+18,327,224.6645998,224.9925299
65,1.67907E+18,1.67907E+18,228,226.5045299,226.7325499
66,1.67907E+18,1.67907E+18,431,227.8525699,228.2845699
67,1.67907E+18,1.67907E+18,492,228.9045399,229.3965499
68,1.67907E+18,1.67907E+18,296,231.9325299,232.2285599
69,1.67907E+18,1.67907E+18,391,234.22467,234.6165199
70,1.67907E+18,1.67907E+18,368,238.5525299,238.92063
71,1.67907E+18,1.67907E+18,464,241.6325599,242.0965798
72,1.67907E+18,1.67907E+18,211,251.2885898,251.5005499
73,1.67907E+18,1.67907E+18,300,257.95663,258.2566999
74,1.67907E+18,1.67907E+18,323,261.6007299,261.92463
75,1.67907E+18,1.67907E+18,384,261.9285299,262.3125699
76,1.67907E+18,1.67907E+18,320,268.5605199,268.8805299
77,1.67907E+18,1.67907E+18,503,269.4725699,269.9765399
78,1.67907E+18,1.67907E+18,255,273.1325299,273.38851
79,1.67907E+18,1.67907E+18,380,276.5885199,276.9685499
80,1.67907E+18,1.67907E+18,244,277.39251,277.6365299
81,1.67907E+18,1.67907E+18,292,280.0205299,280.3125898
82,1.67907E+18,1.67907E+18,359,281.1168399,281.4765299
83,1.67907E+18,1.67907E+18,256,293.8445399,294.10065
84,1.67907E+18,1.67907E+18,523,312.2885299,312.8125199
85,1.67907E+18,1.67907E+18,263,318.6885299,318.9525199
86,1.67907E+18,1.67907E+18,360,324.7285699,325.08867
87,1.67907E+18,1.67907E+18,452,328.8805299,329.3325399
88,1.67907E+18,1.67907E+18,320,332.3005199,332.6205399
89,1.67907E+18,1.67907E+18,400,333.5725299,333.9725499
90,1.67907E+18,1.67907E+18,435,335.21264,335.6485399
91,1.67907E+18,1.67907E+18,335,340.4445299,340.7805
92,1.67907E+18,1.67907E+18,288,340.98451,341.2725299
93,1.67907E+18,1.67907E+18,435,344.3485599,344.7845499
94,1.67907E+18,1.67907E+18,384,348.2085299,348.5925599
95,1.67907E+18,1.67907E+18,271,354.9925798,355.2645199
96,1.67907E+18,1.67907E+18,343,358.64865,358.9925499
97,1.67907E+18,1.67907E+18,427,359.5285499,359.9565399
98,1.67907E+18,1.67907E+18,556,361.5525199,362.1085299
99,1.67907E+18,1.67907E+18,495,369.30862,369.8045499
100,1.67907E+18,1.67907E+18,324,369.8085299,370.1325499
101,1.67907E+18,1.67907E+18,259,370.1405399,370.4005299
102,1.67907E+18,1.67907E+18,252,370.40451,370.6565399
103,1.67907E+18,1.67907E+18,207,370.66061,370.8685199
104,1.67907E+18,1.67907E+18,415,371.0245798,371.4405699
105,1.67907E+18,1.67907E+18,408,371.4845199,371.8925299
106,1.67907E+18,1.67907E+18,419,371.89677,372.3165699
107,1.67907E+18,1.67907E+18,368,372.3205399,372.6885399
108,1.67907E+18,1.67907E+18,415,373.1965798,373.61251
109,1.67907E+18,1.67907E+18,411,373.6205299,374.03251
110,1.67907E+18,1.67907E+18,304,374.04051,374.34461
111,1.67907E+18,1.67907E+18,371,374.3486001,374.7205699
112,1.67907E+18,1.67907E+18,275,374.7245599,375.0005299
113,1.67907E+18,1.67907E+18,279,375.0045699,375.2845399
114,1.67907E+18,1.67907E+18,232,375.2925699,375.5247299
115,1.67907E+18,1.67907E+18,280,375.5325399,375.8125699
116,1.67907E+18,1.67907E+18,439,376.07665,376.5165499
117,1.67907E+18,1.67907E+18,408,378.92851,379.3365299
118,1.67907E+18,1.67907E+18,495,384.4165299,384.9125299
119,1.67907E+18,1.67907E+18,319,387.5965699,387.9165199
120,1.67907E+18,1.67907E+18,536,391.6925798,392.2286799
121,1.67907E+18,1.67907E+18,439,392.5885599,393.0285399
122,1.67907E+18,1.67907E+18,551,397.5645399,398.1165299
123,1.67907E+18,1.67907E+18,591,402.6765798,403.2685499
124,1.67907E+18,1.67907E+18,431,405.17661,405.6085599
125,1.67907E+18,1.67907E+18,459,406.3166001,406.7765998
126,1.67907E+18,1.67907E+18,168,416.9765299,417.1445399
127,1.67907E+18,1.67907E+18,376,417.1485299,417.5245898
128,1.67907E+18,1.67907E+18,500,419.6525399,420.1525998
129,1.67907E+18,1.67907E+18,336,424.3805299,424.7165599
130,1.67907E+18,1.67907E+18,219,433.4725699,433.6925399
131,1.67907E+18,1.67907E+18,292,434.6125299,434.9045699
132,1.67907E+18,1.67907E+18,291,436.18461,436.4765599
133,1.67907E+18,1.67907E+18,415,436.5165798,436.9325699
134,1.67907E+18,1.67907E+18,408,438.6605199,439.0685199
135,1.67907E+18,1.67907E+18,404,448.2325299,448.6365699
136,1.67907E+18,1.67907E+18,160,454.3445,454.50451
137,1.67907E+18,1.67907E+18,379,464.2325599,464.6125399
138,1.67907E+18,1.67907E+18,499,473.2125299,473.7125199
139,1.67907E+18,1.67907E+18,320,490.7685,491.0885299
140,1.67907E+18,1.67907E+18,471,496.3285998,496.8005199
141,1.67907E+18,1.67907E+18,295,497.6445798,497.94051
142,1.67907E+18,1.67907E+18,379,514.4325599,514.8125499
143,1.67907E+18,1.67907E+18,384,519.8605299,520.2445499
144,1.67907E+18,1.67907E+18,387,526.65263,527.0405699
145,1.67907E+18,1.67907E+18,263,537.46851,537.73251
146,1.67907E+18,1.67907E+18,216,539.7005199,539.9165699
147,1.67907E+18,1.67907E+18,312,544.3885199,544.70062
148,1.67907E+18,1.67907E+18,323,553.94064,554.2645898
149,1.67907E+18,1.67907E+18,275,559.33312,559.6085299
150,1.67907E+18,1.67907E+18,424,573.6045299,574.0285599
151,1.67907E+18,1.67907E+18,439,575.4565998,575.8965699
152,1.67907E+18,1.67907E+18,424,580.8205499,581.2445798
153,1.67907E+18,1.67907E+18,283,586.80862,587.0925599
154,1.67907E+18,1.67907E+18,472,588.0085599,588.4805599
155,1.67907E+18,1.67907E+18,419,590.8165798,591.2365499
156,1.67907E+18,1.67907E+18,432,592.5645399,592.9965499
157,1.67907E+18,1.67907E+18,475,595.1565199,595.6325199
158,1.67907E+18,1.67907E+18,199,596.0725599,596.2725499
159,1.67907E+18,1.67907E+18,444,599.7125499,600.15663
160,1.67907E+18,1.67907E+18,280,601.3725199,601.6527299
161,1.67907E+18,1.67907E+18,368,617.9165299,618.28511
162,1.67907E+18,1.67907E+18,331,626.6925399,627.02451
163,1.67907E+18,1.67907E+18,335,627.4487199,627.7845798
164,1.67907E+18,1.67907E+18,223,627.7925599,628.0165499
165,1.67907E+18,1.67907E+18,235,629.1765399,629.4125199
166,1.67907E+18,1.67907E+18,396,629.4165,629.8125599
167,1.67907E+18,1.67907E+18,304,631.6525299,631.95664
168,1.67907E+18,1.67907E+18,355,631.9605399,632.31651
169,1.67907E+18,1.67907E+18,312,633.4965299,633.80863
170,1.67907E+18,1.67907E+18,304,634.0405299,634.3445399
171,1.67907E+18,1.67907E+18,220,634.7085599,634.9285898
172,1.67907E+18,1.67907E+18,371,634.9365499,635.30851
173,1.67907E+18,1.67907E+18,455,637.7645599,638.2205299
174,1.67907E+18,1.67907E+18,375,638.5845399,638.9605199
175,1.67907E+18,1.67907E+18,343,642.9965798,643.3405798
176,1.67907E+18,1.67907E+18,475,644.8525798,645.3285699
177,1.67907E+18,1.67907E+18,592,647.3605699,647.9525699
178,1.67907E+18,1.67907E+18,347,669.7165399,670.0645299
179,1.67907E+18,1.67907E+18,303,695.8605299,696.1645199
180,1.67907E+18,1.67907E+18,380,699.26851,699.6485399
