fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg]
1,1679070119083548017,1679070119999620017,916,,,,
2,1679070120043634017,1679070120127667017,84,,,,
3,1679070120255493017,1679070120395563017,140,760.6206699999999,856.0349165517241,17.97896275862069,-24.57122017241379
4,1679070120427572017,1679070120611612017,184,790.8609175675676,849.9012956756757,20.365339459459463,-24.012773675675678
5,1679070120639644017,1679070120771553017,131,782.6733188,852.0155292000001,19.7243656,-24.19861608
6,1679070121099553017,1679070121379519017,279,781.4637287500001,841.1798610714286,19.541360589285716,-23.40242007142857
7,1679070121407683017,1679070121719636017,311,775.8824422580645,846.8123837096774,19.13598943548387,-23.83772574193549
8,1679070121751538017,1679070121819560017,68,780.3791726666665,853.5166406666666,19.551787,-24.316991066666667
9,1679070121927555017,1679070121999645017,72,791.6116526666666,849.0927826666666,20.419571200000004,-23.950952333333326
10,1679070122247576017,1679070122335647017,88,697.7681122222223,813.1480827777779,12.70360538888889,-21.55367233333333
11,1679070122663506017,1679070122907502017,243,853.9256587755103,740.7179826530612,24.551969979591835,-15.789261663265309
12,1679070122991740017,1679070124471535017,1479,632.3159079928315,873.6443146236561,7.6703921082437265,-26.192855462365593
13,1679070124491514017,1679070125043662017,552,644.2488488421052,871.5524203157898,8.664094829473685,-26.025778347368423
14,1679070125079593017,1679070125229004017,149,624.4247339285714,827.5211328571428,6.926082467857143,-22.751853285714287
15,1679070125267519017,1679070127759823017,2492,640.6784563906582,877.9211901698513,8.406472228025477,-26.50555797452229
16,1679070127779689017,1679070128419549017,639,600.364478828125,844.458886953125,5.04404423125,-24.049088203125
17,1679070128439548017,1679070128691556017,252,556.8075104,831.6145706000002,1.5424597451999997,-23.109276900000005
18,1679070128711608017,1679070129031653017,320,572.8909096875,831.7261792187498,2.823665990625,-23.111462609375003
19,1679070129059563017,1679070129647571017,588,552.8284714414414,787.3675106306307,1.205102326846847,-19.784336495495495
20,1679070129691644017,1679070129827751017,136,719.7532091666666,691.5466329166666,13.979101791666665,-12.4486949375
21,1679070129895661017,1679070130143762017,248,777.0075561224489,664.8321912244897,18.288949122448976,-10.37936942857143
22,1679070130171709017,1679070130235538017,63,744.4777533333335,697.3113225000001,15.89536491666667,-12.841411874999999
23,1679070130263557017,1679070131427540017,1163,659.6479546478873,713.0699669483569,9.41305438826291,-14.128075960093897
24,1679070131515567017,1679070131623614017,108,556.8232835294118,921.4203676470588,1.6114002352941177,-29.86864405882353
25,1679070131655521017,1679070131951552017,296,564.788418125,957.6574433333335,2.3240011925000004,-32.60024147916667
26,1679070132671576017,1679070132887689017,216,577.8333941935484,960.0515693548388,3.431734987096774,-32.77390393548387
27,1679070132927551017,1679070134215646017,1288,527.3709328695652,834.0947406956521,-0.8026948053626087,-23.296211769565218
28,1679070134251824017,1679070134919557017,667,539.1361617431191,741.492255504587,0.12609061274220185,-16.336859756880735
29,1679070134983888017,1679070135167567017,183,521.7304063888892,971.1434722222225,-1.3406711930555555,-33.62451116666667
30,1679070135199534017,1679070135339554017,140,520.547010952381,1004.2729633333335,-1.4704085714285715,-36.13604266666667
31,1679070135428113017,1679070135627547017,199,587.8525479411765,705.1981426470587,3.8722925352941178,-13.59646707352941
32,1679070135655544017,1679070136071527017,415,568.3560998484847,683.8827771212123,2.3614330439393934,-11.99884153030303
33,1679070136099612017,1679070137351567017,1251,560.9271201442308,805.7842338942307,1.8604987671153845,-21.165341447115388
34,1679070137463501017,1679070137543528017,80,797.7371526666666,672.9235913333334,19.898750666666665,-10.942849066666668
35,1679070137571528017,1679070137635603017,64,760.8763580000001,658.703547,17.0410656,-9.948210300000001
36,1679070137735747017,1679070137835718017,99,820.2856088888889,514.8354111111111,21.375051166666665,0.7472306288888889
37,1679070137895574017,1679070138151519017,255,922.298334468085,471.0812074468084,29.179098489361703,3.9208097000000004
38,1679070138187562017,1679070138603760017,416,892.6831394444445,602.4237684722223,26.960315208333334,-5.638047220972222
39,1679070138651545017,1679070139183525017,531,769.3460501190476,752.4484248809523,18.036059571428574,-16.881099125
40,1679070139215541017,1679070139299562017,84,722.1942125,777.6313425,14.4698586875,-18.8562199375
41,1679070139319571017,1679070140131663017,812,683.4222189393939,768.3664819696969,11.404095996212122,-18.23807896212121
42,1679070140171552017,1679070140559630017,388,811.7630198571428,789.4039322857143,21.568569000000004,-19.487574799999997
43,1679070140579531017,1679070140767572017,188,831.6718024324325,777.513496216216,23.051295756756755,-18.55036297297297
44,1679070141171580017,1679070141375577017,203,238.9096235,610.99065075,-22.6347398,-6.3175524025000005
45,1679070141435527017,1679070142287553017,852,358.97693461538455,417.9968591666667,-13.579365253205129,7.996925245512819
46,1679070142319508017,1679070142479547017,160,399.2825351612903,371.48117161290315,-10.59399835483871,11.522853177419355
47,1679070142527636017,1679070142795532017,267,460.39253419999994,275.05206480000004,-6.052774548000001,18.85761574
48,1679070142839542017,1679070143451519017,611,402.1559744036697,432.18024256880733,-10.281789261467889,6.9591878073394495
49,1679070143479565017,1679070144831553017,1351,488.21862324894516,439.169156793249,-3.7399970492911394,6.460289860759493
50,1679070144919533017,1679070145187520017,267,472.6391158490566,465.0210760377359,-4.915153869811321,4.506549824528301
51,1679070145523546017,1679070145747533017,223,1089.8314886363635,519.0465524999998,42.052398818181814,0.4815000611363637
52,1679070145807657017,1679070146107562017,299,1084.592025925926,358.53106833333334,42.38614107407407,11.657370648148149
53,1679070146168029017,1679070146319519017,151,1145.6638076923077,452.13320846153846,46.60829711538462,5.066784088461538
54,1679070146339555017,1679070146411581017,72,1078.1310266666667,452.84599066666664,41.283412533333326,5.090241000000001
55,1679070146467630017,1679070147431586017,963,1168.6347567073171,532.340848597561,48.25033929268292,-0.39468350307621936
56,1679070147703547017,1679070147831544017,127,535.1183305000001,715.3309935,-0.18409543169999995,-14.365051
57,1679070147891544017,1679070148219603017,328,708.5975663492064,734.6856115873017,13.262586944444445,-15.673973301587305
58,1679070148239553017,1679070148307551017,67,789.3604476923078,783.6058407692308,19.771397538461535,-19.128342384615387
59,1679070148499539017,1679070148599569017,100,860.0457147058823,498.28967117647056,24.39902829411764,1.9615928470588235
60,1679070148639609017,1679070148967572017,327,855.3607522222221,394.1657893650793,24.288794619047618,9.610632423809525
61,1679070149563598017,1679070149623624017,60,224.7919290909091,366.03913181818183,-23.989939727272727,11.678154272727273
62,1679070149659532017,1679070150667549017,1008,252.1260897206704,376.0392410614525,-21.85897812849162,10.988524751396648
63,1679070150875544017,1679070151163526017,287,832.9623710416666,573.4831412499999,22.356962,-3.570906216666667
64,1679070151191941017,1679070151495537017,303,839.5266136065571,615.1471809836064,22.924545901639345,-6.625002893442623
65,1679070151539550017,1679070151675560017,136,836.0974862500001,502.7211316666667,22.580659999999998,1.6389482066666667
66,1679070152055553017,1679070152975558017,920,280.88345283132526,409.14010626506024,-19.549372018072287,8.578410277108434
67,1679070153055561017,1679070153307607017,252,217.00240374999998,753.4944193750001,-24.917315875,-16.694116833333332
68,1679070153375536017,1679070153523543017,148,385.1342365384616,674.5889399999999,-11.651036596153846,-11.21758426923077
