recording id,label id,label name
b201e6c2-7b2f-4247-9d05-ab5338303acc,0f90be2a-3478-489f-bc3c-756bd228a2c0,tsst
b201e6c2-7b2f-4247-9d05-ab5338303acc,2ec9f257-d967-4a68-a310-962ed7f22521,T1
