recording id,label id,label name
192ecc86-3355-4aaf-8146-c4d52d2ff187,0f90be2a-3478-489f-bc3c-756bd228a2c0,tsst
192ecc86-3355-4aaf-8146-c4d52d2ff187,2ec9f257-d967-4a68-a310-962ed7f22521,T1
