fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg]
1,1681509162278474487,1681509162454311487,175,,,,
2,1681509162502341487,1681509162794325487,291,,,,
3,1681509163162447487,1681509163282468487,120,753.676062,693.47536,17.154385400000002,-8.745054399999999
4,1681509163322312487,1681509164446344487,1124,790.8128979555556,642.202024711111,19.862080959999997,-4.9140312195555556
5,1681509164466458487,1681509165082345487,615,744.0248888524588,634.9680538524591,16.3287247704918,-4.409262512295081
6,1681509165118375487,1681509165706318487,587,695.9268254310344,650.8996763793103,12.722737495689653,-5.624226927586206
7,1681509165758321487,1681509166242340487,484,804.8873752083333,619.09495375,20.891629093749998,-3.2009819927083334
8,1681509166274337487,1681509170494351487,4220,743.7143331227652,669.6689548510132,16.359377399880813,-6.984586506317045
9,1681509170738340487,1681509171002340487,264,565.1439315384615,891.916180576923,2.9995002764230767,-23.831952346153848
10,1681509171030325487,1681509172338333487,1308,577.188045440613,880.7744364367816,3.9531268563218394,-22.982105666666666
11,1681509172662307487,1681509172774293487,111,730.3449686363637,583.3266413636364,15.269731681818183,-0.5735030113636365
12,1681509173098305487,1681509173490297487,391,631.9658910256411,872.7658430769233,8.283483221794873,-22.316566397435896
13,1681509173538340487,1681509175686339487,2147,607.5576865034964,856.462411025641,6.298045915934732,-21.115864909090906
14,1681509175714307487,1681509178630407487,2916,631.8828325856165,818.152620890411,8.147692150342467,-18.20314842037671
15,1681509178670336487,1681509178870329487,199,529.8060707500001,840.7915150000001,0.1752986707,-19.987335575
16,1681509178910321487,1681509179454338487,544,635.6963335779815,816.4570702752293,8.42369162293578,-18.08327162385321
17,1681509179478325487,1681509181702326487,2224,602.2474352821672,861.0639128668171,5.912222558690745,-21.473517343115123
18,1681509182370295487,1681509182502354487,132,813.7813911111111,556.6986707407408,21.54296377777778,1.393545203703704
19,1681509182922317487,1681509183158324487,236,747.3507704255318,544.963085319149,16.556264957446807,2.276508618085106
20,1681509183422314487,1681509183686525487,264,461.46563129629624,481.3616005555555,-5.004259722222223,7.099345616666666
21,1681509183730356487,1681509184414316487,683,543.2678215441177,420.0429108088236,1.213062516007353,11.726417761029412
22,1681509184706361487,1681509184958347487,251,697.3130405882354,609.5060776470588,12.79444410784314,-2.53102812745098
23,1681509185030332487,1681509185222327487,191,364.7926015789473,567.311037631579,-12.265693592105261,0.6230586253947369
24,1681509185282406487,1681509185434304487,151,494.75557225806455,468.22091741935486,-2.4844558258064513,8.097215612903224
25,1681509185522342487,1681509185770304487,247,494.1323479591837,396.9096228571429,-2.56227353,13.470349530612248
26,1681509185822294487,1681509186330327487,508,507.8229609803921,320.87647235294116,-1.5541689428431373,19.203870519607843
27,1681509186650331487,1681509187018323487,367,514.2105015277778,600.4692105555555,-0.99934142625,-1.8731377361208332
28,1681509187062413487,1681509187498356487,435,528.8927959302324,487.197728372093,0.10767792476744185,6.668574693023255
29,1681509187658378487,1681509187930309487,271,466.7810003773585,472.09139113207556,-4.603793820754717,7.800372600000001
30,1681509188018438487,1681509188770349487,751,775.2262455704698,649.7414689261745,18.727038,-5.475025538053692
31,1681509189034345487,1681509189662365487,628,553.5095699200001,348.9646324,2.022539873104,17.079314812
32,1681509189690326487,1681509190510337487,820,541.8289312727273,328.3249183030303,1.116096101939394,18.642195754545455
33,1681509191026323487,1681509191662338487,636,614.3265176377953,581.7150202362203,6.547853601574803,-0.45599200637795273
34,1681509191722342487,1681509192022379487,300,661.1074331666665,337.98476550000004,10.392252050000002,17.8128412
35,1681509192074311487,1681509192590334487,516,718.5391760576923,423.5024796153847,14.571525961538462,11.340099528846155
36,1681509192634363487,1681509193638311487,1003,614.1298024120603,301.6602429145729,6.814481788944723,20.602088442211056
37,1681509193662329487,1681509194782321487,1119,578.273589955157,294.76801686098656,4.000614858744394,21.154569757847533
38,1681509194938320487,1681509195558334487,620,565.8741718399999,374.68344536000006,2.966871062,15.139137116000002
39,1681509195958332487,1681509196146320487,187,585.9185154054055,568.0668975675676,4.404821964864865,0.5696384813027027
40,1681509196530327487,1681509196598383487,68,261.1669464285714,489.14164071428564,-20.17563285714286,6.393905578571428
41,1681509196810327487,1681509196994347487,184,379.36363026315786,764.3751373684211,-11.402678618421055,-14.14266902631579
42,1681509197330329487,1681509197678316487,347,556.184409117647,409.3716626470588,2.1977948529411764,12.530807985294118
43,1681509197698318487,1681509199274303487,1575,579.34947022293,348.10597,4.02007115923567,17.13620335191083
44,1681509199810310487,1681509199890422487,80,219.85564941176472,654.5180370588234,-23.298158000000004,-5.793072423529412
45,1681509200014335487,1681509200086392487,72,333.9591492307692,660.8966192307691,-14.653375884615384,-6.361509638461538
46,1681509200110341487,1681509200234320487,123,391.16791440000003,638.4054708,-10.29912272,-4.709349056000001
47,1681509200258372487,1681509200802339487,543,429.87382205607474,599.0655807476636,-7.3593336177570094,-1.7628223187850467
48,1681509200842325487,1681509201090328487,248,356.0916712244898,621.4816281632653,-12.937209918367344,-3.429158457142857
49,1681509201438307487,1681509201502336487,64,701.263916923077,301.9641846153846,13.661954153846153,20.43727276923077
50,1681509201558328487,1681509202338315487,779,607.7751724358974,391.56010320512814,6.168287128205129,13.846610349358976
51,1681509202398333487,1681509202518332487,119,574.6954045833334,614.7569295833333,3.56201175,-2.9481989208333332
52,1681509202562314487,1681509202978445487,416,555.9014567857142,714.2340484523809,2.164616521428571,-10.446544297619047
53,1681509203134342487,1681509203222398487,88,543.9440288888889,582.7144222222222,1.2427035377777778,-0.5342664830555555
54,1681509203370344487,1681509203530344487,160,655.0603578125,358.85066906249995,9.873867828125,16.256480171874998
55,1681509203690324487,1681509204038337487,348,558.2594182857143,377.73701199999994,2.3735880783999996,14.910760000000002
56,1681509204098311487,1681509204374331487,276,571.8585632727273,513.2753623636363,3.352327305454546,4.698943878181817
57,1681509204414325487,1681509205630337487,1216,488.1439604938272,516.3525003292181,-2.969769260864198,4.468538799176955
58,1681509205682339487,1681509206226398487,544,614.4089255045873,372.18556642201827,6.702695910091744,15.298971894495411
59,1681509206274310487,1681509206738321487,464,658.5493878723404,440.39322702127646,9.972306489361703,10.140634659574468
60,1681509206782339487,1681509208070325487,1287,559.1565438521401,304.6574049027237,2.470652833870817,20.41822384435798
61,1681509208250326487,1681509208614325487,363,534.4781046575343,459.9481584931506,0.5322101839726028,8.722474102739726
62,1681509208634374487,1681509209018337487,383,576.5225506578948,313.417390263158,3.841114109210527,19.75126847368421
63,1681509209178309487,1681509209258319487,80,551.0220458823529,586.4706758823529,1.7757779664705884,-0.8174510507058823
64,1681509209278324487,1681509210434338487,1156,601.8913859740259,507.6553348917748,5.623277832900432,5.116399894761905
65,1681509210474317487,1681509210762308487,287,575.8428220689656,362.0080115517241,3.736852562068966,16.091145034482757
66,1681509210794330487,1681509210878425487,84,528.6180917647059,360.94820764705884,0.08394703258823528,16.184776529411767
67,1681509211110313487,1681509211190317487,80,270.21603799999997,678.5031746666667,-19.523250533333332,-7.612675246666667
68,1681509211238314487,1681509211934316487,696,341.5632766666667,653.1009410144928,-14.068904626811593,-5.784083952173914
69,1681509212250303487,1681509212402322487,152,606.8597053333335,599.0494873333334,5.985464763333334,-1.7629491229999998
70,1681509212474369487,1681509213858325487,1383,660.6679822826087,381.3199646014492,10.249285014492752,14.564658965579712
71,1681509213918368487,1681509214022366487,103,647.3526376190476,611.0464976190476,9.034933714285716,-2.658283766666667
72,1681509214062374487,1681509214354321487,291,642.2293103508772,689.745986491228,8.705794368421053,-8.567244029824563
73,1681509214374306487,1681509214854303487,479,609.9986109375,718.8158909375001,6.287146932291666,-10.770498416666669
74,1681509214910332487,1681509215094332487,184,608.1107644444443,492.4601913888889,6.098465152777778,6.257976044444445
75,1681509215134303487,1681509216422327487,1288,625.2487715891473,359.8464190697674,7.565859122868217,16.215296135658917
76,1681509216434321487,1681509217974320487,1539,579.1356439739413,320.7297135504886,4.031963361237785,19.197160869706842
77,1681509217998328487,1681509218198315487,199,599.1459905128206,304.5284053846152,5.629418333333333,20.402662307692307
78,1681509218966341487,1681509219330335487,363,356.12998232876714,629.1179182191781,-12.946673424657533,-4.001067448356165
79,1681509219378310487,1681509219478306487,99,488.4321314999999,782.9345500000001,-3.0206694649999997,-15.621713574999998
80,1681509219506296487,1681509219614357487,108,509.02869173913047,782.4377326086957,-1.429584936521739,-15.588921869565215
81,1681509219642335487,1681509219742332487,99,510.42101526315787,745.6732557894736,-1.3090164689473685,-12.818949394736842
82,1681509219790357487,1681509220054348487,263,499.48468452830184,695.0453577358492,-2.127307777358491,-9.002595424528302
83,1681509220210312487,1681509220462328487,252,662.6038528571429,328.50491040816325,10.541482765306123,18.518592387755103
84,1681509220530411487,1681509220922698487,392,595.0133801282051,307.60125487179494,5.298456165384615,20.174840615384618
85,1681509221074337487,1681509221194329487,119,1037.790215,512.7381045833333,38.579045,4.4057276666666665
86,1681509221446332487,1681509221686371487,240,444.1189914893617,647.5617859574468,-6.3030352999999995,-5.413313063829786
87,1681509221762350487,1681509222414323487,651,556.9568616030534,352.73537877862594,2.282169000610687,16.796405820610687
88,1681509222478319487,1681509222830304487,351,556.5358401449274,528.4594078260869,2.193537017391304,3.556152636231884
89,1681509222858319487,1681509223038416487,180,524.9777941666666,572.6201916666665,-0.1869838193333333,0.22699923402222222
90,1681509223110340487,1681509223790333487,679,583.7804804411765,310.3857499264706,4.411876851470588,19.97404497794118
91,1681509223842331487,1681509223982338487,140,618.164524137931,460.3722893103449,6.882406975862069,8.667161189655173
92,1681509224030324487,1681509224210470487,180,586.8634356756756,566.730625945946,4.47585242972973,0.6703198950810811
93,1681509224470327487,1681509224638338487,168,619.8125663636365,931.6050469696969,7.497168957575758,-26.769925303030305
94,1681509224690302487,1681509224910308487,220,589.7377236363635,879.7939952272726,4.951949745454545,-22.89800265909091
95,1681509224950325487,1681509225238294487,287,615.8285842857142,912.7283176785714,7.109128478571429,-25.350341410714286
96,1681509225274306487,1681509225578406487,304,646.2287908196722,882.7414336065575,9.44789243442623,-23.045914573770496
97,1681509225634332487,1681509225882317487,247,535.7226476,800.1386518,0.6364705921999999,-16.9209322
