file,timestamp [ns],recording offset [secs],video offset [secs]
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509441746231487,280.543231487,278.463831
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509441785897487,280.582897487,278.503497
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509441821080487,280.618080487,278.53868
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509441856434487,280.653434487,278.574034
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509441883652487,280.680652487,278.601252
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509441925211487,280.722211487,278.642811
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509441953937487,280.750937487,278.671537
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509441988828487,280.785828487,278.706428
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442028171487,280.825171487,278.745771
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442058265487,280.855265487,278.775865
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442088711487,280.885711487,278.806311
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442124922487,280.921922487,278.842522
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442157135487,280.954135487,278.874735
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442185990487,280.982990487,278.90359
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442222151487,281.019151487,278.939751
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442255708487,281.052708487,278.973308
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442273851487,281.070851487,278.991451
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442312913487,281.109913487,279.030513
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442342502487,281.139502487,279.060102
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442375853487,281.172853487,279.093453
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442420942487,281.217942487,279.138542
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442457922487,281.254922487,279.175522
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442488264487,281.285264487,279.205864
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442521255487,281.318255487,279.238855
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442552871487,281.349871487,279.270471
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442593147487,281.390147487,279.310747
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442624875487,281.421875487,279.342475
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442653588487,281.450588487,279.371188
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442685435487,281.482435487,279.403035
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442731605487,281.528605487,279.449205
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442756978487,281.553978487,279.474578
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442783052487,281.580052487,279.500652
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442825933487,281.622933487,279.543533
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442853555487,281.650555487,279.571155
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442892147487,281.689147487,279.609747
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442911361487,281.708361487,279.628961
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442947282487,281.744282487,279.664882
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509442976668487,281.773668487,279.694268
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443011105487,281.808105487,279.728705
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443056497487,281.853497487,279.774097
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443088970487,281.885970487,279.80657
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443123465487,281.920465487,279.841065
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443154197487,281.951197487,279.871797
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443189089487,281.986089487,279.906689
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443228404487,282.025404487,279.946004
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443259349487,282.056349487,279.976949
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443285029487,282.082029487,280.002629
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443324922487,282.121922487,280.042522
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443365257487,282.162257487,280.082857
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443385024487,282.182024487,280.102624
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443426181487,282.223181487,280.143781
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443453350487,282.250350487,280.17095
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443487604487,282.284604487,280.205204
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443525796487,282.322796487,280.243396
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443545268487,282.342268487,280.262868
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443574399487,282.371399487,280.291999
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443621478487,282.418478487,280.339078
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443642889487,282.439889487,280.360489
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443681281487,282.478281487,280.398881
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443714040487,282.511040487,280.43164
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443749046487,282.546046487,280.466646
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443784517487,282.581517487,280.502117
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443825091487,282.622091487,280.542691
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443858132487,282.655132487,280.575732
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443886307487,282.683307487,280.603907
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443918220487,282.715220487,280.63582
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443956954487,282.753954487,280.674554
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509443986275487,282.783275487,280.703875
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444020050487,282.817050487,280.73765
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444053142487,282.850142487,280.770742
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444091682487,282.888682487,280.809282
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444117554487,282.914554487,280.835154
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444163970487,282.960970487,280.88157
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444174886487,282.971886487,280.892486
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444211817487,283.008817487,280.929417
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444258181487,283.055181487,280.975781
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444274254487,283.071254487,280.991854
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444315926487,283.112926487,281.033526
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444357375487,283.154375487,281.074975
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444391678487,283.188678487,281.109278
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444419730487,283.216730487,281.13733
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444453933487,283.250933487,281.171533
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444487692487,283.284692487,281.205292
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444520313487,283.317313487,281.237913
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444556700487,283.353700487,281.2743
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444590036487,283.387036487,281.307636
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444616707487,283.413707487,281.334307
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444656801487,283.453801487,281.374401
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444689087487,283.486087487,281.406687
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444722213487,283.519213487,281.439813
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444751193487,283.548193487,281.468793
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444786700487,283.583700487,281.5043
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444806286487,283.603286487,281.523886
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444843265487,283.640265487,281.560865
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444878137487,283.675137487,281.595737
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444908480487,283.705480487,281.62608
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444948974487,283.745974487,281.666574
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509444986862487,283.783862487,281.704462
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445017386487,283.814386487,281.734986
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445055769487,283.852769487,281.773369
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445085234487,283.882234487,281.802834
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445118007487,283.915007487,281.835607
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445153501487,283.950501487,281.871101
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445185483487,283.982483487,281.903083
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445217033487,284.014033487,281.934633
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445253682487,284.050682487,281.971282
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445289759487,284.086759487,282.007359
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445320205487,284.117205487,282.037805
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445357146487,284.154146487,282.074746
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445388533487,284.185533487,282.106133
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445417828487,284.214828487,282.135428
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445446110487,284.243110487,282.16371
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445476488487,284.273488487,282.194088
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445509469487,284.306469487,282.227069
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445545855487,284.342855487,282.263455
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445585588487,284.382588487,282.303188
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445618022487,284.415022487,282.335622
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445654170487,284.451170487,282.37177
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445685878487,284.482878487,282.403478
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445724155487,284.521155487,282.441755
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445755269487,284.552269487,282.472869
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445785482487,284.582482487,282.503082
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445817851487,284.614851487,282.535451
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445859130487,284.656130487,282.57673
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445892096487,284.689096487,282.609696
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445918915487,284.715915487,282.636515
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445955978487,284.752978487,282.673578
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509445985560487,284.782560487,282.70316
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446021645487,284.818645487,282.739245
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446051098487,284.848098487,282.768698
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446074103487,284.871103487,282.791703
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446106641487,284.903641487,282.824241
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446144082487,284.941082487,282.861682
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446175781487,284.972781487,282.893381
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446209972487,285.006972487,282.927572
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446247953487,285.044953487,282.965553
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446280304487,285.077304487,282.997904
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446312879487,285.109879487,283.030479
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446356194487,285.153194487,283.073794
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446388419487,285.185419487,283.106019
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446424222487,285.221222487,283.141822
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446452721487,285.249721487,283.170321
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446488348487,285.285348487,283.205948
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446512213487,285.309213487,283.229813
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446550026487,285.347026487,283.267626
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446587625487,285.384625487,283.305225
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446618573487,285.415573487,283.336173
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446655642487,285.452642487,283.373242
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446691588487,285.488588487,283.409188
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446717813487,285.514813487,283.435413
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446752362487,285.549362487,283.469962
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446790178487,285.587178487,283.507778
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446820545487,285.617545487,283.538145
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446855493487,285.652493487,283.573093
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446888670487,285.685670487,283.60627
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446919609487,285.716609487,283.637209
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446957414487,285.754414487,283.675014
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509446988827487,285.785827487,283.706427
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447025554487,285.822554487,283.743154
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447052624487,285.849624487,283.770224
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447089538487,285.886538487,283.807138
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447117587487,285.914587487,283.835187
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447150939487,285.947939487,283.868539
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447187754487,285.984754487,283.905354
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447216832487,286.013832487,283.934432
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447249290487,286.046290487,283.96689
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447281833487,286.078833487,283.999433
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447318357487,286.115357487,284.035957
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447349021487,286.146021487,284.066621
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447382921487,286.179921487,284.100521
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447421863487,286.218863487,284.139463
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447438398487,286.235398487,284.155998
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447490458487,286.287458487,284.208058
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447517733487,286.314733487,284.235333
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447548670487,286.345670487,284.26627
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447588841487,286.385841487,284.306441
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447617910487,286.414910487,284.33551
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447651845487,286.448845487,284.369445
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447686371487,286.483371487,284.403971
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447724792487,286.521792487,284.442392
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447748653487,286.545653487,284.466253
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447797241487,286.594241487,284.514841
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447809530487,286.606530487,284.52713
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447856894487,286.653894487,284.574494
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447881173487,286.678173487,284.598773
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447915122487,286.712122487,284.632722
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447958173487,286.755173487,284.675773
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509447976424487,286.773424487,284.694024
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448006730487,286.803730487,284.72433
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448043744487,286.840744487,284.761344
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448077943487,286.874943487,284.795543
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448119815487,286.916815487,284.837415
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448145271487,286.942271487,284.862871
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448181351487,286.978351487,284.898951
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448216508487,287.013508487,284.934108
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448253111487,287.050111487,284.970711
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448292103487,287.089103487,285.009703
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448315702487,287.112702487,285.033302
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448349744487,287.146744487,285.067344
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448386778487,287.183778487,285.104378
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448421237487,287.218237487,285.138837
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448448193487,287.245193487,285.165793
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448489476487,287.286476487,285.207076
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448519346487,287.316346487,285.236946
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448552838487,287.349838487,285.270438
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448584729487,287.381729487,285.302329
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448623040487,287.420040487,285.34064
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448641342487,287.438342487,285.358942
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448675379487,287.472379487,285.392979
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448706766487,287.503766487,285.424366
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448742287487,287.539287487,285.459887
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448779712487,287.576712487,285.497312
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448816628487,287.613628487,285.534228
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448851140487,287.648140487,285.56874
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448888249487,287.685249487,285.605849
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448912733487,287.709733487,285.630333
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448950949487,287.747949487,285.668549
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509448986122487,287.783122487,285.703722
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449028360487,287.825360487,285.74596
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449052757487,287.849757487,285.770357
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449088099487,287.885099487,285.805699
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449118022487,287.915022487,285.835622
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449156896487,287.953896487,285.874496
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449191136487,287.988136487,285.908736
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449212136487,288.009136487,285.929736
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449239722487,288.036722487,285.957322
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449274811487,288.071811487,285.992411
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449310954487,288.107954487,286.028554
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449342305487,288.139305487,286.059905
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449381167487,288.178167487,286.098767
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449415484487,288.212484487,286.133084
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449453060487,288.250060487,286.17066
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449486861487,288.283861487,286.204461
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449518367487,288.315367487,286.235967
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449552514487,288.349514487,286.270114
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449586844487,288.383844487,286.304444
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449621243487,288.418243487,286.338843
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449656222487,288.453222487,286.373822
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449685965487,288.482965487,286.403565
data_with_exported_files/tsst_comparison_data/11004/11004_P/PI world v1 ps1.time,1681509449716849487,288.513849487,286.434449
