blink id,start timestamp [ns],end timestamp [ns],duration [ms],start timestamp [s],end timestamp [s]
56,1.68151E+18,1.68151E+18,219,145.69133,145.9113198
57,1.68151E+18,1.68151E+18,395,149.4712998,149.8672998
58,1.68151E+18,1.68151E+18,351,152.48734,152.83933
59,1.68151E+18,1.68151E+18,259,153.63134,153.8912998
60,1.68151E+18,1.68151E+18,268,156.3873201,156.65533
61,1.68151E+18,1.68151E+18,348,158.4193201,158.76733
62,1.68151E+18,1.68151E+18,435,162.60336,163.03935
63,1.68151E+18,1.68151E+18,448,174.5752899,175.02337
64,1.68151E+18,1.68151E+18,443,179.6993201,180.1432998
65,1.68151E+18,1.68151E+18,444,187.2873098,187.73134
66,1.68151E+18,1.68151E+18,384,190.9552998,191.33933
67,1.68151E+18,1.68151E+18,256,192.8113098,193.06734
68,1.68151E+18,1.68151E+18,124,194.1393201,194.2633198
69,1.68151E+18,1.68151E+18,287,194.5434499,194.83134
70,1.68151E+18,1.68151E+18,376,195.1513098,195.52733
71,1.68151E+18,1.68151E+18,420,196.6033201,197.0233198
72,1.68151E+18,1.68151E+18,400,200.2393198,200.63935
73,1.68151E+18,1.68151E+18,188,203.1833098,203.37133
74,1.68151E+18,1.68151E+18,360,203.6472998,204.0073198
75,1.68151E+18,1.68151E+18,340,207.8793098,208.2193201
76,1.68151E+18,1.68151E+18,408,214.1353098,214.54333
77,1.68151E+18,1.68151E+18,592,215.79133,216.38333
78,1.68151E+18,1.68151E+18,420,222.1113098,222.5313201
79,1.68151E+18,1.68151E+18,379,230.52734,230.9073201
80,1.68151E+18,1.68151E+18,475,244.83533,245.3113098
81,1.68151E+18,1.68151E+18,215,249.46734,249.6833098
82,1.68151E+18,1.68151E+18,423,249.68733,250.1112998
83,1.68151E+18,1.68151E+18,479,251.5554299,252.03536
84,1.68151E+18,1.68151E+18,171,253.5193198,253.6913098
85,1.68151E+18,1.68151E+18,391,253.74734,254.1392899
86,1.68151E+18,1.68151E+18,403,259.49133,259.8953198
87,1.68151E+18,1.68151E+18,303,261.79936,262.1033198
88,1.68151E+18,1.68151E+18,295,262.10735,262.4033201
89,1.68151E+18,1.68151E+18,392,263.3553098,263.74734
90,1.68151E+18,1.68151E+18,319,269.41935,269.73934
91,1.68151E+18,1.68151E+18,320,269.98336,270.3034399
92,1.68151E+18,1.68151E+18,371,276.67135,277.0433201
93,1.68151E+18,1.68151E+18,299,282.2513098,282.5512998
94,1.68151E+18,1.68151E+18,476,286.0192998,286.49535
95,1.68151E+18,1.68151E+18,360,302.01133,302.37134
96,1.68151E+18,1.68151E+18,496,304.08733,304.58334
97,1.68151E+18,1.68151E+18,247,307.2633098,307.5112998
98,1.68151E+18,1.68151E+18,444,309.3113098,309.75534
99,1.68151E+18,1.68151E+18,155,314.3114499,314.46735
100,1.68151E+18,1.68151E+18,395,315.16733,315.56333
101,1.68151E+18,1.68151E+18,367,317.25139,317.61936
102,1.68151E+18,1.68151E+18,444,325.4673201,325.91136
103,1.68151E+18,1.68151E+18,271,331.93135,332.20334
104,1.68151E+18,1.68151E+18,467,333.1353098,333.6033098
105,1.68151E+18,1.68151E+18,340,334.8393198,335.17951
106,1.68151E+18,1.68151E+18,423,340.65134,341.0753201
107,1.68151E+18,1.68151E+18,336,341.1753098,341.5113098
108,1.68151E+18,1.68151E+18,436,341.7633098,342.1993198
109,1.68151E+18,1.68151E+18,555,344.5154299,345.07136
110,1.68151E+18,1.68151E+18,320,347.83533,348.15534
111,1.68151E+18,1.68151E+18,344,348.36333,348.70734
112,1.68151E+18,1.68151E+18,424,354.3953098,354.81933
113,1.68151E+18,1.68151E+18,532,364.08736,364.61939
114,1.68151E+18,1.68151E+18,435,367.30733,367.7433098
115,1.68151E+18,1.68151E+18,500,373.0072998,373.5073999
116,1.68151E+18,1.68151E+18,176,373.6793098,373.8553198
117,1.68151E+18,1.68151E+18,507,373.85933,374.3673098
118,1.68151E+18,1.68151E+18,368,375.7553098,376.12335
119,1.68151E+18,1.68151E+18,296,376.2633198,376.5594399
120,1.68151E+18,1.68151E+18,492,383.3513198,383.8433201
121,1.68151E+18,1.68151E+18,344,385.3112998,385.6553198
122,1.68151E+18,1.68151E+18,532,387.6873198,388.2193201
123,1.68151E+18,1.68151E+18,443,392.00333,392.4473198
124,1.68151E+18,1.68151E+18,188,395.8673201,396.05534
125,1.68151E+18,1.68151E+18,531,396.05938,396.5912998
126,1.68151E+18,1.68151E+18,247,403.2396298,403.48733
127,1.68151E+18,1.68151E+18,352,403.4953198,403.8474299
128,1.68151E+18,1.68151E+18,419,403.85537,404.2752998
129,1.68151E+18,1.68151E+18,400,407.1272998,407.5273198
130,1.68151E+18,1.68151E+18,444,407.5353198,407.9793201
131,1.68151E+18,1.68151E+18,555,410.76737,411.3233098
132,1.68151E+18,1.68151E+18,471,415.65934,416.1313201
133,1.68151E+18,1.68151E+18,436,419.93533,420.37135
134,1.68151E+18,1.68151E+18,235,420.37538,420.6113098
135,1.68151E+18,1.68151E+18,300,420.7753198,421.07534
136,1.68151E+18,1.68151E+18,272,423.8953098,424.16736
137,1.68151E+18,1.68151E+18,615,425.7113999,426.3273198
138,1.68151E+18,1.68151E+18,479,427.13935,427.6192998
139,1.68151E+18,1.68151E+18,412,429.1913198,429.60334
140,1.68151E+18,1.68151E+18,623,439.5593198,440.1833198
141,1.68151E+18,1.68151E+18,140,441.5993098,441.7393999
142,1.68151E+18,1.68151E+18,448,444.6913098,445.13933
143,1.68151E+18,1.68151E+18,451,446.21138,446.6633098
144,1.68151E+18,1.68151E+18,355,455.66735,456.0233098
145,1.68151E+18,1.68151E+18,420,458.7873098,459.20733
146,1.68151E+18,1.68151E+18,516,466.9513198,467.4673201
147,1.68151E+18,1.68151E+18,248,472.3392998,472.5873201
148,1.68151E+18,1.68151E+18,508,473.37133,473.8793999
149,1.68151E+18,1.68151E+18,440,478.6072998,479.04735
150,1.68151E+18,1.68151E+18,483,483.19135,483.6753201
151,1.68151E+18,1.68151E+18,320,486.3073098,486.62737
152,1.68151E+18,1.68151E+18,191,486.63134,486.8233198
153,1.68151E+18,1.68151E+18,384,496.0593201,496.44336
154,1.68151E+18,1.68151E+18,476,498.9673198,499.44333
155,1.68151E+18,1.68151E+18,435,516.37535,516.81133
156,1.68151E+18,1.68151E+18,312,534.01934,534.33134
157,1.68151E+18,1.68151E+18,423,535.67133,536.0953198
158,1.68151E+18,1.68151E+18,396,540.1273198,540.52334
159,1.68151E+18,1.68151E+18,543,543.0314299,543.57537
160,1.68151E+18,1.68151E+18,556,553.76334,554.31935
161,1.68151E+18,1.68151E+18,512,557.8193098,558.33133
162,1.68151E+18,1.68151E+18,331,563.68337,564.0153198
163,1.68151E+18,1.68151E+18,420,567.9673198,568.3874598
164,1.68151E+18,1.68151E+18,296,580.6553198,580.95135
165,1.68151E+18,1.68151E+18,383,581.33934,581.7233098
166,1.68151E+18,1.68151E+18,447,583.1273198,583.5753098
167,1.68151E+18,1.68151E+18,288,589.2272998,589.51533
168,1.68151E+18,1.68151E+18,311,595.5633098,595.8753098
169,1.68151E+18,1.68151E+18,243,595.95534,596.1993198
170,1.68151E+18,1.68151E+18,380,596.2073198,596.58734
171,1.68151E+18,1.68151E+18,403,598.98733,599.3912998
172,1.68151E+18,1.68151E+18,412,601.4793098,601.8913098
173,1.68151E+18,1.68151E+18,280,605.7832998,606.06336
174,1.68151E+18,1.68151E+18,479,609.84733,610.3273198
175,1.68151E+18,1.68151E+18,388,611.5993098,611.9873098
176,1.68151E+18,1.68151E+18,440,617.5673098,618.00734
177,1.68151E+18,1.68151E+18,428,618.92336,619.35169
178,1.68151E+18,1.68151E+18,380,629.7752998,630.15537
179,1.68151E+18,1.68151E+18,355,636.35135,636.70733
180,1.68151E+18,1.68151E+18,224,646.8713198,647.0953198
181,1.68151E+18,1.68151E+18,387,649.1433198,649.5312899
182,1.68151E+18,1.68151E+18,423,650.93535,651.3593198
183,1.68151E+18,1.68151E+18,231,658.6716099,658.9034199
184,1.68151E+18,1.68151E+18,224,658.9073201,659.1313999
185,1.68151E+18,1.68151E+18,387,659.13934,659.5273198
186,1.68151E+18,1.68151E+18,328,669.29935,669.62737
187,1.68151E+18,1.68151E+18,435,679.09534,679.53133
188,1.68151E+18,1.68151E+18,260,683.3552998,683.6153198
189,1.68151E+18,1.68151E+18,292,696.26333,696.5555699
190,1.68151E+18,1.68151E+18,256,696.9353198,697.19135
191,1.68151E+18,1.68151E+18,400,698.8593201,699.25933
192,1.68151E+18,1.68151E+18,360,702.70333,703.06333
193,1.68151E+18,1.68151E+18,128,704.56334,704.69138
194,1.68151E+18,1.68151E+18,467,704.69935,705.16733
195,1.68151E+18,1.68151E+18,263,706.94334,707.2072998
196,1.68151E+18,1.68151E+18,444,707.97134,708.41537
197,1.68151E+18,1.68151E+18,420,710.6553098,711.0753098
198,1.68151E+18,1.68151E+18,416,718.9673098,719.3833198
199,1.68151E+18,1.68151E+18,419,722.31533,722.7353198
200,1.68151E+18,1.68151E+18,364,724.21133,724.5754299
201,1.68151E+18,1.68151E+18,268,726.5513098,726.81935
202,1.68151E+18,1.68151E+18,267,726.82736,727.0953098
203,1.68151E+18,1.68151E+18,127,727.1033098,727.2312899
204,1.68151E+18,1.68151E+18,407,729.2553198,729.6633198
205,1.68151E+18,1.68151E+18,407,733.73135,734.13934
206,1.68151E+18,1.68151E+18,444,735.3073098,735.75135
207,1.68151E+18,1.68151E+18,423,736.3993198,736.8233098
208,1.68151E+18,1.68151E+18,403,739.3273198,739.7313201
209,1.68151E+18,1.68151E+18,271,746.99136,747.2633098
210,1.68151E+18,1.68151E+18,423,750.19535,750.61934
211,1.68151E+18,1.68151E+18,443,750.6233198,751.0673098
212,1.68151E+18,1.68151E+18,355,753.6553198,754.0113098
213,1.68151E+18,1.68151E+18,459,761.8033201,762.2632998
214,1.68151E+18,1.68151E+18,492,767.5193098,768.0113098
215,1.68151E+18,1.68151E+18,384,768.1233098,768.50734
216,1.68151E+18,1.68151E+18,300,775.1713201,775.4713999
217,1.68151E+18,1.68151E+18,435,775.4753201,775.9113098
218,1.68151E+18,1.68151E+18,263,780.5834399,780.84733
219,1.68151E+18,1.68151E+18,408,780.8513098,781.2593201
220,1.68151E+18,1.68151E+18,360,788.38735,788.74751
221,1.68151E+18,1.68151E+18,340,788.8433098,789.1833098
222,1.68151E+18,1.68151E+18,267,790.01568,790.28333
223,1.68151E+18,1.68151E+18,344,790.2873098,790.63134
224,1.68151E+18,1.68151E+18,232,791.6913098,791.92333
225,1.68151E+18,1.68151E+18,403,791.92736,792.33133
226,1.68151E+18,1.68151E+18,352,797.8393098,798.19138
227,1.68151E+18,1.68151E+18,512,803.0313098,803.54336
228,1.68151E+18,1.68151E+18,315,805.98335,806.29934
229,1.68151E+18,1.68151E+18,443,815.78734,816.2313198
230,1.68151E+18,1.68151E+18,416,817.91933,818.3355
231,1.68151E+18,1.68151E+18,387,818.3394399,818.72733
232,1.68151E+18,1.68151E+18,455,821.4393098,821.8953098
233,1.68151E+18,1.68151E+18,471,825.62735,826.0993201
234,1.68151E+18,1.68151E+18,371,833.55135,833.9233201
235,1.68151E+18,1.68151E+18,496,840.6833098,841.17933
236,1.68151E+18,1.68151E+18,404,842.7993198,843.20334
237,1.68151E+18,1.68151E+18,331,851.82333,852.1553098
238,1.68151E+18,1.68151E+18,335,857.55133,857.8873098
239,1.68151E+18,1.68151E+18,399,857.91133,858.3113098
240,1.68151E+18,1.68151E+18,468,862.9433098,863.4113098
241,1.68151E+18,1.68151E+18,411,872.0553999,872.4673201
242,1.68151E+18,1.68151E+18,315,881.45936,881.7753098
243,1.68151E+18,1.68151E+18,240,881.77933,882.01937
244,1.68151E+18,1.68151E+18,251,882.02335,882.2753098
245,1.68151E+18,1.68151E+18,204,882.27933,882.48333
246,1.68151E+18,1.68151E+18,331,882.58385,882.91566
247,1.68151E+18,1.68151E+18,424,888.1033098,888.5273198
248,1.68151E+18,1.68151E+18,323,898.2953198,898.6193098
249,1.68151E+18,1.68151E+18,471,904.79935,905.2713198
250,1.68151E+18,1.68151E+18,199,911.92733,912.12733
251,1.68151E+18,1.68151E+18,279,912.99139,913.27134
252,1.68151E+18,1.68151E+18,396,920.1233098,920.5193198
253,1.68151E+18,1.68151E+18,339,925.27934,925.6193201
254,1.68151E+18,1.68151E+18,219,939.63536,939.85533
255,1.68151E+18,1.68151E+18,360,939.85934,940.21934
256,1.68151E+18,1.68151E+18,571,942.84733,943.4192899
257,1.68151E+18,1.68151E+18,271,947.68335,947.9553098
258,1.68151E+18,1.68151E+18,223,948.33135,948.55534
259,1.68151E+18,1.68151E+18,396,949.1633098,949.55937
260,1.68151E+18,1.68151E+18,343,952.07134,952.41534
261,1.68151E+18,1.68151E+18,375,953.36736,953.74333
262,1.68151E+18,1.68151E+18,268,955.6273098,955.8953198
263,1.68151E+18,1.68151E+18,380,957.9593098,958.3393201
264,1.68151E+18,1.68151E+18,259,963.83533,964.09533
265,1.68151E+18,1.68151E+18,343,973.6594499,974.0033201
266,1.68151E+18,1.68151E+18,220,979.4513098,979.6713198
267,1.68151E+18,1.68151E+18,256,981.3673098,981.6233198
268,1.68151E+18,1.68151E+18,403,986.6473198,987.0513098
269,1.68151E+18,1.68151E+18,320,1005.3113,1005.63132
270,1.68151E+18,1.68151E+18,371,1006.95135,1007.32333
271,1.68151E+18,1.68151E+18,436,1009.25131,1009.68732
272,1.68151E+18,1.68151E+18,236,1017.94731,1018.18333
273,1.68151E+18,1.68151E+18,431,1018.18733,1018.61933
274,1.68151E+18,1.68151E+18,271,1025.54333,1025.81531
275,1.68151E+18,1.68151E+18,399,1025.85136,1026.2513
276,1.68151E+18,1.68151E+18,384,1028.87132,1029.25533
277,1.68151E+18,1.68151E+18,243,1029.79933,1030.04332
278,1.68151E+18,1.68151E+18,267,1030.52733,1030.79531
279,1.68151E+18,1.68151E+18,268,1036.21932,1036.48732
