file,timestamp [ns],recording offset [secs],video offset [secs]
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852234949932413,127.026932413,125.643847
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852234973602413,127.050602413,125.667517
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235007221413,127.084221413,125.701136
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235039013413,127.116013413,125.732928
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235076971413,127.153971413,125.770886
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235115857413,127.192857413,125.809772
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235149898413,127.226898413,125.843813
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235185892413,127.262892413,125.879807
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235212081413,127.289081413,125.905996
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235247323413,127.324323413,125.941238
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235283815413,127.360815413,125.97773
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235319487413,127.396487413,126.013402
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235351805413,127.428805413,126.04572
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235385379413,127.462379413,126.079294
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235415913413,127.492913413,126.109828
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235450549413,127.527549413,126.144464
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235485453413,127.562453413,126.179368
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235518368413,127.595368413,126.212283
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235547928413,127.624928413,126.241843
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235584519413,127.661519413,126.278434
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235606627413,127.683627413,126.300542
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235652322413,127.729322413,126.346237
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235689161413,127.766161413,126.383076
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235715583413,127.792583413,126.409498
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235751675413,127.828675413,126.44559
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235786041413,127.863041413,126.479956
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235811220413,127.888220413,126.505135
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235847935413,127.924935413,126.54185
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235883855413,127.960855413,126.57777
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235919697413,127.996697413,126.613612
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235951369413,128.028369413,126.645284
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852235985812413,128.062812413,126.679727
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236015589413,128.092589413,126.709504
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236049775413,128.126775413,126.74369
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236083270413,128.160270413,126.777185
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236119727413,128.196727413,126.813642
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236147799413,128.224799413,126.841714
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236183584413,128.260584413,126.877499
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236222371413,128.299371413,126.916286
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236249204413,128.326204413,126.943119
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236274819413,128.351819413,126.968734
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236309102413,128.386102413,127.003017
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236344119413,128.421119413,127.038034
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236387297413,128.464297413,127.081212
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236419874413,128.496874413,127.113789
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236447745413,128.524745413,127.14166
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236483622413,128.560622413,127.177537
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236519615413,128.596615413,127.21353
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236549408413,128.626408413,127.243323
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236586015413,128.663015413,127.27993
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236615323413,128.692323413,127.309238
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236651331413,128.728331413,127.345246
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236681949413,128.758949413,127.375864
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236717887413,128.794887413,127.411802
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236747660413,128.824660413,127.441575
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236783541413,128.860541413,127.477456
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236820500413,128.897500413,127.514415
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236840744413,128.917744413,127.534659
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236871540413,128.948540413,127.565455
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236907111413,128.984111413,127.601026
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236939146413,129.016146413,127.633061
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852236981727413,129.058727413,127.675642
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237018282413,129.095282413,127.712197
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237047583413,129.124583413,127.741498
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237081270413,129.158270413,127.775185
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237117503413,129.194503413,127.811418
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237148526413,129.225526413,127.842441
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237179695413,129.256695413,127.87361
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237216771413,129.293771413,127.910686
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237248567413,129.325567413,127.942482
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237280564413,129.357564413,127.974479
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237319544413,129.396544413,128.013459
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237347989413,129.424989413,128.041904
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237381838413,129.458838413,128.075753
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237415084413,129.492084413,128.108999
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237449264413,129.526264413,128.143179
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237472292413,129.549292413,128.166207
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237506531413,129.583531413,128.200446
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237539540413,129.616540413,128.233455
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237572411413,129.649411413,128.266326
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237607962413,129.684962413,128.301877
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237648201413,129.725201413,128.342116
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237683310413,129.760310413,128.377225
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237718032413,129.795032413,128.411947
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237742967413,129.819967413,128.436882
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237779781413,129.856781413,128.473696
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237816006413,129.893006413,128.509921
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237851617413,129.928617413,128.545532
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237882118413,129.959118413,128.576033
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237919339413,129.996339413,128.613254
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237948036413,130.025036413,128.641951
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852237983224413,130.060224413,128.677139
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238018637413,130.095637413,128.712552
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238043881413,130.120881413,128.737796
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238079907413,130.156907413,128.773822
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238108357413,130.185357413,128.802272
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238139271413,130.216271413,128.833186
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238172088413,130.249088413,128.866003
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238206947413,130.283947413,128.900862
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238248449413,130.325449413,128.942364
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238281932413,130.358932413,128.975847
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238315639413,130.392639413,129.009554
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238349497413,130.426497413,129.043412
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238379539413,130.456539413,129.073454
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238416515413,130.493515413,129.11043
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238452210413,130.529210413,129.146125
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238483526413,130.560526413,129.177441
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238517809413,130.594809413,129.211724
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238547454413,130.624454413,129.241369
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238582455413,130.659455413,129.27637
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238615255413,130.692255413,129.30917
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238652023413,130.729023413,129.345938
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238679694413,130.756694413,129.373609
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238718029413,130.795029413,129.411944
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238740972413,130.817972413,129.434887
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238770706413,130.847706413,129.464621
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238807396413,130.884396413,129.501311
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238839438413,130.916438413,129.533353
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238882363413,130.959363413,129.576278
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238919287413,130.996287413,129.613202
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238951058413,131.028058413,129.644973
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852238979523413,131.056523413,129.673438
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239015740413,131.092740413,129.709655
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239049007413,131.126007413,129.742922
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239080956413,131.157956413,129.774871
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239117232413,131.194232413,129.811147
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239147766413,131.224766413,129.841681
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239181544413,131.258544413,129.875459
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239218017413,131.295017413,129.911932
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239251214413,131.328214413,129.945129
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239279603413,131.356603413,129.973518
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239315782413,131.392782413,130.009697
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239352369413,131.429369413,130.046284
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239375565413,131.452565413,130.06948
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239421575413,131.498575413,130.11549
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239438214413,131.515214413,130.132129
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239471367413,131.548367413,130.165282
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239525147413,131.602147413,130.219062
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239550460413,131.627460413,130.244375
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239580093413,131.657093413,130.274008
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239615886413,131.692886413,130.309801
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239651176413,131.728176413,130.345091
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239681881413,131.758881413,130.375796
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239719701413,131.796701413,130.413616
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239747071413,131.824071413,130.440986
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239782002413,131.859002413,130.475917
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239815543413,131.892543413,130.509458
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239849882413,131.926882413,130.543797
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239879717413,131.956717413,130.573632
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239913707413,131.990707413,130.607622
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239949987413,132.026987413,130.643902
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852239976989413,132.053989413,130.670904
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240006007413,132.083007413,130.699922
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240038600413,132.115600413,130.732515
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240070736413,132.147736413,130.764651
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240114909413,132.191909413,130.808824
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240150602413,132.227602413,130.844517
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240179773413,132.256773413,130.873688
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240219225413,132.296225413,130.91314
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240251400413,132.328400413,130.945315
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240283973413,132.360973413,130.977888
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240314810413,132.391810413,131.008725
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240351327413,132.428327413,131.045242
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240383390413,132.460390413,131.077305
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240415883413,132.492883413,131.109798
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240451715413,132.528715413,131.14563
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240480061413,132.557061413,131.173976
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240514230413,132.591230413,131.208145
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240547003413,132.624003413,131.240918
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240581922413,132.658922413,131.275837
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240622236413,132.699236413,131.316151
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240640475413,132.717475413,131.33439
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240672344413,132.749344413,131.366259
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240703505413,132.780505413,131.39742
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240740222413,132.817222413,131.434137
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240780041413,132.857041413,131.473956
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240815271413,132.892271413,131.509186
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240850387413,132.927387413,131.544302
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240881725413,132.958725413,131.57564
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240911734413,132.988734413,131.605649
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240948311413,133.025311413,131.642226
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852240981953413,133.058953413,131.675868
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241007290413,133.084290413,131.701205
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241049552413,133.126552413,131.743467
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241079645413,133.156645413,131.77356
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241114210413,133.191210413,131.808125
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241146856413,133.223856413,131.840771
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241182892413,133.259892413,131.876807
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241210865413,133.287865413,131.90478
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241251478413,133.328478413,131.945393
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241272380413,133.349380413,131.966295
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241303239413,133.380239413,131.997154
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241341893413,133.418893413,132.035808
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241374784413,133.451784413,132.068699
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241412081413,133.489081413,132.105996
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241450040413,133.527040413,132.143955
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241475294413,133.552294413,132.169209
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241511705413,133.588705413,132.20562
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241549435413,133.626435413,132.24335
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241581654413,133.658654413,132.275569
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241607919413,133.684919413,132.301834
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241650008413,133.727008413,132.343923
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241679811413,133.756811413,132.373726
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241714255413,133.791255413,132.40817
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241751287413,133.828287413,132.445202
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241781891413,133.858891413,132.475806
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241811643413,133.888643413,132.505558
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241848730413,133.925730413,132.542645
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241885220413,133.962220413,132.579135
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241902489413,133.979489413,132.596404
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241938537413,134.015537413,132.632452
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852241971717413,134.048717413,132.665632
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242006307413,134.083307413,132.700222
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242051474413,134.128474413,132.745389
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242082608413,134.159608413,132.776523
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242111986413,134.188986413,132.805901
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242147724413,134.224724413,132.841639
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242183508413,134.260508413,132.877423
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242215681413,134.292681413,132.909596
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242250235413,134.327235413,132.94415
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242279628413,134.356628413,132.973543
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242315342413,134.392342413,133.009257
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242350201413,134.427201413,133.044116
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242375479413,134.452479413,133.069394
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242411772413,134.488772413,133.105687
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242447655413,134.524655413,133.14157
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242482075413,134.559075413,133.17599
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242507900413,134.584900413,133.201815
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242538824413,134.615824413,133.232739
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242570810413,134.647810413,133.264725
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242604359413,134.681359413,133.298274
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242650578413,134.727578413,133.344493
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242683965413,134.760965413,133.37788
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242711044413,134.788044413,133.404959
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242751492413,134.828492413,133.445407
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242782091413,134.859091413,133.476006
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242807167413,134.884167413,133.501082
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242850367413,134.927367413,133.544282
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242879559413,134.956559413,133.573474
data_with_exported_files/tsst_comparison_data/11010/11010_C/PI world v1 ps1.time,1681852242914957413,134.991957413,133.608872
