section id,recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms]
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,1,1717084705845382463,1717084706157292463,312
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,2,1717084708081479463,1717084708441356463,360
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,3,1717084708625377463,1717084708841329463,216
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,4,1717084710613285463,1717084710873329463,260
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,5,1717084710881284463,1717084711325334463,444
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,6,1717084712105310463,1717084712381402463,276
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,7,1717084712781340463,1717084713157293463,376
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,8,1717084714133281463,1717084714665306463,532
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,9,1717084715169281463,1717084715485284463,316
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,10,1717084715717281463,1717084715901457463,184
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,11,1717084717545361463,1717084717853425463,308
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,12,1717084717857407463,1717084718133295463,276
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,13,1717084719257380463,1717084719745399463,488
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,14,1717084721205267463,1717084721433279463,228
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,15,1717084723501316463,1717084723697259463,196
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,16,1717084723965376463,1717084724133378463,168
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,17,1717084727237390463,1717084727417260463,180
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,18,1717084728677281463,1717084729085557463,408
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,19,1717084729325324463,1717084729925254463,600
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,20,1717084731373259463,1717084731617295463,244
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,21,1717084732421284463,1717084732653286463,232
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,22,1717084732669365463,1717084733013351463,344
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,23,1717084737165530463,1717084737605434463,440
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,24,1717084755929319463,1717084756409327463,480
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,25,1717084758145278463,1717084758345647463,200
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,26,1717084759953283463,1717084760345275463,392
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,27,1717084760857365463,1717084761229424463,372
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,28,1717084778729344463,1717084779013381463,284
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,29,1717084779017304463,1717084779401330463,384
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,30,1717084780965319463,1717084781181285463,216
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,31,1717084781185273463,1717084781557327463,372
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,32,1717084782985364463,1717084783385404463,400
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,33,1717084783725309463,1717084784029374463,304
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,34,1717084785037488463,1717084785261294463,224
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,35,1717084787133512463,1717084787373307463,240
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,36,1717084787421317463,1717084787629261463,208
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,37,1717084788301290463,1717084788813314463,512
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,38,1717084790565313463,1717084790729285463,164
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,39,1717084793117310463,1717084793313300463,196
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,40,1717084794549434463,1717084794773292463,224
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,41,1717084794929291463,1717084795641294463,712
b97e48f9-6fa1-4aef-aff0-8a7aa8b1b338,b94f8939-f31c-4890-b468-e9e659569212,42,1717084799525292463,1717084799825330463,300
