fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg]
1,1648159293993289002,1648159294093257002,99,402.44933,690.19754125,-11.858100624999999,-13.802957875
2,1648159294121275002,1648159294449271002,327,443.51257923076923,616.4007338461538,-8.604235476923078,-8.324654034615385
3,1648159294761235002,1648159295225277002,464,418.23470416666663,893.8665216666666,-11.453075705555555,-29.055350722222222
4,1648159295449248002,1648159295921256002,472,460.82594486486494,736.1231886486487,-7.469651927027027,-17.3027822972973
5,1648159296029290002,1648159296569430002,540,771.1233915,475.68341300000003,16.0844253,2.19681447
6,1648159296629229002,1648159297001655002,372,883.6160043333333,470.53914633333335,24.559494333333326,2.5405062566666663
7,1648159297049245002,1648159297313228002,263,968.2509918181819,418.1867531818181,31.099892954545457,6.266060822727272
8,1648159297405253002,1648159297533239002,127,848.2417849999998,349.76898500000004,22.1913246,11.4233706
9,1648159297681315002,1648159298073264002,391,590.00778625,461.3786653125,2.4689200749999998,3.2963107999999997
10,1648159298221275002,1648159298641731002,420,583.450107586207,361.01298551724136,1.9982868863793106,10.846868620689653
11,1648159298662301002,1648159299017256002,354,544.93469,323.37921125,-0.9392511345833334,13.681776229166667
12,1648159299077287002,1648159299581229002,503,381.7254382352942,351.21243735294115,-13.374442764705881,11.488044308823529
13,1648159299649249002,1648159299849740002,200,616.2953757142857,365.76864000000006,4.492283492857142,10.481004214285715
14,1648159299893265002,1648159300649294002,756,648.3490459615384,298.9216838461538,7.024884509615385,15.487316317307691
15,1648159300689275002,1648159300925282002,236,639.138863125,433.69340625,6.1766323,5.37035208125
16,1648159300969264002,1648159301257303002,288,605.8494645,479.0315280000001,3.6579076,1.9686653250000004
17,1648159301481581002,1648159301661218002,179,349.97369846153845,821.9146792307694,-16.533901923076925,-23.50174884615384
18,1648159301741255002,1648159301881266002,140,453.88053,785.41447,-8.13193754,-20.9884074
19,1648159302073230002,1648159302273240002,200,233.61941285714286,422.63906642857137,-24.43814178571429,6.0413191
20,1648159302301280002,1648159303541255002,1239,182.61223370786516,417.3934017977528,-28.32992640449438,6.368505260674157
21,1648159303653310002,1648159304249251002,595,652.6574313953488,290.8734551162791,7.3717669930232566,16.088309662790696
22,1648159304365265002,1648159304589282002,224,150.4178275,404.576145,-30.8295275625,7.24773493125
23,1648159304621269002,1648159304945234002,323,171.47256260869565,337.2158026086957,-29.53785543478261,12.143105717391306
24,1648159304985265002,1648159307569313002,2584,215.19545027027024,451.81784654054053,-25.780104589189186,3.8966976210810813
25,1648159307621237002,1648159307989248002,368,241.57693500000002,372.7532049999999,-23.987002923076922,9.69912126923077
26,1648159308149224002,1648159308349264002,200,462.4604857142857,789.8262407142856,-7.469790142857144,-21.329138214285713
27,1648159308377242002,1648159308625549002,248,474.26069941176473,824.5626441176471,-6.625883017647058,-23.950562235294115
28,1648159308753250002,1648159308837249002,83,613.8045583333333,793.0404616666666,4.464216033333334,-21.60573533333333
29,1648159308925305002,1648159309086717002,161,684.5773945454545,722.6793881818182,9.833430818181819,-16.260832909090908
30,1648159309117238002,1648159309577236002,459,691.0136493749999,683.5671403125,10.23697334375,-13.330694640625
31,1648159309821226002,1648159309909274002,88,493.9022866666667,966.4146233333332,-5.458519516666667,-34.695004000000004
32,1648159309997261002,1648159310789311002,792,645.7652133333332,678.0450803703702,6.767394253703704,-12.95696399074074
33,1648159311062616002,1648159311129274002,66,537.506642,740.3839,-1.5285034,-17.6681724
34,1648159311301329002,1648159311909278002,607,407.56840454545454,757.2207854545454,-11.669261363636364,-18.810181409090912
35,1648159312049346002,1648159312409273002,359,949.6173212,708.0050411999999,30.231362479999998,-14.575396000000001
36,1648159312429233002,1648159312833250002,404,958.6316050000001,691.8961878571428,30.819212357142856,-13.391446303571431
37,1648159312877239002,1648159313061247002,184,1041.3770923076922,621.5833353846153,36.80499184615384,-8.173254623076922
38,1648159313261246002,1648159313353253002,92,357.93245714285723,362.82647142857144,-15.157821642857144,10.595505
39,1648159313397266002,1648159314217343002,820,227.61278423728814,353.0340927118644,-25.14109784745763,11.112297796610168
40,1648159314249251002,1648159315149266002,900,205.0353992307692,342.4804267692308,-26.921647676923076,11.838544276923077
41,1648159315353842002,1648159315805246002,451,312.80680625,380.1743046875,-18.54197996875,9.25394375
42,1648159315829227002,1648159316561238002,732,346.5169243396226,308.30395566037737,-16.20488958490566,14.635669726415093
43,1648159316657281002,1648159317129236002,471,466.9012814705883,752.8808764705882,-7.03176393235294,-18.563125794117646
44,1648159317157214002,1648159317793239002,636,526.9144586666666,700.6278508888889,-2.3262675895555556,-14.6795592
45,1648159317857264002,1648159318537257002,679,676.5985848979592,621.3535230612245,9.039222695918367,-8.69145743877551
46,1648159318633267002,1648159318825219002,191,591.9944164285714,366.9618457142857,2.6445329785714287,10.39815417857143
47,1648159318909240002,1648159319061344002,152,537.6962463636363,114.32880681818182,-1.6143691272727274,29.48820981818182
48,1648159319105276002,1648159319429225002,323,490.92540913043484,130.12741417391305,-5.4488158130434785,28.254068173913044
49,1648159319445285002,1648159319741233002,295,475.65191047619044,181.7352857142857,-6.5358967761904765,24.32065095238095
50,1648159319897213002,1648159319961242002,64,611.91445,629.1567379999999,4.1466568,-9.3069706
51,1648159320221232002,1648159320417260002,196,480.91708714285704,807.1145292857144,-6.052080021428572,-22.647816928571427
52,1648159320445270002,1648159320685266002,239,499.8908341176471,855.3740747058824,-4.639791876470588,-26.295978823529413
53,1648159320737237002,1648159321013256002,276,427.487277,848.4377000000001,-10.4658635,-25.670156600000002
54,1648159321301263002,1648159321389265002,88,756.9481416666667,758.5080583333333,15.577282333333335,-18.807621166666667
55,1648159321441249002,1648159321593264002,152,744.9189854545453,754.2323809090908,14.620378090909092,-18.51529145454545
56,1648159321805255002,1648159321873250002,67,807.705394,823.2092660000001,19.9883006,-23.4594334
57,1648159322205235002,1648159322553371002,348,423.91733999999997,910.1669507999999,-11.094766219999999,-30.30159632
58,1648159322709280002,1648159322809260002,99,576.9336471428571,834.0196357142858,1.5804451714285714,-24.708134857142856
59,1648159323033255002,1648159323245454002,212,521.9668580000001,850.7672146666666,-2.8468463266666664,-25.963492066666667
60,1648159323269240002,1648159323441272002,172,519.3100816666667,859.7027708333335,-3.0730601583333326,-26.634760999999997
61,1648159323609254002,1648159323661260002,52,631.3113099999999,768.7335133333332,5.797657733333334,-19.766402666666668
62,1648159323706731002,1648159323777355002,70,646.833248,775.8862200000001,7.0289446,-20.2878638
63,1648159323805230002,1648159323905238002,100,666.4850328571429,777.2705657142857,8.574639428571428,-20.365857428571427
64,1648159323961229002,1648159324073239002,112,682.605795,793.9026624999999,9.896952275,-21.5866315
65,1648159324233232002,1648159324345257002,112,551.5223125,849.69892625,-0.46055280374999996,-25.891967
66,1648159324461240002,1648159324917359002,456,478.81937000000005,874.0206140625,-6.403328471875,-27.67644296875
