recording id,label id,label name
132574bd-1681-4a91-817c-50b21122db00,0f90be2a-3478-489f-bc3c-756bd228a2c0,tsst
132574bd-1681-4a91-817c-50b21122db00,2ec9f257-d967-4a68-a310-962ed7f22521,T1
