recording id,label id,label name
48ed9aef-d430-41ea-8bba-d7b4ca5ca80a,0f90be2a-3478-489f-bc3c-756bd228a2c0,tsst
48ed9aef-d430-41ea-8bba-d7b4ca5ca80a,2ec9f257-d967-4a68-a310-962ed7f22521,T1
