fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg]
1,1682012582524839266,1682012583752852266,1228,725.0339916363638,679.3002336363636,14.958591827272727,-7.721931454545453
2,1682012583884802266,1682012584220856266,336,185.95779808823528,649.8757013235295,-25.87600404411765,-5.412358377941176
3,1682012584276822266,1682012584448841266,172,268.6079608823529,814.1475997058823,-20.19818417647059,-17.644239676470587
4,1682012584496831266,1682012585536879266,1040,307.1387452403846,911.0543419230769,-17.824579725961538,-24.946830389423077
5,1682012585584826266,1682012585708847266,124,506.77225791666666,857.4371391666667,-1.6451687833333333,-21.241996375
6,1682012585780933266,1682012587372859266,1591,313.05763578274764,930.3542120766773,-17.497317618210865,-26.40434825239617
7,1682012587392881266,1682012589168947266,1776,313.1255281586402,924.0155462322946,-17.430320407932015,-25.936277866855523
8,1682012589188845266,1682012589444862266,256,295.3811742307692,950.1283446153845,-19.117478884615384,-27.827706307692306
9,1682012589472818266,1682012589944725266,471,247.79358956521736,874.3763910869565,-22.271020119565215,-22.037188076086956
10,1682012589964737266,1682012590124705266,159,226.2955122580645,877.0010609677419,-24.01938477419355,-22.15035283870968
11,1682012590152825266,1682012590368875266,216,211.8115116666667,918.3279357142858,-25.623103285714283,-25.13138192857143
12,1682012590404804266,1682012590564704266,159,271.2858753125,904.8869225000001,-20.65673940625,-24.3738506875
13,1682012590588755266,1682012590844725266,255,311.8286826,896.1985772000002,-17.31889904,-23.857718919999996
14,1682012590880816266,1682012591004850266,124,248.78176291666668,870.4558079166667,-22.164115708333338,-21.747453958333335
15,1682012591064900266,1682012591320914266,256,125.32459992156862,890.4234566666667,-32.33167790196079,-22.681491803921567
16,1682012591364862266,1682012591532870266,168,307.766815,864.452854375,-17.42541046875,-21.480843
17,1682012591572816266,1682012591752819266,180,250.52066297297299,882.1685540540541,-22.1255247027027,-22.618641432432433
18,1682012591772842266,1682012592008804266,235,203.80533673913044,877.2697732608694,-25.823449369565218,-22.084177065217396
19,1682012592040835266,1682012592348707266,307,234.29064065573772,873.3552083606558,-23.347210442622952,-21.91109367213115
20,1682012592368702266,1682012592592996266,224,270.1064406521739,884.1988360869565,-20.572835021739134,-22.8362747173913
21,1682012592624848266,1682012592868873266,244,313.5169724489796,916.3078220408164,-17.334361346938774,-25.363865040816325
22,1682012592904728266,1682012593128848266,224,343.2104241304348,893.9737067391304,-14.784608706521738,-23.77615230434783
23,1682012593812948266,1682012593892951266,80,952.380714375,495.086325625,32.1093228125,5.764723768750001
24,1682012593932860266,1682012594548903266,616,854.241556504065,402.9249204065041,25.00215546341463,12.61093756097561
25,1682012594648810266,1682012594740713266,91,706.4732294444444,875.5476016666667,14.204009305555553,-22.383264555555556
26,1682012594764829266,1682012594908759266,143,697.5358737931034,923.7456493103447,13.761887879310342,-26.01181217241379
27,1682012595004976266,1682012595080856266,75,941.4670185714286,451.7026278571429,31.43632535714286,8.886807999999998
28,1682012595120793266,1682012595736755266,615,936.3137679674799,369.8945744715447,31.53288675609756,14.771741837398375
29,1682012595888777266,1682012596072828266,184,286.9021691666666,761.4642383333332,-18.51413938888889,-13.782081208333334
30,1682012596100954266,1682012596464867266,363,392.20808875,763.7408213888889,-10.416921072222221,-14.106179680555556
31,1682012596512876266,1682012596892958266,380,610.5623095999999,761.2253729333332,6.379849789333332,-13.95833664
32,1682012596936972266,1682012597104803266,167,484.91927393939386,750.4726751515152,-3.2675488787878786,-13.175166969696967
33,1682012597248837266,1682012597420827266,171,878.6766908823529,466.7788255882353,26.601157411764706,7.910372932352942
34,1682012597520860266,1682012597700767266,179,374.2701277777778,571.3332622222222,-11.550459402777776,0.3222587450833333
35,1682012597744734266,1682012598676813266,932,351.7710088648648,566.5232937837837,-13.250365829189187,0.6769102892702703
36,1682012598736844266,1682012599072815266,335,637.4555046969697,673.7813451515151,8.328034595454545,-7.371463527272727
37,1682012599104827266,1682012599224856266,120,698.7808248,695.9467112,13.0009392,-8.987303612
38,1682012599276826266,1682012599424884266,148,836.7255586666666,713.8870333333332,23.515336000000005,-10.125697283333333
39,1682012599481047266,1682012599676830266,195,638.7421447368421,672.3405034210527,8.424043763157897,-7.2626058657894745
40,1682012599708831266,1682012600264764266,555,558.5037845945945,673.959291081081,2.350199975495496,-7.410635638738738
41,1682012600316833266,1682012600436839266,120,683.8939300000001,768.7266083333334,12.027459979166665,-14.442835229166667
42,1682012600752826266,1682012602140837266,1388,238.22569819494586,752.821118267148,-22.23190980505415,-13.047611303249097
43,1682012602168829266,1682012602680861266,512,145.45915594059406,705.5226742574257,-29.155216613861384,-9.4030825990099
44,1682012602704875266,1682012602940912266,236,193.79186574468085,721.5586006382979,-25.505668957446808,-10.664130957446808
45,1682012603408751266,1682012603852852266,444,894.9271694444446,599.4772067777777,27.66142691111111,-1.7184388502222223
46,1682012603908729266,1682012604036867266,128,951.2719059259259,668.5431181481482,32.059288333333335,-6.646040314814815
47,1682012604108821266,1682012604172959266,64,943.4996738461539,705.7295700000001,31.615439230769233,-9.322049269230769
48,1682012604216839266,1682012604376852266,160,850.3170271874999,703.953716875,24.51225146875,-9.374463015625
49,1682012604444836266,1682012604612816266,167,515.4959664705882,636.7182823529411,-0.9024503546470589,-4.606285132352942
50,1682012604676840266,1682012605028851266,352,712.1598712676056,561.7694253521128,13.90476872535211,1.034545416971831
51,1682012605168834266,1682012605648698266,479,866.9598590425533,300.0217919148936,26.72342473404255,20.05326654255319
52,1682012605704881266,1682012605876710266,171,720.847240909091,557.4797127272728,14.557834075757576,1.3530231315151515
