blink id,start timestamp [ns],end timestamp [ns],duration [ms],start timestamp [s],end timestamp [s]
1,1.68201E+18,1.68201E+18,347,2.917869824,3.265719808
2,1.68201E+18,1.68201E+18,375,12.33776,12.71370982
3,1.68201E+18,1.68201E+18,268,16.32969984,16.5978199
4,1.68201E+18,1.68201E+18,379,19.61001984,19.98984986
5,1.68201E+18,1.68201E+18,195,24.82984986,25.02568986
6,1.68201E+18,1.68201E+18,335,28.2898199,28.62578995
7,1.68201E+18,1.68201E+18,391,35.29785984,35.68983987
8,1.68201E+18,1.68201E+18,420,35.69370982,36.11371981
9,1.68201E+18,1.68201E+18,544,37.0778199,37.62190003
10,1.68201E+18,1.68201E+18,520,40.22576998,40.74586982
11,1.68201E+18,1.68201E+18,527,44.97784986,45.50583987
12,1.68201E+18,1.68201E+18,459,46.99783987,47.45782989
13,1.68201E+18,1.68201E+18,468,52.69780992,53.16584986
14,1.68201E+18,1.68201E+18,288,53.55376998,53.84188006
15,1.68201E+18,1.68201E+18,215,56.70183987,56.91776
16,1.68201E+18,1.68201E+18,352,64.65377997,65.00583987
17,1.68201E+18,1.68201E+18,272,66.67370982,66.94576
18,1.68201E+18,1.68201E+18,320,67.09386982,67.41395994
19,1.68201E+18,1.68201E+18,408,67.84168986,68.24975002
20,1.68201E+18,1.68201E+18,399,85.23384986,85.6338199
21,1.68201E+18,1.68201E+18,199,86.84582989,87.04578995
22,1.68201E+18,1.68201E+18,336,88.15385984,88.48992998
23,1.68201E+18,1.68201E+18,316,92.54185984,92.85790003
24,1.68201E+18,1.68201E+18,183,92.92991002,93.11376
25,1.68201E+18,1.68201E+18,420,93.13368986,93.55385984
26,1.68201E+18,1.68201E+18,380,93.79384986,94.17386982
27,1.68201E+18,1.68201E+18,412,96.48183987,96.89385984
28,1.68201E+18,1.68201E+18,368,97.49372006,97.86185984
29,1.68201E+18,1.68201E+18,275,98.03388006,98.3098199
30,1.68201E+18,1.68201E+18,699,101.09389,101.7938199
31,1.68201E+18,1.68201E+18,436,103.24174,103.6778499
32,1.68201E+18,1.68201E+18,380,104.0138199,104.3938399
33,1.68201E+18,1.68201E+18,343,104.8578801,105.20173
34,1.68201E+18,1.68201E+18,504,105.4737999,105.97795
35,1.68201E+18,1.68201E+18,207,106.48593,106.6938499
36,1.68201E+18,1.68201E+18,344,106.6978399,107.0418499
37,1.68201E+18,1.68201E+18,327,107.8498499,108.1778299
38,1.68201E+18,1.68201E+18,464,108.4137201,108.8778798
39,1.68201E+18,1.68201E+18,199,109.3098399,109.5097201
40,1.68201E+18,1.68201E+18,615,109.7018399,110.3178299
41,1.68201E+18,1.68201E+18,583,110.4618698,111.0458499
42,1.68201E+18,1.68201E+18,352,111.2218399,111.5738499
43,1.68201E+18,1.68201E+18,407,112.5258299,112.9337201
44,1.68201E+18,1.68201E+18,448,113.37376,113.82193
45,1.68201E+18,1.68201E+18,439,114.2858598,114.7258299
46,1.68201E+18,1.68201E+18,436,116.4897198,116.9258598
47,1.68201E+18,1.68201E+18,452,118.9977098,119.4498299
48,1.68201E+18,1.68201E+18,479,122.9377999,123.41776
49,1.68201E+18,1.68201E+18,199,127.7298099,127.9297198
50,1.68201E+18,1.68201E+18,448,136.7698199,137.2178399
51,1.68201E+18,1.68201E+18,367,137.9618801,138.3298299
52,1.68201E+18,1.68201E+18,399,143.6418499,144.04178
53,1.68201E+18,1.68201E+18,423,148.40189,148.8257198
54,1.68201E+18,1.68201E+18,320,150.26574,150.5858399
55,1.68201E+18,1.68201E+18,512,152.9177098,153.42991
56,1.68201E+18,1.68201E+18,452,164.1417201,164.5938801
57,1.68201E+18,1.68201E+18,431,166.8738698,167.3058399
58,1.68201E+18,1.68201E+18,455,167.5818299,168.0376899
59,1.68201E+18,1.68201E+18,455,168.0418598,168.4978299
60,1.68201E+18,1.68201E+18,275,169.5178399,169.79378
61,1.68201E+18,1.68201E+18,356,171.80173,172.1578299
62,1.68201E+18,1.68201E+18,215,172.1618499,172.3778399
63,1.68201E+18,1.68201E+18,452,176.31773,176.7698099
64,1.68201E+18,1.68201E+18,195,180.1579,180.3538801
65,1.68201E+18,1.68201E+18,232,180.6738299,180.90591
66,1.68201E+18,1.68201E+18,283,181.0898499,181.3737098
67,1.68201E+18,1.68201E+18,447,187.6938399,188.14173
68,1.68201E+18,1.68201E+18,464,188.2818698,188.7458801
69,1.68201E+18,1.68201E+18,435,190.2658399,190.70174
70,1.68201E+18,1.68201E+18,431,191.7178199,192.14973
71,1.68201E+18,1.68201E+18,451,192.73793,193.1898299
72,1.68201E+18,1.68201E+18,355,199.0618698,199.4178299
73,1.68201E+18,1.68201E+18,220,199.6137201,199.8338598
74,1.68201E+18,1.68201E+18,380,199.8378399,200.2178698
75,1.68201E+18,1.68201E+18,419,203.6378499,204.0578499
76,1.68201E+18,1.68201E+18,620,206.8938299,207.51395
77,1.68201E+18,1.68201E+18,512,209.3098499,209.8218698
78,1.68201E+18,1.68201E+18,572,214.9938299,215.56593
79,1.68201E+18,1.68201E+18,459,222.82993,223.2898399
80,1.68201E+18,1.68201E+18,392,223.3297098,223.72173
81,1.68201E+18,1.68201E+18,420,223.7898199,224.2098598
82,1.68201E+18,1.68201E+18,379,229.49374,229.8737198
83,1.68201E+18,1.68201E+18,375,230.7938499,231.16975
84,1.68201E+18,1.68201E+18,639,236.7140099,237.3538299
85,1.68201E+18,1.68201E+18,443,238.0740398,238.5178399
86,1.68201E+18,1.68201E+18,323,239.2818199,239.60576
87,1.68201E+18,1.68201E+18,196,240.5258598,240.7218698
88,1.68201E+18,1.68201E+18,188,248.4338598,248.6219
89,1.68201E+18,1.68201E+18,299,250.8418099,251.1417201
90,1.68201E+18,1.68201E+18,719,251.5058399,252.2258399
91,1.68201E+18,1.68201E+18,540,252.2337098,252.7738099
92,1.68201E+18,1.68201E+18,328,252.8937201,253.22178
93,1.68201E+18,1.68201E+18,364,254.9617198,255.32579
94,1.68201E+18,1.68201E+18,367,255.7458698,256.1138399
