section id,recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
d83d040c-444a-4b4e-8358-5c3fb7eeb52e,78daec72-37ac-4187-bc29-2052b6b17f5f,1,1658079373645122672,1658079373689135672,44,109.40366942564029,8.240805387028004,2426.7257620143905,3632.465155950517
d83d040c-444a-4b4e-8358-5c3fb7eeb52e,78daec72-37ac-4187-bc29-2052b6b17f5f,2,1658079374373125672,1658079374393140672,20,20.757782793757606,1.5412068948648905,1050.3786712053975,1127.2887801077986
d83d040c-444a-4b4e-8358-5c3fb7eeb52e,78daec72-37ac-4187-bc29-2052b6b17f5f,3,1658079374821159672,1658079374869252672,48,101.56756681909664,7.65283452119592,2271.703480860981,3290.3296266872403
d83d040c-444a-4b4e-8358-5c3fb7eeb52e,78daec72-37ac-4187-bc29-2052b6b17f5f,4,1658079375397146672,1658079375529122672,131,569.5751150433413,42.65477169665396,4661.242154322882,7846.562910631279
d83d040c-444a-4b4e-8358-5c3fb7eeb52e,78daec72-37ac-4187-bc29-2052b6b17f5f,5,1658079376221145672,1658079376333312672,112,523.0051173167903,39.30605063390512,4778.579649520031,8283.380800431458
d83d040c-444a-4b4e-8358-5c3fb7eeb52e,78daec72-37ac-4187-bc29-2052b6b17f5f,6,1658079376657306672,1658079376761213672,103,539.2684555763617,40.526170454759374,5385.412018125805,8729.619462165749
d83d040c-444a-4b4e-8358-5c3fb7eeb52e,78daec72-37ac-4187-bc29-2052b6b17f5f,7,1658079377073235672,1658079377205835672,132,189.61690629826793,14.381540681243768,2014.6917523676561,4359.259244245519
d83d040c-444a-4b4e-8358-5c3fb7eeb52e,78daec72-37ac-4187-bc29-2052b6b17f5f,8,1658079377317221672,1658079377409222672,92,374.35479821230865,28.20231782911097,4098.292632183017,6447.49883636927
d83d040c-444a-4b4e-8358-5c3fb7eeb52e,78daec72-37ac-4187-bc29-2052b6b17f5f,9,1658079378749196672,1658079378789122672,39,73.81456753565075,5.520309796953098,1882.5142459116787,2582.759468899511
d83d040c-444a-4b4e-8358-5c3fb7eeb52e,78daec72-37ac-4187-bc29-2052b6b17f5f,10,1658079379361209672,1658079379417214672,56,216.09613403598019,16.230084479144566,3784.8763743874642,5693.722083211113
d83d040c-444a-4b4e-8358-5c3fb7eeb52e,78daec72-37ac-4187-bc29-2052b6b17f5f,11,1658079379957251672,1658079380001205672,43,116.7693915103865,8.772524526926308,2678.837295522288,3885.2074336091
d83d040c-444a-4b4e-8358-5c3fb7eeb52e,78daec72-37ac-4187-bc29-2052b6b17f5f,12,1658079380813786672,1658079380861383672,47,93.7511951524812,7.068704407246791,2119.099644137372,3041.6502715173556
d83d040c-444a-4b4e-8358-5c3fb7eeb52e,78daec72-37ac-4187-bc29-2052b6b17f5f,13,1658079381089122672,1658079381125149672,36,67.84037310845763,5.1077606742770545,1869.749996079247,2558.580269647001
