section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [g],acceleration y [g],acceleration z [g],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961637541260,-18.170732,-4.329268,1.402439,0.007446,-0.995544,-0.070984,6.486639538971019,82.04251651492376,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961642481260,-17.743902,-3.597561,0.182927,0.005005,-0.986267,-0.072876,6.467301719368606,81.53078726730132,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961647421260,-17.37805,-2.804878,-1.097561,0.006226,-0.984375,-0.073669,6.450418349270791,81.02137137277697,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961652361260,-17.195122,-2.256098,-2.134146,0.006714,-0.976562,-0.072083,6.4351775759568,80.51337348166476,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961657301260,-17.073172,-1.646341,-3.353659,0.0047,-0.97998,-0.068909,6.42275109180332,80.00651699909264,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961662241260,-16.585365,-1.036585,-4.390244,-0.000427,-0.987427,-0.068359,6.4145113425337,79.50261638916083,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961667181260,-16.036585,-0.609756,-5.243903,-0.002441,-0.992126,-0.067383,6.408286480735086,79.00198413521986,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961672121260,-15.304878,-0.121951,-6.097561,-0.000366,-0.995728,-0.063354,6.40256156500547,78.50553969984759,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961677061260,-14.45122,0.548781,-6.890244,-0.000549,-0.99707,-0.069885,6.3991210921488175,78.01388274231283,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961682001260,-13.536586,1.402439,-7.439024,0.00592,-0.999878,-0.075684,6.396216760575442,77.52732113247157,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961686941260,-12.682927,2.256098,-7.378049,0.00415,-0.998169,-0.072205,6.3979731940407305,77.0455302983305,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961691881260,-12.073171,3.170732,-7.012195,0.003174,-0.993225,-0.073486,6.404654359207086,76.56729114724067,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961696821260,-11.646341,4.268293,-6.463415,0.00531,-0.992249,-0.074524,6.416042098680407,76.09170620571285,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961701761260,-11.585366,5.304878,-5.914634,0.006165,-0.99353,-0.078247,6.432401681787468,75.6169678948105,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961706701260,-11.341464,6.402439,-5.670732,0.00116,-0.998047,-0.07489,6.456177643385786,75.14400762388345,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961711641260,-10.97561,7.317073,-5.365854,-0.002808,-0.994995,-0.076538,6.486090863667471,74.67342366206657,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961716581260,-10.914635,8.353659,-5.121951,-0.003418,-0.979858,-0.089417,6.521178357179082,74.2036836415678,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961721521260,-10.914635,9.45122,-5.304878,-0.000854,-0.976807,-0.083008,6.559835901539316,73.7345633513153,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961726461260,-10.792684,10.304878,-4.939024,-0.001404,-0.976624,-0.06604,6.603001260831888,73.26668631579727,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961731401260,-10.670732,11.219512,-4.268293,0.00116,-0.98761,-0.054932,6.650020604110608,72.80003748068088,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961736341260,-11.707317,12.012196,-2.317073,-0.000244,-0.971802,-0.09668,6.703785447702302,72.32866786160147,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961741281260,-15.182927,13.536586,-0.914634,0.004395,-0.919189,-0.154236,6.764310407736616,71.84046241057825,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961746221260,-17.804878,15.609756,0.121951,0.01532,-0.935669,-0.094849,6.831096141933642,71.34027341585238,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961751161260,-17.012196,17.012196,3.719512,0.011597,-0.982788,-0.019165,6.9117675335034505,70.84496809723586,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961756101260,-17.439024,18.292683,5.792683,-0.016724,-0.984375,-0.040771,7.013884768831105,70.3481783127761,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961761041260,-18.902439,18.597561,4.756098,-0.032288,-0.978271,-0.083252,7.1220892652271175,69.84480407329607,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961765981260,-17.621952,18.231709,2.865854,-0.027405,-1.001465,-0.078918,7.222692990408746,69.34839122663601,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961770921260,-14.695123,17.804878,0.731707,-0.013733,-1.014771,-0.003235,7.311362522024012,68.86737679792805,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961775861260,-12.926829,17.37805,0.487805,-0.032654,-0.987732,-0.051758,7.405526157594153,68.39564717377647,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961780801260,-15.182927,17.195122,-2.195122,-0.028198,-0.956482,-0.101624,7.491834080220059,67.91294385742017,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961785741260,-14.695123,16.646341,-4.878049,-0.023315,-0.988586,-0.040588,7.567577237392186,67.43355580297106,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961790681260,-10.670732,15.609756,-6.219512,-0.014221,-0.997803,0.013672,7.6312339453409095,66.97493489576249,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961795621260,-9.939025,14.695123,-6.280488,-0.033936,-0.932068,-0.110229,7.699564503780067,66.51983609680914,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961800561260,-14.695123,14.756098,-7.926829,-0.01178,-0.888184,-0.135986,7.754657055454658,66.04127638187833,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961805501260,-14.878049,14.512196,-5.54878,0.012878,-0.932434,0.004639,7.80022538332517,65.56388359679846,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961810441260,-13.109756,14.573171,-3.902439,-0.015503,-0.950745,-0.050354,7.86234510921642,65.09553810844898,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961815381260,-15.060976,14.146341,-6.341464,-0.019287,-0.959412,-0.073669,7.918552627382553,64.61789086018314,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961820321260,-13.902439,12.5,-6.890244,-0.027466,-1.002014,-0.029602,7.96861621770185,64.14713884330354,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961825261260,-11.707317,10.853659,-7.804878,-0.021179,-1.004944,-0.039185,8.005997696465073,63.68774901137317,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961830201260,-12.134147,9.329268,-10.54878,-0.013062,-0.975281,-0.072266,8.026805930828829,63.22639168352609,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961835141260,-12.743903,7.865854,-11.829268,-0.012268,-0.972534,-0.082031,8.037380597761398,62.76257052781557,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961840081260,-13.292684,6.402439,-12.256098,-0.006958,-0.97644,-0.084839,8.037586079553364,62.29673460167572,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961845021260,-14.390244,5.304878,-11.890244,0.012024,-0.961304,-0.062073,8.02454786395424,61.82656891241905,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961849961260,-14.939025,4.268293,-11.341464,0.000793,-0.968811,-0.05603,8.012771230633291,61.354585070426396,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961854901260,-15.426829,2.987805,-9.756098,-0.002869,-0.957153,-0.052246,8.000371327968594,60.881175086400816,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961859841260,-15.97561,1.768293,-6.768293,-0.004517,-0.946899,-0.059814,7.990368196240837,60.40599990109024,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961864781260,-16.768293,0.548781,-4.573171,-0.000549,-0.938721,-0.079346,7.978567920270592,59.92762033891279,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961869721260,-16.707317,-0.670732,-2.134146,0.005554,-0.972229,-0.072388,7.964617368222662,59.450675751488916,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961874661260,-17.865854,-1.768293,0.121951,-0.013306,-0.998169,-0.048096,7.9598328012712045,58.96936237111095,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961879601260,-17.865854,-3.414634,0.487805,-0.018311,-0.972778,-0.037781,7.951463364546072,58.48908714721745,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961884541260,-15.304878,-5.609756,-0.304878,-0.038574,-0.983826,-0.055054,7.941018541536835,58.02224496116585,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961889481260,-12.865854,-8.292683,-1.890244,-0.037781,-0.996155,-0.052307,7.914773360407253,57.5682284726019,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961894421260,-12.134147,-10.914635,-1.768293,-0.020142,-0.98761,-0.041992,7.870297459986148,57.11863414140731,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961899361260,-12.5,-12.865854,-0.243902,-0.015137,-0.971069,-0.034058,7.8199891290473715,56.66821875241598,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961904301260,-13.353659,-14.634147,2.195122,-0.019592,-0.967957,-0.044373,7.771637876280977,56.214379743610266,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961909241260,-14.085366,-16.463415,4.207317,-0.022583,-0.983276,-0.034912,7.723149581929221,55.75800839682728,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961914181260,-13.414635,-18.719513,6.52439,-0.023315,-0.995178,-0.031982,7.67285304277101,55.30590505266443,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961919121260,-12.682927,-20.853659,7.5,-0.025635,-0.991211,-0.054932,7.6185962067870605,54.85782439345354,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961924061260,-11.768293,-22.987806,7.256098,-0.031982,-0.993774,-0.079163,7.558758672936563,54.414589782884946,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961929001260,-10.670732,-25.365854,7.073171,-0.036377,-1.00177,-0.062988,7.491796603231734,53.97780610419446,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961933941260,-9.756098,-27.865854,7.439024,-0.027344,-1.003052,-0.022583,7.413064881384855,53.5468390086221,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961938881260,-10.304878,-30.670732,7.926829,-0.029175,-0.990356,-0.008423,7.327001243794825,53.114090657227905,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961943821260,-11.829268,-33.597561,8.109756,-0.032898,-0.981873,-0.017944,7.233190932096306,52.67427628281061,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961948761260,-12.682927,-36.646343,7.865854,-0.034973,-0.980957,-0.04071,7.129041504888136,52.23035323451171,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961953701260,-12.317074,-39.817074,7.195122,-0.03479,-0.981079,-0.061401,7.011861326000741,51.7882641510235,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961958641260,-11.707317,-42.743904,7.012195,-0.037231,-0.980896,-0.057983,6.885743666330683,51.349688937386446,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961963581260,-12.134147,-45.548782,7.621952,-0.032898,-0.969971,-0.043274,6.750922963522555,50.90958090777352,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961968521260,-13.536586,-48.475613,8.719512,-0.03064,-0.957703,-0.028687,6.609713911394266,50.46308481159434,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961973461260,-14.207317,-51.280491,9.146341,-0.029846,-0.958496,-0.00708,6.461415458953809,50.01395265455153,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961978401260,-13.109756,-54.268295,9.573171,-0.043274,-0.976562,-0.010742,6.312005675320165,49.57048836244266,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961983341260,-12.378049,-57.378052,9.329268,-0.053955,-0.990112,-0.024109,6.157336794308179,49.130587808096806,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961988281260,-12.134147,-60.548782,8.536586,-0.051086,-0.998901,-0.017029,5.989590744238853,48.69195834322571,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961993221260,-12.378049,-63.719513,8.902439,-0.048889,-0.996155,-0.009399,5.8134217337685925,48.2520561753943,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222961998161260,-13.536586,-67.073174,9.512196,-0.050903,-0.970825,-0.009216,5.63169541237599,47.806165903752,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962003101260,-14.268293,-70.243904,9.45122,-0.046692,-0.970093,0.024597,5.440639990861001,47.35707814219484,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962008041260,-13.353659,-73.841469,9.878049,-0.054993,-0.994141,0.011658,5.244664429254982,46.91173933547512,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962012981260,-13.963415,-77.5,10.060976,-0.055664,-0.978455,0.001709,5.0402394443517835,46.462427497192095,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962017921260,-14.817074,-81.097565,9.634147,-0.058167,-0.976501,-0.004211,4.826525531316662,46.00800605310019,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962022861260,-14.695123,-84.939026,9.756098,-0.06311,-0.981323,-0.013123,4.605691361829059,45.55300636188022,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962027801260,-15.243903,-88.902443,10.487805,-0.061523,-0.97467,-0.006226,4.377624786034204,45.09412332431097,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962032741260,-16.95122,-92.865852,11.280488,-0.072144,-0.96637,0.001709,4.149588368219554,44.62601455775078,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962037681260,-17.865854,-97.439026,11.707317,-0.070374,-0.980835,0.02594,3.912501431500516,44.15237935858056,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962042621260,-16.646341,-102.317078,11.707317,-0.084534,-0.985474,0.032776,3.672035343534759,43.683808817878116,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962047561260,-14.634147,-107.987808,11.219512,-0.104065,-0.996765,0.020752,3.4248093920716087,43.223595216173806,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962052501260,-12.987805,-113.536591,9.695122,-0.114929,-0.996399,-0.00415,3.162313363380548,42.76892735290903,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962057441260,-11.829268,-119.390244,9.207317,-0.123291,-0.980286,-0.025574,2.8873983491963884,42.316838330794724,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962062381260,-11.707317,-125.304878,9.573171,-0.11499,-0.957092,-0.005859,2.599846121334622,41.86246052669452,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962067321260,-12.134147,-130.670731,11.219512,-0.118652,-0.943542,0.006165,2.3118519515045364,41.40311073266247,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962072261260,-12.134147,-135.792679,13.170732,-0.130676,-0.949585,0.009216,2.0280882041840016,40.940747497334996,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962077201260,-12.682927,-140.975616,15.121951,-0.133728,-0.956787,0.011292,1.7437916766828891,40.47156871673377,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962082141260,-13.170732,-146.219513,16.463415,-0.14679,-0.955078,-0.013245,1.4589519785676544,39.99515379769457,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962087081260,-13.109756,-151.097565,17.5,-0.163574,-0.956482,-0.024292,1.1775535174773495,39.51535705354081,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962092021260,-12.865854,-155.731705,18.658537,-0.15448,-0.932434,-0.032593,0.8902845859007584,39.03080549665236,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962096961260,-12.804878,-159.939026,20.243902,-0.163574,-0.924255,-0.030396,0.6106577161360747,38.54280824042155,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962101901260,-13.719513,-163.780487,22.012196,-0.163391,-0.928589,-0.038391,0.33316383935181193,38.04449425486902,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962106841260,-14.268293,-167.439026,24.329269,-0.168335,-0.929993,-0.062317,0.0609514822560584,37.53668588988802,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962111781260,-14.695123,-170.487808,26.341463,-0.165344,-0.926147,-0.068604,-0.20529740728298407,37.02082168756601,,,,,
48b562d7-bc0e-4f51-a7e6-08cd1942b04e,7872a1c5-a08d-4014-b6f3-027bc65ce6f7,1716222962116721260,-15.365854,-173.353668,28.658537,-0.173584,-0.946899,-0.083496,-0.461174017327437,36.49576145753687,,,,,
