section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [G],acceleration y [G],acceleration z [G],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995393361858,0.487805,0.0,-1.829268,0.254395,-0.938416,0.077393,5.387345948559613,83.77923754029274,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995398301858,0.548781,0.121951,-1.890244,0.250183,-0.928772,0.080139,5.276910446794659,83.37128716837259,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995403241858,0.121951,0.182927,-1.52439,0.264404,-0.926086,0.098572,5.1608289955143505,82.96318500037523,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995408181858,-0.426829,-0.304878,-0.670732,0.249695,-0.920776,0.104248,5.048577780897773,82.55097803533397,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995413121858,-0.731707,-0.182927,-0.182927,0.240906,-0.916626,0.092468,4.940694203832919,82.13660710334796,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995418061858,-0.97561,0.365854,0.121951,0.246948,-0.930969,0.077087,4.834941076531891,81.72153817662445,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995423001858,-1.158537,0.548781,0.304878,0.251953,-0.94812,0.078003,4.730233711668234,81.30590158025444,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995427941858,-0.853659,0.487805,0.365854,0.241699,-0.960876,0.091492,4.631099199841202,80.89066071797515,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995432881858,-0.609756,0.0,-0.060976,0.225159,-0.960205,0.101196,4.536304452463725,80.47540866636336,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995437821858,-0.365854,0.0,-0.731707,0.227844,-0.959167,0.095032,4.439929932225311,80.06214483987952,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995442761858,0.060976,0.182927,-1.646341,0.234314,-0.947876,0.080017,4.339969479646811,79.65248128124125,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995447701858,0.670732,0.487805,-2.012195,0.248901,-0.947021,0.078613,4.235143278946595,79.24785819480991,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995452641858,0.731707,0.243902,-2.256098,0.255249,-0.941467,0.091858,4.12581430390199,78.84484337617846,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995457581858,0.731707,0.121951,-2.195122,0.256287,-0.942688,0.101013,4.015841834261522,78.44229314727374,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995462521858,0.243902,0.060976,-1.890244,0.257385,-0.930359,0.106812,3.9041906993525117,78.03817307778354,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995467461858,0.060976,0.243902,-1.585366,0.253479,-0.924194,0.092651,3.794914616107633,77.63321042168315,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995472401858,-0.060976,0.670732,-1.219512,0.253052,-0.920959,0.071106,3.688144778370514,77.22799777544265,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995477341858,-0.060976,0.914634,-0.792683,0.25415,-0.932617,0.064026,3.584159645680188,76.82284656718025,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995482281858,-0.0,0.914634,-0.853659,0.248596,-0.936462,0.073792,3.483147012431459,76.41772914500604,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995487221858,0.365854,0.914634,-1.097561,0.235474,-0.947693,0.084656,3.3889131612763492,76.01325105819797,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995492161858,0.670732,1.219512,-1.707317,0.23761,-0.962463,0.094727,3.296314851128443,75.61079841338326,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995497101858,0.792683,1.097561,-2.195122,0.249634,-0.970825,0.103394,3.1986264848948167,75.21057646561127,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995502041858,1.036585,0.060976,-2.5,0.249939,-0.957397,0.1073,3.094259811901793,74.812440586046,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995506981858,0.97561,-0.426829,-2.5,0.243774,-0.937012,0.10144,2.988188285708162,74.41432157594113,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995511921858,0.609756,-0.121951,-2.317073,0.269043,-0.915222,0.095947,2.8706010282368766,74.01841529115043,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995516861858,-0.182927,-0.060976,-1.280488,0.269409,-0.902527,0.08551,2.753271441366678,73.61916845048182,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995521801858,-0.853659,-0.060976,0.121951,0.264221,-0.899475,0.084106,2.6401213756916206,73.21602941273011,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995526741858,-1.463415,-0.182927,1.036585,0.259766,-0.922424,0.091309,2.53289461908372,72.80868453043533,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995531681858,-1.890244,-0.121951,1.52439,0.242981,-0.938171,0.092285,2.4361973945102022,72.39717305493315,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995536621858,-1.829268,0.121951,1.341463,0.234253,-0.957336,0.093689,2.3466363802037904,71.98514640171044,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995541561858,-1.402439,0.426829,0.853659,0.236572,-0.974548,0.094788,2.2589515927171533,71.57576627997003,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995546501858,-0.731707,0.182927,-0.182927,0.228271,-0.981445,0.093994,2.173080107430593,71.16962888503465,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995551441858,-0.060976,-0.182927,-1.341463,0.225586,-0.967163,0.090942,2.083711877132316,70.76777860231348,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995556381858,0.609756,-0.243902,-2.378049,0.233643,-0.955994,0.086731,1.9880532052396802,70.3711843788555,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995561321858,0.914634,-0.121951,-2.804878,0.245667,-0.938293,0.087891,1.8854011601216314,69.9785117707466,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995566261858,1.097561,0.0,-2.804878,0.256287,-0.930359,0.092712,1.7780622160292694,69.58869892515762,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995571201858,0.609756,0.243902,-2.317073,0.265198,-0.92157,0.099609,1.6680197694385015,69.19817700882416,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995576141858,-0.121951,0.182927,-1.585366,0.268494,-0.918335,0.101807,1.557470825242035,68.80473824832438,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995581081858,-0.731707,0.060976,-0.609756,0.264587,-0.911926,0.094421,1.4494277591217894,68.40804001292128,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995586021858,-1.280488,0.121951,0.304878,0.258789,-0.917786,0.086731,1.3471001748447406,68.0077846233234,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995590961858,-1.52439,0.182927,0.792683,0.250122,-0.930359,0.08374,1.2517850725501773,67.60521522505843,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995595901858,-1.341463,0.426829,0.792683,0.247314,-0.948669,0.085022,1.1613994558435081,67.20328442622423,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995600841858,-1.219512,0.182927,0.487805,0.246277,-0.958862,0.091064,1.0713758483995264,66.80222508877137,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995605781858,-0.853659,-0.121951,-0.121951,0.236755,-0.959778,0.093323,0.9835038678556884,66.40275418112554,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995610721858,-0.487805,-0.243902,-0.670732,0.233704,-0.954712,0.089417,0.8951996424485742,66.005654332099,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995615661858,-0.304878,-0.243902,-1.341463,0.239624,-0.944397,0.076477,0.8021275634052643,65.61107608177053,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995620601858,0.060976,-0.121951,-1.646341,0.244751,-0.933533,0.073425,0.7058411066126382,65.21981050166553,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995625541858,0.365854,0.182927,-1.463415,0.246826,-0.927368,0.081543,0.6100570791104474,64.83101767653119,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995630481858,0.304878,0.182927,-1.158537,0.245544,-0.930481,0.088318,0.5162983784481696,64.44211605101157,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995635421858,-0.0,0.304878,-1.158537,0.243713,-0.931335,0.09552,0.42445980187818577,64.05210301336058,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995640361858,-0.365854,0.487805,-0.670732,0.247131,-0.934387,0.09906,0.33372319826875696,63.66092000795476,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995645301858,-0.731707,0.304878,-0.426829,0.249084,-0.934082,0.094604,0.24220905774799917,63.26846466085942,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995650241858,-0.731707,0.060976,-0.304878,0.242615,-0.943054,0.089661,0.15435650899487996,62.87541210410109,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995655181858,-0.731707,0.304878,-0.426829,0.238831,-0.946594,0.089111,0.0698885380476213,62.4825320188298,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995660121858,-0.426829,0.365854,-0.792683,0.238159,-0.952026,0.09491,-0.013749629220882298,62.0917541127387,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995665061858,-0.121951,0.548781,-0.97561,0.241577,-0.955383,0.094116,-0.09776555172308576,61.70341895297577,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995670001858,0.121951,0.548781,-1.341463,0.247192,-0.950867,0.091431,-0.1853197682238772,61.31769143375482,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995674941858,0.426829,0.548781,-1.646341,0.252991,-0.946411,0.087402,-0.27637162936738946,60.934855250931236,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995679881858,0.548781,0.304878,-1.95122,0.253662,-0.934082,0.084045,-0.3706185055494302,60.5536356334527,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995684821858,0.426829,0.365854,-1.707317,0.254089,-0.924866,0.08313,-0.4649399571216577,60.172532340126224,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995689761858,0.365854,0.853659,-1.52439,0.260254,-0.930725,0.083252,-0.5583975738762206,59.792196718146045,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995694701858,-0.0,0.792683,-1.158537,0.264526,-0.932312,0.095215,-0.6525692083133663,59.41094381411432,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995699641858,-0.365854,0.365854,-0.487805,0.256775,-0.933289,0.098938,-0.7426314964087055,59.02701185296013,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995704581858,-0.731707,0.0,0.0,0.256287,-0.928345,0.102661,-0.8329311951281113,58.64154347053022,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995709521858,-1.219512,-0.121951,0.243902,0.24939,-0.932251,0.087463,-0.9188245897945535,58.25288869065807,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995714461858,-1.280488,0.060976,0.182927,0.242065,-0.929688,0.080444,-1.0004472553032429,57.86374791934816,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995719401858,-0.914634,0.182927,0.243902,0.241699,-0.952148,0.08075,-1.0779904559975648,57.47629643922801,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995724341858,-0.731707,0.182927,0.121951,0.237122,-0.948242,0.087036,-1.1536134945631886,57.09008960554948,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995729281858,-0.548781,0.0,-0.304878,0.228149,-0.951477,0.090271,-1.225927014294399,56.704598077685944,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995734221858,-0.304878,0.060976,-0.792683,0.231262,-0.945129,0.092407,-1.3010651723811293,56.3216531722604,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995739161858,0.121951,0.304878,-1.036585,0.234436,-0.948303,0.088989,-1.3765960522485727,55.94176929211591,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995744101858,0.243902,0.487805,-1.52439,0.243774,-0.948059,0.087769,-1.4568387375060183,55.56430395083072,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995749041858,0.304878,0.365854,-1.646341,0.250488,-0.952637,0.09436,-1.540102286437559,55.188351184369935,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995753981858,0.487805,0.060976,-1.768293,0.254761,-0.945007,0.09967,-1.6275255431386597,54.81452908903148,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995758921858,0.304878,0.060976,-1.585366,0.253967,-0.93396,0.098267,-1.715017866817675,54.44042544876075,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995763861858,-0.0,0.182927,-1.402439,0.250122,-0.929871,0.089661,-1.7996395363029762,54.06480070682184,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995768801858,-0.0,0.426829,-1.158537,0.259827,-0.928772,0.083862,-1.887069205870887,53.690629123192366,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995773741858,-0.182927,0.548781,-1.036585,0.262939,-0.936157,0.086853,-1.9736821175247599,53.31619027240981,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995778681858,-0.426829,0.609756,-0.914634,0.2547,-0.939941,0.092041,-2.054574465930017,52.940068105656906,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995783621858,-0.182927,0.609756,-0.853659,0.253052,-0.948181,0.090332,-2.1328682887071295,52.56515355452643,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995788561858,-0.0,0.426829,-1.219512,0.245483,-0.945068,0.087402,-2.2091113845182804,52.19103420466146,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995793501858,0.304878,0.487805,-1.585366,0.247192,-0.943115,0.085632,-2.286869703051849,51.819382131629254,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995798441858,0.487805,0.304878,-1.463415,0.257935,-0.945618,0.08905,-2.369563728572217,51.450093527912856,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995803381858,0.121951,-0.121951,-1.463415,0.258789,-0.939453,0.096558,-2.4546851154030094,51.07972151410257,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995808321858,-0.304878,0.0,-1.097561,0.245605,-0.93103,0.100891,-2.5319715637221805,50.706482410510716,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995813261858,-0.670732,0.121951,-0.548781,0.25293,-0.923462,0.095276,-2.6115125237945165,50.33256399716936,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995818201858,-0.914634,0.182927,-0.121951,0.247559,-0.926575,0.08075,-2.6857031604225767,49.95666647081262,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995823141858,-0.97561,0.365854,0.060976,0.246948,-0.93512,0.078857,-2.7566019787961125,49.58058398331761,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995828081858,-0.792683,0.243902,0.060976,0.245911,-0.947754,0.088074,-2.8251184191431093,49.20558152955283,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995833021858,-0.487805,0.182927,-0.304878,0.234985,-0.955566,0.097839,-2.887617029562904,48.83172643588708,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995837961858,-0.304878,0.243902,-0.853659,0.238159,-0.955261,0.099426,-2.952884462691145,48.46003386122396,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995842901858,-0.060976,0.243902,-1.219512,0.244263,-0.946045,0.091003,-3.0234451409479846,48.0909553695617,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995847841858,0.060976,0.060976,-1.52439,0.249084,-0.940796,0.082092,-3.0985425546933243,47.723489070619706,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995852781858,0.243902,-0.182927,-1.646341,0.250793,-0.943665,0.083801,-3.1749071884989633,47.35746913927471,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995857721858,0.060976,-0.060976,-1.646341,0.251648,-0.932129,0.096619,-3.2523920754466076,46.99187320679232,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995862661858,0.060976,0.060976,-1.463415,0.252197,-0.930542,0.096069,-3.328822516108744,46.626797609952746,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995867601858,-0.121951,0.365854,-0.97561,0.254578,-0.925964,0.09198,-3.4039959334961907,46.26146103576667,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995872541858,-0.487805,0.304878,-0.609756,0.259216,-0.926025,0.08667,-3.480179736336794,45.89488016259503,,,,,
29f26e52-3edd-4e3c-a6f5-10144b409a72,eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1660681995877481858,-0.853659,0.060976,-0.243902,0.253052,-0.928467,0.087646,-3.5515998378836287,45.52582514696306,,,,,
