recording id,label id,label name
6ef3372c-099e-4b70-8bd9-b0afba098ec5,52777816-c06d-427d-83ba-58fa50018c4d,tsst
6ef3372c-099e-4b70-8bd9-b0afba098ec5,3547b496-7c23-4349-b741-a3ce2910fb81,child
6ef3372c-099e-4b70-8bd9-b0afba098ec5,acae88f0-1198-4f82-a881-890403d88dcb,T1
