section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [g],acceleration y [g],acceleration z [g],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936274203830,-52.682926,-54.146343,5.914634,-0.043274,-0.845581,0.386536,6.754567154671577,89.31243144632623,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936279143830,-55.18293,-59.085369,5.060976,-0.032898,-0.825562,0.348877,6.481134162644281,88.61224616967303,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936284083830,-57.134148,-63.231709,5.365854,-0.031982,-0.821289,0.291565,6.188044695681498,87.90232356719258,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936289023830,-58.597561,-66.585365,6.768293,-0.035828,-0.806641,0.25647,5.882304158253646,87.18508302691157,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936293963830,-60.304878,-69.146339,9.146341,-0.031128,-0.797729,0.245789,5.563818120587058,86.45890958947871,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936298903830,-61.402439,-71.524391,10.792684,-0.037048,-0.807373,0.244812,5.239037377290799,85.72702631498015,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936303843830,-61.768295,-73.719513,11.646341,-0.045776,-0.819702,0.233765,4.910049798392464,84.99316577672033,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936308783830,-61.707317,-75.670731,11.768293,-0.048401,-0.830017,0.22052,4.574612044948822,84.25930325364243,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936313723830,-61.219513,-77.5,11.402439,-0.047485,-0.83606,0.209595,4.231500511623665,83.52748272946866,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936318663830,-60.304878,-78.780487,10.670732,-0.050415,-0.846313,0.195923,3.8849857447048066,82.80000367571483,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936323603830,-59.512196,-79.878052,10.121951,-0.045105,-0.853638,0.181152,3.531880161363887,82.07590479717032,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936328543830,-58.963417,-80.487808,10.670732,-0.043884,-0.856812,0.165283,3.177544954096305,81.35378268635503,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936333483830,-58.231709,-80.731712,11.280488,-0.044128,-0.864075,0.15625,2.8247826850331705,80.63451250882406,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936338423830,-57.012196,-80.853661,11.402439,-0.046692,-0.870972,0.142029,2.4748592619505985,79.92067169739278,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936343363830,-55.609756,-80.792686,11.097561,-0.043884,-0.87854,0.132996,2.125834014096256,79.21313155794343,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936348303830,-54.268295,-80.792686,10.914635,-0.046875,-0.886902,0.128967,1.7806274372050837,78.5117211656671,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936353243830,-52.865856,-80.426834,9.817074,-0.048828,-0.901062,0.121765,1.4392342879973512,77.81710501789462,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936358183830,-51.585365,-80.121956,9.390244,-0.045471,-0.911072,0.115112,1.0995954594829698,77.12821484738373,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936363123830,-50.365856,-79.817078,9.207317,-0.043152,-0.925781,0.107483,0.7623223350037165,76.44463653576724,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936368063830,-49.268295,-79.085365,8.536586,-0.040527,-0.948608,0.101257,0.4286762598937912,75.76605484598142,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936373003830,-48.048782,-78.475609,7.804878,-0.037415,-0.965332,0.092468,0.09780864672882217,75.09309684292089,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936377943830,-46.829269,-77.804878,6.890244,-0.038025,-0.980408,0.085571,-0.2284192126187179,74.42600686656925,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936382883830,-45.914635,-77.134148,6.219512,-0.033569,-0.996277,0.083191,-0.5517009240505786,73.7630676034504,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936387823830,-44.695122,-76.402443,5.121951,-0.032043,-1.011414,0.08197,-0.8709571097399191,73.1061690723223,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936392763830,-43.353661,-75.792686,3.841464,-0.031189,-1.020325,0.075745,-1.1870213359009085,72.45604057074871,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936397703830,-42.073174,-74.939026,2.682927,-0.030029,-1.021118,0.063049,-1.4991112931774353,71.81234911713068,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936402643830,-41.158539,-73.902443,1.768293,-0.023376,-1.017029,0.055237,-1.8080580568123992,71.17313847011778,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936407583830,-40.609756,-72.926834,0.792683,-0.02002,-1.014526,0.050781,-2.112720033588829,70.536762903203,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936412523830,-39.939026,-71.890244,0.426829,-0.022095,-1.002014,0.038513,-2.410030931983755,69.90346239114442,,,,,
a43b4107-dec9-483f-8479-23fdf7217588,a61224df-7161-4220-9bb9-e395b70626da,1702338936417463830,-39.634148,-70.731712,-0.121951,-0.016602,-0.996948,0.026855,-2.7031549884092385,69.2715058989998,,,,,
