section id,recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,1,1668442359511524603,1668442359531592603,20,21.681145012389806,1.6159276199265926,1099.8253554366,1183.7129464473041
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,2,1668442359592006603,1668442359611572603,19,24.273904300736618,1.7858025114728613,1230.216731926944,1355.350018403895
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,3,1668442360535557603,1668442360591537603,55,148.91240378114483,10.998304863593802,2694.8265858065265,3868.8221662315173
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,4,1668442360903540603,1668442360947592603,44,139.7077137753199,10.452263159250599,3127.2640497456396,4229.065423600958
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,5,1668442361483589603,1668442361563571603,79,222.42159846489147,16.396709410992088,2811.6743880791028,4858.663747963032
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,6,1668442362483565603,1668442362543582603,60,154.10422773249752,11.435603799633904,2593.826711493942,4268.306585579973
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,7,1668442363431653603,1668442363475584603,43,127.20354814903291,9.517868938151807,2894.152044707094,4320.855586799958
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,8,1668442364027558603,1668442364123649603,96,333.6330625694211,25.09938383814524,3518.0123425037564,7584.52148766288
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,9,1668442365207528603,1668442365267552603,60,164.79493210545365,12.137350915472,2809.0253944357087,4603.361902018203
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,10,1668442365503556603,1668442365571677603,68,205.8534764458787,15.22700207091539,2989.0802303265305,4281.6231965492025
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,11,1668442365987552603,1668442366027559603,40,63.746483802648086,4.696838829214992,1668.5750277808415,2068.748019510038
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,12,1668442366283564603,1668442366315573603,32,56.32856010559979,4.157817303249361,1630.0713717269787,2059.6859916890444
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,13,1668442367407598603,1668442367447556603,39,65.33695213542389,4.75645319686316,1756.2562809794897,2340.8064513545737
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,14,1668442367667564603,1668442367699545603,31,75.64700932937627,5.588922222997936,2154.8555968129904,2887.9311252057773
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,15,1668442368116549603,1668442368135996603,19,20.426644594713213,1.5002491832052554,1096.1017742375216,1174.5950502928556
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,16,1668442369655603603,1668442369687611603,32,38.88787643686766,2.9232599600679903,1300.4976081773832,1532.3421746199635
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,17,1668442370895554603,1668442370943551603,47,89.21629572880673,6.535360994089372,2260.703626527489,3364.901578477413
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,18,1668442371935582603,1668442372047529603,111,254.14826260884604,19.048633578495174,3607.2542335749777,6117.030468718376
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,19,1668442372107530603,1668442372187594603,80,57.780244665788516,4.35072755153477,895.8024248641698,1576.015000241426
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,20,1668442372467679603,1668442372511642603,43,105.1413073818158,7.920844857863624,2348.565231943935,3483.569343824817
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,21,1668442372691544603,1668442372759556603,68,140.93667628128924,10.617245637776506,2492.600173587119,4727.096525185716
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,22,1668442373103564603,1668442373143563603,39,101.75685519280793,7.643395153143515,2520.2149536283578,3592.6895345525927
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,23,1668442373287556603,1668442373427531603,139,593.996843021006,44.69073270435965,4289.81578020691,8622.032445001905
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,24,1668442373487529603,1668442373523583603,36,36.429860765987264,2.745275657179968,1045.5826367398881,1170.5584994778224
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,25,1668442373675607603,1668442373743657603,68,217.42661832246097,16.243371809803445,3675.0880258166226,5445.976094279891
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,26,1668442374015594603,1668442374055547603,39,104.8407024498437,7.906447307843535,2210.189402603306,3037.832618345292
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,27,1668442374363564603,1668442374483582603,120,37.683983347425446,2.8282668905986754,1180.8742665715927,1500.8595519620005
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,28,1668442374663580603,1668442374995525603,331,378.9048477851734,28.38489233372051,2573.6813859188924,9371.74340477525
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,29,1668442375287573603,1668442375307583603,20,28.41930631152741,2.121780942609162,1139.2052162357088,1189.7660676840155
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,30,1668442375615557603,1668442375647548603,31,71.63749805886695,5.35868851017545,1824.9352549163468,2417.047643770606
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,31,1668442376035576603,1668442376307686603,272,385.94226818716237,29.00435291321997,2773.314657335854,7760.135860541865
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,32,1668442376407564603,1668442376439546603,31,42.51702884213929,3.205221188423238,1341.344380857374,1608.1487803920431
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,33,1668442377163599603,1668442377195530603,31,28.334973869175492,2.1353080530760558,1125.4711825668153,1264.5430985096677
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,34,1668442378163577603,1668442378557850603,394,508.62976666194197,38.27615782427461,2788.594740586402,9815.866468054299
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,35,1668442378751552603,1668442378895682603,144,365.5288645267145,27.453571707073444,2719.5823822036423,7728.926536303763
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,36,1668442379155619603,1668442379207565603,51,135.4606174887774,10.171006440806508,2758.546704332358,4096.858583635741
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,37,1668442379415711603,1668442379447788603,32,47.41387915015011,3.5341236757232246,1707.3146085228566,2061.379619281576
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,38,1668442380151578603,1668442380183574603,31,35.62732682412414,2.681764459170262,1160.9019531498316,1343.7256911537106
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,39,1668442380639589603,1668442380851528603,211,108.24973114045883,8.147336734141733,2450.87877646045,7680.464741726229
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,40,1668442381127549603,1668442381167522603,39,108.6275729641672,8.193389812702625,2517.2206878398756,3354.5520548436216
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,41,1668442381447552603,1668442381515538603,67,215.24372749738498,16.04078743277422,3405.5681362102573,5763.547643521052
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,42,1668442381923563603,1668442381951591603,28,38.19878529036107,2.850299522558345,1281.1535899711198,1495.503991352203
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,43,1668442382343550603,1668442382403700603,60,128.74864393111255,9.681045053343466,2437.052714258588,3428.9271974268436
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,44,1668442382575761603,1668442382631548603,55,157.94143760276,11.91137678533494,2952.7849742588805,4886.258023101709
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,45,1668442383095558603,1668442383147544603,51,218.26758826838596,16.268822653103552,4196.687168125773,6745.898329621868
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,46,1668442383671671603,1668442383691573603,19,23.168008659456632,1.734067823373709,1146.1108720351194,1249.9761483462762
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,47,1668442384199526603,1668442384251623603,52,192.48588255373437,14.357973933494758,3543.3452720023156,5787.492813687796
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,48,1668442384503543603,1668442384547532603,43,174.42391289005982,12.926697731947794,3903.2532583056286,5989.416722408212
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,49,1668442385095519603,1668442385155593603,60,285.72424690013065,21.543897628846562,4794.164409158893,7776.360527400046
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,50,1668442385455629603,1668442385675607603,219,312.6457694772171,23.479062957130708,4433.360494063167,9985.29481622837
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,51,1668442385755582603,1668442385895533603,139,309.10358947487344,23.23874612627811,2353.8884554249485,7204.297843903634
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,52,1668442386231519603,1668442386275556603,44,124.46988595258505,9.38018955736362,2775.187681048871,4021.747039113171
bdcdf446-5da0-4936-aaa0-ebc0001dbd4f,6db2bfdc-57f4-41fa-b70c-6510d9e76d42,53,1668442386515636603,1668442386591522603,75,304.9553021206742,22.98102507981491,4154.167061115783,6309.061479547133
