section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg]
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138764466916,785.064,242.755,1.0,,,20.70363039259463,24.59874528809227
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138768444916,783.988,242.52,1.0,,,20.61931182243246,24.62019592401218
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138776445916,782.451,242.356,1.0,,,20.497193880554086,24.63804158865086
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138780471916,779.945,242.343,1.0,,,20.295963531962315,24.64822877646702
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138784461916,777.851,242.282,1.0,,,20.128303368732304,24.660472975470245
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138788437916,777.933,242.24,1.0,,,20.13519149095991,24.663310317407376
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138796460916,778.249,240.389,1.0,,,20.17649242534498,24.7994229128302
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138800467916,780.562,239.669,1.0,,,20.368761483333238,24.84421666849594
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138804435916,781.047,237.709,1.0,,,20.42504659317143,24.987773413975674
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138808474916,783.165,236.663,1.0,,,20.604915013230126,25.057312431766405
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138816458916,793.987,234.34,1.0,,,21.498277498737977,25.187510615253913
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138820473916,798.513,232.232,1.0,,,21.8834456898426,25.3253476185342
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138824496916,805.931,231.967,1.0,,,22.484797058031763,25.314577338517537
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138828459916,815.059,231.756,1.0,,,23.223855669925126,25.291823997527732
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138836466916,819.938,227.654,1.0,,,23.660972604764478,25.573175419160695
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138840485916,823.717,225.864,1.0,1,,23.985939329918512,25.68832016079287
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138844486916,820.247,224.734,1.0,1,,23.71714795529968,25.786965363975842
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138848549916,819.674,223.027,1.0,1,,23.68911572211394,25.915295828045387
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138856464916,815.126,222.824,1.0,1,,23.322693157465725,25.95030298567938
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138860496916,814.663,222.446,1.0,1,,23.289142239278235,25.98023653677163
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138864466916,814.296,222.092,1.0,1,,23.26316700964519,26.007978931713424
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138868459916,815.887,222.157,1.0,1,,23.39148755918605,25.996226729566928
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138876467916,820.991,218.993,1.0,1,,23.840080316565814,26.206790495429814
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138880492916,819.52,217.162,1.0,1,,23.740772942932097,26.348368557810616
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138884466916,819.12,215.512,1.0,1,,23.726598119375858,26.471878353299402
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138888461916,817.217,213.057,1.0,1,,23.599106864201193,26.661549126268415
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138896472916,815.3,212.651,1.0,1,,23.447511357695305,26.700234354192272
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138900495916,815.076,211.15,1.0,1,,23.44599941762712,26.8120634028702
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138904472916,814.522,210.422,1.0,1,,23.408969086178875,26.8682733372879
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138908477916,815.53,210.045,1.0,1,,23.49535815082505,26.89154261162659
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138916482916,814.171,208.946,1.0,1,,23.396858352498,26.97887678665156
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138920474916,817.543,209.312,1.0,1,,23.66783548682264,26.936452288558364
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138924471916,816.946,207.701,1.0,1,,23.637401837838656,27.05806047656468
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138928497916,819.361,207.304,1.0,1,,23.839144581649297,27.076145862882417
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138936485916,817.512,205.633,1.0,1,,23.70734140761827,27.20803105230785
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138940474916,816.497,205.053,1.0,1,,23.63108467345476,27.255558888293
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138944464916,815.608,205.261,1.0,1,,23.55600024523618,27.24432359177228
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138948461916,814.781,205.487,1.0,1,,23.485904753102222,27.231516850889545
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138956476916,813.997,206.511,1.0,1,,23.410141067840446,27.159495269308916
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138960471916,813.339,207.363,1.0,1,,23.346756714518474,27.099537487831487
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138964478916,812.784,207.403,1.0,1,,23.301003295951322,27.099142144322258
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138968482916,812.406,207.842,1.0,1,,23.265222111953545,27.06839388122621
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138976510916,812.015,207.428,1.0,1,,23.237924147910945,27.1007894722335
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138980499916,811.626,206.548,1.0,1,,23.21606532847609,27.167589919091906
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138984487916,811.889,206.926,1.0,1,,23.23329890607524,27.138457630863986
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138988591916,812.443,207.524,1.0,1,,23.271774669166042,27.091740238236653
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921138996492916,817.131,208.964,1.0,1,,23.638184275388838,26.963982857303346
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921139000503916,819.067,209.556,1.0,1,,23.789381190489696,26.911417672356496
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921139004525916,819.089,210.076,1.0,1,,23.785214885184477,26.872977227959613
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921139008512916,819.947,210.596,1.0,1,,23.8492612311134,26.83065561044595
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921139016539916,821.446,211.485,1.0,1,,23.96130563344262,26.7581864788283
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921139021772916,826.906,211.998,1.0,1,,24.40035770490802,26.694933057570797
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921139024492916,829.482,212.164,1.0,1,,24.6083092409275,26.67061309500411
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921139028507916,828.28,212.403,1.0,1,,24.50761953505155,26.658692411630607
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921139036477916,825.562,213.008,1.0,1,,24.27923574300272,26.626840021162085
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921139040510916,817.841,214.486,1.0,,,23.63393951107334,26.553353160250545
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921139044627916,810.303,215.887,1.0,,,23.005443779102038,26.483594881911117
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921139048519916,803.037,216.985,1.0,,,22.40311780609198,26.43400888945869
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921139056512916,795.898,218.126,1.0,,,21.811382045704264,26.379864290249312
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921139061447916,792.423,218.574,1.0,,,21.52458651726824,26.36108283950328
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921139064570916,789.769,218.655,1.0,2,,21.308340996279032,26.366042153431216
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921139072494916,785.843,219.182,1.0,2,,20.984436240539843,26.342895091646422
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921139076512916,785.715,219.259,1.0,2,,20.973277150983144,26.337653767022132
93c78905-f19c-47bb-b470-ee648ba33a23,f843716e-076e-416a-a6ea-5a1d5fca6b8e,1683921139080505916,783.808,219.407,1.0,2,,20.817069078176026,26.33440064809011
