recording id,label id,label name
444e34d4-8054-4a3b-8a81-ad6691df5650,0f90be2a-3478-489f-bc3c-756bd228a2c0,tsst
444e34d4-8054-4a3b-8a81-ad6691df5650,2ec9f257-d967-4a68-a310-962ed7f22521,T1
