section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg]
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741686624681,333.866,694.059,1.0,1,,-15.693947548917098,-10.777140668359564
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741686699681,333.866,694.06,1.0,1,,-15.69396812280322,-10.77722765231312
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741690668681,334.088,694.883,1.0,1,,-15.679107948206234,-10.839009679280974
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741694689681,334.855,695.012,1.0,1,,-15.620757417227198,-10.849619438466556
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741698647681,335.495,695.092,1.0,1,,-15.571955517543884,-10.856399499161121
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741706616681,336.412,696.333,1.0,1,,-15.505095113392166,-10.95025589932472
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741710617681,336.737,698.102,1.0,1,,-15.484941159546977,-11.082768181671796
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741714601681,337.53,699.995,1.0,1,,-15.429322211939922,-11.225173277006935
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741718669681,337.825,701.462,1.0,1,,-15.410677011396654,-11.335107780939069
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741726705681,337.384,702.934,1.0,1,,-15.448508196941763,-11.444466388171167
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741730699681,336.923,704.414,1.0,1,,-15.488039827945276,-11.554325276338151
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741734687681,336.434,704.108,1.0,1,,-15.524644337252717,-11.530831532520855
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741738654681,336.401,703.883,1.0,1,,-15.526537074895126,-11.513938313952153
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741746675681,336.227,705.431,1.0,1,,-15.544277026673191,-11.629298615183497
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741750657681,335.877,705.436,1.0,1,,-15.57107611976702,-11.629228460706681
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741754790681,335.449,705.162,1.0,1,,-15.603149462304646,-11.608182980816936
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741758637681,335.25,704.863,1.0,1,,-15.617572465672543,-11.585583975625791
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741766678681,333.968,705.178,1.0,1,,-15.716729792030932,-11.60731383297586
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741770689681,333.664,705.028,1.0,1,,-15.739612925110656,-11.595626526265047
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741774645681,333.692,705.312,1.0,1,,-15.738287286743502,-11.616890364138113
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741778663681,333.091,705.375,1.0,1,,-15.784532028533969,-11.62077676334632
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741786671681,333.42,706.031,1.0,1,,-15.761179802112729,-11.67016103136018
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741790647681,333.657,706.196,1.0,1,,-15.743504317345977,-11.682839955883233
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741794650681,332.862,706.646,1.0,1,,-15.80582219114237,-11.715289506014157
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741798642681,332.827,706.911,1.0,1,,-15.809251028632065,-11.73499564704076
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741806674681,332.403,708.169,1.0,1,,-15.845464087177932,-11.828334891366039
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741810660681,332.279,709.838,1.0,1,,-15.859930191040572,-11.95265597739309
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741814632681,332.111,710.043,1.0,1,,-15.87346371841482,-11.967738719381146
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741822705681,332.067,711.288,1.0,1,,-15.880567855735611,-12.060583025797571
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741826672681,331.854,711.848,1.0,1,,-15.898596875609883,-12.10204231335581
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741830694681,331.24,711.37,1.0,1,,-15.94428518358407,-12.065486509088718
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741834692681,331.147,710.961,1.0,1,,-15.9502161588332,-12.034817700594154
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741842586681,331.256,710.265,1.0,1,,-15.939725813731807,-11.983017200065923
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741846642681,331.328,710.262,1.0,1,,-15.934165249090542,-11.982959471120694
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741850565681,331.508,710.043,1.0,1,,-15.919686126797846,-11.966871934775199
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741854637681,331.003,709.994,1.0,1,,-15.958284058142075,-11.962441984948756
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741862690681,330.87,710.632,1.0,1,,-15.970443874453277,-12.009832759121956
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741866814681,330.921,713.529,1.0,1,,-15.975374303331309,-12.226132992287097
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741870933681,330.884,715.578,1.0,1,,-15.984566915829346,-12.37889512965479
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741874715681,330.896,716.024,1.0,1,,-15.985046644428813,-12.412194620354612
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741882644681,330.985,715.633,1.0,1,,-15.97696669789489,-12.383183183340106
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741886656681,330.982,716.048,1.0,1,,-15.978494362815615,-12.414165236965239
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741890681681,329.978,715.732,1.0,1,,-16.054668062166794,-12.38905342867544
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741894742681,328.802,715.576,1.0,1,,-16.14452460926216,-12.375648590680006
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741902677681,328.971,716.003,1.0,1,,-16.132876081600717,-12.407732421956103
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741906630681,329.057,715.619,1.0,1,,-16.125041349147832,-12.379188571480908
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741910639681,329.133,715.248,1.0,1,,-16.11808537767354,-12.351684137747649
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741914648681,330.022,715.465,1.0,1,,-16.05046382448242,-12.369202718564305
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741922798681,330.595,715.507,1.0,1,,-16.00653896390176,-12.373221408447272
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741927211681,330.592,715.364,1.0,1,,-16.006362260060346,-12.362532775531651
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741930789681,330.634,715.339,1.0,1,,-16.002995361065864,-12.360712063606117
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741934824681,330.572,717.001,1.0,1,,-16.01303261316937,-12.484597596344724
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741942656681,330.403,719.663,1.0,1,,-16.03446055085188,-12.683010138323462
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741946745681,329.65,720.804,1.0,1,,-16.096107983780847,-12.766915184801318
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741950780681,329.649,720.627,1.0,1,,-16.09555627974224,-12.753714256834167
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741954695681,328.706,720.09,1.0,1,,-16.166371550946295,-12.712182801908227
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741962722681,326.465,719.283,1.0,1,,-16.336082634942024,-12.64848264518865
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741966716681,325.42,718.858,1.0,1,,-16.41497708331867,-12.615154902385806
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741970719681,325.295,718.562,1.0,1,,-16.423663779154833,-12.59288477651825
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741974779681,324.693,718.263,1.0,1,,-16.46894801531247,-12.569636800228492
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741982649681,324.484,719.332,1.0,1,,-16.48855451779267,-12.649004669581231
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741986700681,323.939,719.319,1.0,1,,-16.530393660329693,-12.647146265615312
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741990728681,323.186,719.065,1.0,1,,-16.587480979756137,-12.62703184724405
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780741994667681,322.528,719.043,1.0,1,,-16.637965011074936,-12.624339566536822
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742002800681,322.116,721.17,1.0,1,,-16.67676682126323,-12.782228171421655
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742006823681,320.534,722.013,1.0,1,,-16.801351591175575,-12.842474585547205
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742010694681,319.603,721.962,1.0,1,,-16.872862971807212,-12.837145524271907
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742014649681,319.02,722.04,1.0,1,,-16.91797575811645,-12.841950267324645
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742022673681,319.721,722.311,1.0,1,,-16.864967541424885,-12.863349140766351
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742026724681,320.307,722.562,1.0,1,,-16.82073218426637,-12.882966002561567
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742030699681,322.118,723.525,1.0,1,,-16.684670067700775,-12.957782597489732
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742034769681,323.457,724.078,1.0,1,,-16.583468966764173,-13.001150826557307
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742042679681,324.198,724.077,1.0,1,,-16.526416934875773,-13.002327827010406
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742046867681,324.767,723.688,1.0,1,,-16.481327564740024,-12.974258452300015
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742050846681,325.076,723.339,1.0,1,,-16.456370569949588,-12.948711834971672
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742054620681,325.163,723.503,1.0,1,,-16.450207670107424,-12.96107222687577
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742062753681,329.205,725.716,1.0,1,,-16.14654598476215,-13.132695967986518
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742067241681,330.132,731.267,1.0,,,-16.094115529596237,-13.548307064035082
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742070649681,338.032,731.008,1.0,,,-15.484344885168804,-13.541839128347421
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742074780681,361.664,730.688,1.0,,,-13.662279713307687,-13.553548190762665
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742082709681,402.087,731.247,1.0,,,-10.549354897445125,-13.646597292645694
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742086628681,433.108,731.547,1.0,,,-8.159792420128952,-13.699791334588362
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742090651681,471.479,739.743,1.0,,,-5.212534294735693,-14.345599220324631
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742094703681,512.168,748.765,1.0,,,-2.075608442978176,-15.04381927856404
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742102622681,548.127,756.663,1.0,,,0.707782688797374,-15.64352121309019
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742106732681,569.957,770.5,1.0,,,2.4085033122883206,-16.684957806025327
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742110632681,584.497,778.206,1.0,,,3.5470611123952964,-17.26157690983814
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742114734681,589.271,780.508,1.0,,,3.9217873331874817,-17.43310661996087
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742122780681,604.776,791.105,1.0,,,5.146957802976016,-18.22382087481606
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742126672681,604.628,801.867,1.0,,,5.152121748938798,-19.03662823656682
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742130940681,605.71,802.941,1.0,,,5.238827868438176,-19.11689594542398
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742134721681,604.965,801.804,1.0,,,5.178504623068127,-19.03157844139784
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742142623681,605.654,801.317,1.0,,,5.231770490238785,-18.9943389715094
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742146662681,599.07,803.832,1.0,,,4.718776017322337,-19.188993826068625
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742150719681,601.924,806.934,1.0,,,4.947763218568832,-19.421345976766776
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742154819681,606.214,805.106,1.0,,,5.281981460588221,-19.280007946580042
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742162641681,614.89,802.104,1.0,,,5.95812512186186,-19.04627528173491
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742166729681,606.098,801.66,1.0,,,5.267190814395325,-19.01990687439939
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742170654681,603.176,805.232,1.0,,,5.043520754180815,-19.291812371278397
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742174619681,604.01,807.275,1.0,,,5.112348524569122,-19.445509894214567
84fe211e-9024-4782-9f92-5b82b4175126,e71de42a-faf0-4e18-8fe5-63702eb3b4a4,1682780742182708681,597.801,814.47,1.0,,,4.634963631917577,-19.993623909715726
