recording id,label id,label name
cebdccaf-2f9c-40bc-888d-64c71d75fc39,52777816-c06d-427d-83ba-58fa50018c4d,tsst
cebdccaf-2f9c-40bc-888d-64c71d75fc39,3547b496-7c23-4349-b741-a3ce2910fb81,child
cebdccaf-2f9c-40bc-888d-64c71d75fc39,acae88f0-1198-4f82-a881-890403d88dcb,T1
