recording id,timestamp [ns],name,type,id,participant
4a3b2deb-780c-4394-adff-7516ac977d40,165292e13,pspeech.end,cloud,1110,c
4a3b2deb-780c-4394-adff-7516ac977d40,165292e13,cprep.start,cloud,1110,c
4a3b2deb-780c-4394-adff-7516ac977d40,165292e13,cprep.end,cloud,1110,c
4a3b2deb-780c-4394-adff-7516ac977d40,165292e13,cspeech.start,cloud,1110,c
4a3b2deb-780c-4394-adff-7516ac977d40,165292e13,cspeech.end,cloud,1110,c
4a3b2deb-780c-4394-adff-7516ac977d40,165292e13,recording.end,recording,1110,c
d73311f9-6012-40c8-b4b2-78def3498aad,1652914470205e6,recording.begin,recording,1110,p
d73311f9-6012-40c8-b4b2-78def3498aad,1652914788427e6,pprep.start,cloud,1110,p
d73311f9-6012-40c8-b4b2-78def3498aad,1652914897287e6,pprep.end,cloud,1110,p
d73311f9-6012-40c8-b4b2-78def3498aad,1652914898837e6,pspeech.start,cloud,1110,p
d73311f9-6012-40c8-b4b2-78def3498aad,1652915026927e6,pspeech.end,cloud,1110,p
d73311f9-6012-40c8-b4b2-78def3498aad,1652915165613e6,cprep.start,cloud,1110,p
d73311f9-6012-40c8-b4b2-78def3498aad,1652915290283e6,cprep.end,cloud,1110,p
d73311f9-6012-40c8-b4b2-78def3498aad,1652915292216e6,cspeech.start,cloud,1110,p
d73311f9-6012-40c8-b4b2-78def3498aad,1652915416367e6,cspeech.end,cloud,1110,p
d73311f9-6012-40c8-b4b2-78def3498aad,1652915602087e6,recording.end,recording,1110,p
a2707187-3e7a-4ffc-8387-045d4a8a1a24,1642030256565e6,recording.begin,recording,1112,p
a2707187-3e7a-4ffc-8387-045d4a8a1a24,1642030608676e6,pprep.start,cloud,1112,p
a2707187-3e7a-4ffc-8387-045d4a8a1a24,1.6420307352860001e+18,pprep.end,cloud,1112,p
a2707187-3e7a-4ffc-8387-045d4a8a1a24,1642030737125e6,pspeech.start,cloud,1112,p
a2707187-3e7a-4ffc-8387-045d4a8a1a24,1.6420308685980001e+18,pspeech.end,cloud,1112,p
a2707187-3e7a-4ffc-8387-045d4a8a1a24,1.6420309543580001e+18,cprep.start,cloud,1112,p
a2707187-3e7a-4ffc-8387-045d4a8a1a24,1642031079027e6,cprep.end,cloud,1112,p
a2707187-3e7a-4ffc-8387-045d4a8a1a24,1642031080923e6,cspeech.start,cloud,1112,p
a2707187-3e7a-4ffc-8387-045d4a8a1a24,1642031205776e6,cspeech.end,cloud,1112,p
a2707187-3e7a-4ffc-8387-045d4a8a1a24,1642031248919e6,recording.end,recording,1112,p
16857623-0044-40b2-906d-92a0b23ac730,1646421258897e6,recording.begin,recording,1113,c
16857623-0044-40b2-906d-92a0b23ac730,1646421639057033e3,pprep.start,cloud,1113,c
16857623-0044-40b2-906d-92a0b23ac730,1646421752203502e3,pprep.end,cloud,1113,c
16857623-0044-40b2-906d-92a0b23ac730,1646421753499954e3,pspeech.start,cloud,1113,c
16857623-0044-40b2-906d-92a0b23ac730,1646421876577151e3,pspeech.end,cloud,1113,c
16857623-0044-40b2-906d-92a0b23ac730,1.6464219490460001e+18,recording.end,recording,1113,c
61efad8e-51cd-4490-8954-e0666da2802b,1.6464213350380001e+18,recording.begin,recording,1113,p
61efad8e-51cd-4490-8954-e0666da2802b,1646421638651367e3,pprep.start,cloud,1113,p
61efad8e-51cd-4490-8954-e0666da2802b,1646421752000721e3,pprep.end,cloud,1113,p
61efad8e-51cd-4490-8954-e0666da2802b,1646421753262281e3,pspeech.start,cloud,1113,p
61efad8e-51cd-4490-8954-e0666da2802b,1646421876367483e3,pspeech.end,cloud,1113,p
61efad8e-51cd-4490-8954-e0666da2802b,1646422039825993e3,cprep.start,cloud,1113,p
61efad8e-51cd-4490-8954-e0666da2802b,1.6464221600053279e+18,cprep.end,cloud,1113,p
61efad8e-51cd-4490-8954-e0666da2802b,1646422161479711e3,cspeech.start,cloud,1113,p
61efad8e-51cd-4490-8954-e0666da2802b,1646422284267296e3,cspeech.end,cloud,1113,p
61efad8e-51cd-4490-8954-e0666da2802b,1.6464224507059999e+18,recording.end,recording,1113,p
fa1652a3-c6dc-4e99-b76d-4b82a56db885,1646328725404e6,recording.begin,recording,1114,c
fa1652a3-c6dc-4e99-b76d-4b82a56db885,1646329387034369e3,pprep.start,cloud,1114,c
fa1652a3-c6dc-4e99-b76d-4b82a56db885,1646329512588682800,pprep.end,cloud,1114,c
fa1652a3-c6dc-4e99-b76d-4b82a56db885,1646329514492843e3,pspeech.start,cloud,1114,c
fa1652a3-c6dc-4e99-b76d-4b82a56db885,1646329640494151200,pspeech.end,cloud,1114,c
fa1652a3-c6dc-4e99-b76d-4b82a56db885,1646329814185735200,cprep.start,cloud,1114,c
fa1652a3-c6dc-4e99-b76d-4b82a56db885,1646329939459167e3,cprep.end,cloud,1114,c
fa1652a3-c6dc-4e99-b76d-4b82a56db885,1646329942137857e3,cspeech.start,cloud,1114,c
fa1652a3-c6dc-4e99-b76d-4b82a56db885,1.6463300657946721e+18,cspeech.end,cloud,1114,c
fa1652a3-c6dc-4e99-b76d-4b82a56db885,1.6463302944179999e+18,recording.end,recording,1114,c
e35a59d4-f74e-4f7b-bf6c-2c3806e5b70b,1646328722607e6,recording.begin,recording,1114,p
e35a59d4-f74e-4f7b-bf6c-2c3806e5b70b,1646329387015489e3,pprep.start,cloud,1114,p
e35a59d4-f74e-4f7b-bf6c-2c3806e5b70b,1646329512575932200,pprep.end,cloud,1114,p
e35a59d4-f74e-4f7b-bf6c-2c3806e5b70b,1646329514410173200,pspeech.start,cloud,1114,p
e35a59d4-f74e-4f7b-bf6c-2c3806e5b70b,1646329640448003800,pspeech.end,cloud,1114,p
e35a59d4-f74e-4f7b-bf6c-2c3806e5b70b,1646329814193027800,cprep.start,cloud,1114,p
e35a59d4-f74e-4f7b-bf6c-2c3806e5b70b,1646329939407946e3,cprep.end,cloud,1114,p
e35a59d4-f74e-4f7b-bf6c-2c3806e5b70b,1646329942064337e3,cspeech.start,cloud,1114,p
e35a59d4-f74e-4f7b-bf6c-2c3806e5b70b,1646330065706979800,cspeech.end,cloud,1114,p
e35a59d4-f74e-4f7b-bf6c-2c3806e5b70b,1646330286713e6,recording.end,recording,1114,p
239972e8-5e10-45c6-a1e7-cbcb8f3d1d15,1645807207591e6,recording.begin,recording,1115,c
239972e8-5e10-45c6-a1e7-cbcb8f3d1d15,1645807506635e6,pprep.start,cloud,1115,c
239972e8-5e10-45c6-a1e7-cbcb8f3d1d15,1.6458076331459999e+18,pprep.end,cloud,1115,c
239972e8-5e10-45c6-a1e7-cbcb8f3d1d15,1645807634581e6,pspeech.start,cloud,1115,c
239972e8-5e10-45c6-a1e7-cbcb8f3d1d15,1.6458077750460001e+18,pspeech.end,cloud,1115,c
239972e8-5e10-45c6-a1e7-cbcb8f3d1d15,164580793966e7,recording.end,recording,1115,c
8eeb502b-90f4-4e7c-98b8-11983871df47,1646588012899e6,recording.begin,recording,1116,c
8eeb502b-90f4-4e7c-98b8-11983871df47,1646588279904446e3,pprep.start,cloud,1116,c
8eeb502b-90f4-4e7c-98b8-11983871df47,1646588402224563700,pprep.end,cloud,1116,c
8eeb502b-90f4-4e7c-98b8-11983871df47,1646588405414699e3,pspeech.start,cloud,1116,c
8eeb502b-90f4-4e7c-98b8-11983871df47,1.6465885277755039e+18,pspeech.end,cloud,1116,c
8eeb502b-90f4-4e7c-98b8-11983871df47,1.6465889906499999e+18,recording.end,recording,1116,c
37362410-df56-4cef-a52e-d3286a50e66c,1646588034996e6,recording.begin,recording,1116,p
37362410-df56-4cef-a52e-d3286a50e66c,1646588280097408e3,pprep.start,cloud,1116,p
37362410-df56-4cef-a52e-d3286a50e66c,1646588402237729800,pprep.end,cloud,1116,p
37362410-df56-4cef-a52e-d3286a50e66c,164658840521087e4,pspeech.start,cloud,1116,p
37362410-df56-4cef-a52e-d3286a50e66c,1646588527582850800,pspeech.end,cloud,1116,p
37362410-df56-4cef-a52e-d3286a50e66c,1646588600208086e3,cprep.start,cloud,1116,p
37362410-df56-4cef-a52e-d3286a50e66c,1646588716417432e3,cprep.end,cloud,1116,p
37362410-df56-4cef-a52e-d3286a50e66c,1646588718131980300,cspeech.start,cloud,1116,p
37362410-df56-4cef-a52e-d3286a50e66c,1646588828323232e3,cspeech.end,cloud,1116,p
37362410-df56-4cef-a52e-d3286a50e66c,1646588969628e6,recording.end,recording,1116,p
668a8ae6-2d19-4c9b-86bd-344a992110c0,1644593322696e6,recording.begin,recording,1117,c
668a8ae6-2d19-4c9b-86bd-344a992110c0,1.6445937024899999e+18,pprep.start,cloud,1117,c
668a8ae6-2d19-4c9b-86bd-344a992110c0,1.6445938387100001e+18,pprep.end,cloud,1117,c
668a8ae6-2d19-4c9b-86bd-344a992110c0,1644593840009e6,pspeech.start,cloud,1117,c
668a8ae6-2d19-4c9b-86bd-344a992110c0,1.6445939528099999e+18,pspeech.end,cloud,1117,c
668a8ae6-2d19-4c9b-86bd-344a992110c0,1.6445940399100001e+18,cprep.start,cloud,1117,c
668a8ae6-2d19-4c9b-86bd-344a992110c0,1.6445941614899999e+18,cprep.end,cloud,1117,c
668a8ae6-2d19-4c9b-86bd-344a992110c0,164459416302e7,cspeech.start,cloud,1117,c
668a8ae6-2d19-4c9b-86bd-344a992110c0,1.6445942869100001e+18,cspeech.end,cloud,1117,c
668a8ae6-2d19-4c9b-86bd-344a992110c0,1644594319356e6,recording.end,recording,1117,c
d0e9ff25-94ad-4c69-a2ee-6033bd338865,1.6445932807660001e+18,recording.begin,recording,1117,p
d0e9ff25-94ad-4c69-a2ee-6033bd338865,1644593702497e6,pprep.start,cloud,1117,p
d0e9ff25-94ad-4c69-a2ee-6033bd338865,1644593838717e6,pprep.end,cloud,1117,p
d0e9ff25-94ad-4c69-a2ee-6033bd338865,1644593840017e6,pspeech.start,cloud,1117,p
d0e9ff25-94ad-4c69-a2ee-6033bd338865,1644593960017e6,pspeech.end,cloud,1117,p
d0e9ff25-94ad-4c69-a2ee-6033bd338865,1644594012817e6,cprep.start,cloud,1117,p
d0e9ff25-94ad-4c69-a2ee-6033bd338865,1644594161497e6,cprep.end,cloud,1117,p
d0e9ff25-94ad-4c69-a2ee-6033bd338865,1644594163027e6,cspeech.start,cloud,1117,p
d0e9ff25-94ad-4c69-a2ee-6033bd338865,1644594286917e6,cspeech.end,cloud,1117,p
d0e9ff25-94ad-4c69-a2ee-6033bd338865,1644594332411e6,recording.end,recording,1117,p
70ebad01-56cf-4f4e-824f-9c844a52fc96,16449441723e8,recording.begin,recording,1118,c
70ebad01-56cf-4f4e-824f-9c844a52fc96,1.6449442234460001e+18,cprep.start,cloud,1118,c
70ebad01-56cf-4f4e-824f-9c844a52fc96,1644944365587e6,cprep.end,cloud,1118,c
70ebad01-56cf-4f4e-824f-9c844a52fc96,1.6449443687379999e+18,cspeech.start,cloud,1118,c
70ebad01-56cf-4f4e-824f-9c844a52fc96,1644944490627e6,cspeech.end,cloud,1118,c
70ebad01-56cf-4f4e-824f-9c844a52fc96,1644944556507e6,recording.end,recording,1118,c
2c14cb71-4835-4e2f-b93b-8fe8ffb30cdb,1644943123575e6,recording.begin,recording,1118,p
2c14cb71-4835-4e2f-b93b-8fe8ffb30cdb,1.6449436916060001e+18,pprep.start,cloud,1118,p
2c14cb71-4835-4e2f-b93b-8fe8ffb30cdb,1644943823104e6,pprep.end,cloud,1118,p
2c14cb71-4835-4e2f-b93b-8fe8ffb30cdb,1644943824689e6,pspeech.start,cloud,1118,p
2c14cb71-4835-4e2f-b93b-8fe8ffb30cdb,1644943949281e6,pspeech.end,cloud,1118,p
2c14cb71-4835-4e2f-b93b-8fe8ffb30cdb,164494422118e7,cprep.start,cloud,1118,p
2c14cb71-4835-4e2f-b93b-8fe8ffb30cdb,1644944363321e6,cprep.end,cloud,1118,p
2c14cb71-4835-4e2f-b93b-8fe8ffb30cdb,1644944366472e6,cspeech.start,cloud,1118,p
2c14cb71-4835-4e2f-b93b-8fe8ffb30cdb,1644944488361e6,cspeech.end,cloud,1118,p
2c14cb71-4835-4e2f-b93b-8fe8ffb30cdb,1644944572567e6,recording.end,recording,1118,p
b3d12c82-c921-473c-a3d2-2924e2ae0630,1645819411157e6,recording.begin,recording,1119,c
b3d12c82-c921-473c-a3d2-2924e2ae0630,1645820183857e6,pprep.start,cloud,1119,c
b3d12c82-c921-473c-a3d2-2924e2ae0630,1645820341247e6,pprep.end,cloud,1119,c
b3d12c82-c921-473c-a3d2-2924e2ae0630,1645820342247e6,pspeech.start,cloud,1119,c
b3d12c82-c921-473c-a3d2-2924e2ae0630,1645820470047e6,pspeech.end,cloud,1119,c
b3d12c82-c921-473c-a3d2-2924e2ae0630,1.6458207450460001e+18,cprep.start,cloud,1119,c
b3d12c82-c921-473c-a3d2-2924e2ae0630,1645820892387e6,cprep.end,cloud,1119,c
b3d12c82-c921-473c-a3d2-2924e2ae0630,1645820893948e6,cspeech.start,cloud,1119,c
b3d12c82-c921-473c-a3d2-2924e2ae0630,1645821026557e6,cspeech.end,cloud,1119,c
b3d12c82-c921-473c-a3d2-2924e2ae0630,1645821115269e6,recording.end,recording,1119,c
42b312ac-f6ab-4982-8320-05b73ebd129e,1.6458194518819999e+18,recording.begin,recording,1119,p
42b312ac-f6ab-4982-8320-05b73ebd129e,1645820182907e6,pprep.start,cloud,1119,p
42b312ac-f6ab-4982-8320-05b73ebd129e,1645820340297e6,pprep.end,cloud,1119,p
42b312ac-f6ab-4982-8320-05b73ebd129e,1645820342117e6,pspeech.start,cloud,1119,p
42b312ac-f6ab-4982-8320-05b73ebd129e,1645820469097e6,pspeech.end,cloud,1119,p
42b312ac-f6ab-4982-8320-05b73ebd129e,1645820749287e6,cprep.start,cloud,1119,p
42b312ac-f6ab-4982-8320-05b73ebd129e,1645820891437e6,cprep.end,cloud,1119,p
42b312ac-f6ab-4982-8320-05b73ebd129e,1.6458208929980001e+18,cspeech.start,cloud,1119,p
42b312ac-f6ab-4982-8320-05b73ebd129e,1645821025607e6,cspeech.end,cloud,1119,p
42b312ac-f6ab-4982-8320-05b73ebd129e,1.6458211378780001e+18,recording.end,recording,1119,p
5f1cdd3e-7b80-474f-a617-72bfdb99d734,1.6454876830220001e+18,recording.begin,recording,1121,p
5f1cdd3e-7b80-474f-a617-72bfdb99d734,164548805754e7,pprep.start,cloud,1121,p
5f1cdd3e-7b80-474f-a617-72bfdb99d734,164548817984e7,pprep.end,cloud,1121,p
5f1cdd3e-7b80-474f-a617-72bfdb99d734,1.6454881811980001e+18,pspeech.start,cloud,1121,p
5f1cdd3e-7b80-474f-a617-72bfdb99d734,1645488307077e6,pspeech.end,cloud,1121,p
5f1cdd3e-7b80-474f-a617-72bfdb99d734,1.6454884283740001e+18,cprep.start,cloud,1121,p
5f1cdd3e-7b80-474f-a617-72bfdb99d734,1645488528153e6,cprep.end,cloud,1121,p
5f1cdd3e-7b80-474f-a617-72bfdb99d734,1645488714499e6,cspeech.start,cloud,1121,p
5f1cdd3e-7b80-474f-a617-72bfdb99d734,1645488843032e6,cspeech.end,cloud,1121,p
5f1cdd3e-7b80-474f-a617-72bfdb99d734,1645488886531e6,recording.end,recording,1121,p
40d0adf2-6a15-4ea9-9ef9-b6cf9e20195e,1646089282673e6,recording.begin,recording,1122,c
40d0adf2-6a15-4ea9-9ef9-b6cf9e20195e,1646089638996e6,pprep.start,cloud,1122,c
40d0adf2-6a15-4ea9-9ef9-b6cf9e20195e,1646089763596e6,pprep.end,cloud,1122,c
40d0adf2-6a15-4ea9-9ef9-b6cf9e20195e,1.6460897648060001e+18,pspeech.start,cloud,1122,c
40d0adf2-6a15-4ea9-9ef9-b6cf9e20195e,1646089889456e6,pspeech.end,cloud,1122,c
40d0adf2-6a15-4ea9-9ef9-b6cf9e20195e,1646089980296e6,cprep.start,cloud,1122,c
40d0adf2-6a15-4ea9-9ef9-b6cf9e20195e,1.6460900918499999e+18,recording.end,recording,1122,c
4dcb629f-f07f-4a9b-8605-59d8f0e17b7f,1.6460893710140001e+18,recording.begin,recording,1122,p
4dcb629f-f07f-4a9b-8605-59d8f0e17b7f,1646089637131e6,pprep.start,cloud,1122,p
4dcb629f-f07f-4a9b-8605-59d8f0e17b7f,1646089761731e6,pprep.end,cloud,1122,p
4dcb629f-f07f-4a9b-8605-59d8f0e17b7f,1646089762941e6,pspeech.start,cloud,1122,p
4dcb629f-f07f-4a9b-8605-59d8f0e17b7f,1646089887591e6,pspeech.end,cloud,1122,p
4dcb629f-f07f-4a9b-8605-59d8f0e17b7f,1646089978431e6,cprep.start,cloud,1122,p
4dcb629f-f07f-4a9b-8605-59d8f0e17b7f,1646090113741e6,recording.end,recording,1122,p
55e75e1a-c11f-4fd0-b716-4424aa070f29,1648407174308e6,recording.begin,recording,1124,c
55e75e1a-c11f-4fd0-b716-4424aa070f29,164840764246e7,pprep.start,cloud,1124,c
55e75e1a-c11f-4fd0-b716-4424aa070f29,164840777616e7,pprep.end,cloud,1124,c
55e75e1a-c11f-4fd0-b716-4424aa070f29,1.6484077774460001e+18,pspeech.start,cloud,1124,c
55e75e1a-c11f-4fd0-b716-4424aa070f29,164840790064e7,pspeech.end,cloud,1124,c
55e75e1a-c11f-4fd0-b716-4424aa070f29,1.6484080815299999e+18,cprep.start,cloud,1124,c
55e75e1a-c11f-4fd0-b716-4424aa070f29,16484082072e8,cprep.end,cloud,1124,c
17da1da6-ba59-481c-ab50-922d4a709de6,1.6484070574540001e+18,recording.begin,recording,1124,p
17da1da6-ba59-481c-ab50-922d4a709de6,1648407641625e6,pprep.start,cloud,1124,p
17da1da6-ba59-481c-ab50-922d4a709de6,1648407775325e6,pprep.end,cloud,1124,p
17da1da6-ba59-481c-ab50-922d4a709de6,1648407776611e6,pspeech.start,cloud,1124,p
17da1da6-ba59-481c-ab50-922d4a709de6,1648407899805e6,pspeech.end,cloud,1124,p
17da1da6-ba59-481c-ab50-922d4a709de6,1648408080695e6,cprep.start,cloud,1124,p
17da1da6-ba59-481c-ab50-922d4a709de6,1648408206365e6,cprep.end,cloud,1124,p
17da1da6-ba59-481c-ab50-922d4a709de6,1648408208035e6,cspeech.start,cloud,1124,p
17da1da6-ba59-481c-ab50-922d4a709de6,1648408331455e6,cspeech.end,cloud,1124,p
17da1da6-ba59-481c-ab50-922d4a709de6,1.6484084963459999e+18,recording.end,recording,1124,p
e1f03e60-4fa0-4022-ad33-0436ceeb5bf7,1645572972501e6,recording.begin,recording,1126,p
e1f03e60-4fa0-4022-ad33-0436ceeb5bf7,1645573504567e6,pprep.start,cloud,1126,p
e1f03e60-4fa0-4022-ad33-0436ceeb5bf7,1.6455736390460001e+18,pprep.end,cloud,1126,p
e1f03e60-4fa0-4022-ad33-0436ceeb5bf7,1.6455736405420001e+18,pspeech.start,cloud,1126,p
e1f03e60-4fa0-4022-ad33-0436ceeb5bf7,1.6455737792380001e+18,pspeech.end,cloud,1126,p
e1f03e60-4fa0-4022-ad33-0436ceeb5bf7,1645573863456e6,cprep.start,cloud,1126,p
e1f03e60-4fa0-4022-ad33-0436ceeb5bf7,1.6455739876659999e+18,cprep.end,cloud,1126,p
e1f03e60-4fa0-4022-ad33-0436ceeb5bf7,1.6455739890380001e+18,cspeech.start,cloud,1126,p
e1f03e60-4fa0-4022-ad33-0436ceeb5bf7,1.6455741144460001e+18,cspeech.end,cloud,1126,p
e1f03e60-4fa0-4022-ad33-0436ceeb5bf7,1645574236724e6,recording.end,recording,1126,p
0460e95d-4402-45a0-8d2e-973abad6db7c,1647273470689e6,recording.begin,recording,1129,p
0460e95d-4402-45a0-8d2e-973abad6db7c,1647274006408e6,pprep.start,cloud,1129,p
0460e95d-4402-45a0-8d2e-973abad6db7c,1647274097833e6,pprep.end,cloud,1129,p
0460e95d-4402-45a0-8d2e-973abad6db7c,1.6472741001500001e+18,pspeech.start,cloud,1129,p
0460e95d-4402-45a0-8d2e-973abad6db7c,1647274233935e6,pspeech.end,cloud,1129,p
0460e95d-4402-45a0-8d2e-973abad6db7c,1647274311393e6,cprep.start,cloud,1129,p
0460e95d-4402-45a0-8d2e-973abad6db7c,1647274446605e6,cprep.end,cloud,1129,p
0460e95d-4402-45a0-8d2e-973abad6db7c,1647274449231e6,cspeech.start,cloud,1129,p
0460e95d-4402-45a0-8d2e-973abad6db7c,1647274542825e6,cspeech.end,cloud,1129,p
0460e95d-4402-45a0-8d2e-973abad6db7c,1.6472746571820001e+18,recording.end,recording,1129,p
b8b63651-8d55-4472-b0a2-0978487b2614,1647530958168e6,recording.begin,recording,1131,c
b8b63651-8d55-4472-b0a2-0978487b2614,1647531483739e6,pprep.start,cloud,1131,c
b8b63651-8d55-4472-b0a2-0978487b2614,1.6475315891420001e+18,pprep.end,cloud,1131,c
b8b63651-8d55-4472-b0a2-0978487b2614,1647531590148e6,pspeech.start,cloud,1131,c
b8b63651-8d55-4472-b0a2-0978487b2614,1647531717141e6,pspeech.end,cloud,1131,c
b8b63651-8d55-4472-b0a2-0978487b2614,1647531841748e6,cprep.start,cloud,1131,c
b8b63651-8d55-4472-b0a2-0978487b2614,1.6475319636700001e+18,cprep.end,cloud,1131,c
b8b63651-8d55-4472-b0a2-0978487b2614,1.6475319664739999e+18,cspeech.start,cloud,1131,c
b8b63651-8d55-4472-b0a2-0978487b2614,1647532093872e6,cspeech.end,cloud,1131,c
b8b63651-8d55-4472-b0a2-0978487b2614,1647532296195e6,recording.end,recording,1131,c
bc7bac2f-07b7-4b64-a32d-e27a44829171,1648752106076e6,recording.begin,recording,1133,p
bc7bac2f-07b7-4b64-a32d-e27a44829171,1648752434061e6,pprep.start,cloud,1133,p
bc7bac2f-07b7-4b64-a32d-e27a44829171,1.6487525543859999e+18,pprep.end,cloud,1133,p
bc7bac2f-07b7-4b64-a32d-e27a44829171,1648752555552e6,pspeech.start,cloud,1133,p
bc7bac2f-07b7-4b64-a32d-e27a44829171,1648752678511e6,pspeech.end,cloud,1133,p
bc7bac2f-07b7-4b64-a32d-e27a44829171,1648752797213e6,cprep.start,cloud,1133,p
bc7bac2f-07b7-4b64-a32d-e27a44829171,1648752920671e6,cprep.end,cloud,1133,p
bc7bac2f-07b7-4b64-a32d-e27a44829171,1648752922347e6,cspeech.start,cloud,1133,p
bc7bac2f-07b7-4b64-a32d-e27a44829171,1648753044904e6,cspeech.end,cloud,1133,p
bc7bac2f-07b7-4b64-a32d-e27a44829171,1.6487532067820001e+18,recording.end,recording,1133,p
d755cfed-ed0c-46eb-828a-0b7f6abf1ca2,1648225440827e6,recording.begin,recording,1134,c
d755cfed-ed0c-46eb-828a-0b7f6abf1ca2,1648225864012e6,pprep.start,cloud,1134,c
d755cfed-ed0c-46eb-828a-0b7f6abf1ca2,1.6482260077219999e+18,pprep.end,cloud,1134,c
d755cfed-ed0c-46eb-828a-0b7f6abf1ca2,1648226008931e6,pspeech.start,cloud,1134,c
d755cfed-ed0c-46eb-828a-0b7f6abf1ca2,1648226128671e6,pspeech.end,cloud,1134,c
d755cfed-ed0c-46eb-828a-0b7f6abf1ca2,1648226255727e6,cprep.start,cloud,1134,c
d755cfed-ed0c-46eb-828a-0b7f6abf1ca2,1648226384652e6,cprep.end,cloud,1134,c
