recording id,id,participant,recording.begin,pprep.start,pprep.end,pspeech.start,pspeech.end,cprep.start,cprep.end,cspeech.start,cspeech.end,recording.end
239972e8-5e10-45c6-a1e7-cbcb8f3d1d15,1115,c,1645807207591e6,1645807506635e6,1.6458076331459999e+18,1645807634581e6,1.6458077750460001e+18,NA,NA,NA,NA,164580793966e7
8eeb502b-90f4-4e7c-98b8-11983871df47,1116,c,1646588012899e6,1646588279904446e3,1646588402224563700,1646588405414699e3,1.6465885277755039e+18,NA,NA,NA,NA,1.6465889906499999e+18
37362410-df56-4cef-a52e-d3286a50e66c,1116,p,1646588034996e6,1646588280097408e3,1646588402237729800,164658840521087e4,1646588527582850800,1646588600208086e3,1646588716417432e3,1646588718131980300,1646588828323232e3,1646588969628e6
668a8ae6-2d19-4c9b-86bd-344a992110c0,1117,c,1644593322696e6,1.6445937024899999e+18,1.6445938387100001e+18,1644593840009e6,1.6445939528099999e+18,1.6445940399100001e+18,1.6445941614899999e+18,164459416302e7,1.6445942869100001e+18,1644594319356e6
d0e9ff25-94ad-4c69-a2ee-6033bd338865,1117,p,1.6445932807660001e+18,1644593702497e6,1644593838717e6,1644593840017e6,1644593960017e6,1644594012817e6,1644594161497e6,1644594163027e6,1644594286917e6,1644594332411e6
70ebad01-56cf-4f4e-824f-9c844a52fc96,1118,c,16449441723e8,NA,NA,NA,NA,1.6449442234460001e+18,1644944365587e6,1.6449443687379999e+18,1644944490627e6,1644944556507e6
2c14cb71-4835-4e2f-b93b-8fe8ffb30cdb,1118,p,1644943123575e6,1.6449436916060001e+18,1644943823104e6,1644943824689e6,1644943949281e6,164494422118e7,1644944363321e6,1644944366472e6,1644944488361e6,1644944572567e6
b3d12c82-c921-473c-a3d2-2924e2ae0630,1119,c,1645819411157e6,1645820183857e6,1645820341247e6,1645820342247e6,1645820470047e6,1.6458207450460001e+18,1645820892387e6,1645820893948e6,1645821026557e6,1645821115269e6
42b312ac-f6ab-4982-8320-05b73ebd129e,1119,p,1.6458194518819999e+18,1645820182907e6,1645820340297e6,1645820342117e6,1645820469097e6,1645820749287e6,1645820891437e6,1.6458208929980001e+18,1645821025607e6,1.6458211378780001e+18
5f1cdd3e-7b80-474f-a617-72bfdb99d734,1121,p,1.6454876830220001e+18,164548805754e7,164548817984e7,1.6454881811980001e+18,1645488307077e6,1.6454884283740001e+18,1645488528153e6,1645488714499e6,1645488843032e6,1645488886531e6
40d0adf2-6a15-4ea9-9ef9-b6cf9e20195e,1122,c,1646089282673e6,1646089638996e6,1646089763596e6,1.6460897648060001e+18,1646089889456e6,1646089980296e6,NA,NA,NA,1.6460900918499999e+18
4dcb629f-f07f-4a9b-8605-59d8f0e17b7f,1122,p,1.6460893710140001e+18,1646089637131e6,1646089761731e6,1646089762941e6,1646089887591e6,1646089978431e6,NA,NA,NA,1646090113741e6
55e75e1a-c11f-4fd0-b716-4424aa070f29,1124,c,1648407174308e6,164840764246e7,164840777616e7,1.6484077774460001e+18,164840790064e7,1.6484080815299999e+18,16484082072e8,NA,NA,NA
17da1da6-ba59-481c-ab50-922d4a709de6,1124,p,1.6484070574540001e+18,1648407641625e6,1648407775325e6,1648407776611e6,1648407899805e6,1648408080695e6,1648408206365e6,1648408208035e6,1648408331455e6,1.6484084963459999e+18
e1f03e60-4fa0-4022-ad33-0436ceeb5bf7,1126,p,1645572972501e6,1645573504567e6,1.6455736390460001e+18,1.6455736405420001e+18,1.6455737792380001e+18,1645573863456e6,1.6455739876659999e+18,1.6455739890380001e+18,1.6455741144460001e+18,1645574236724e6
0460e95d-4402-45a0-8d2e-973abad6db7c,1129,p,1647273470689e6,1647274006408e6,1647274097833e6,1.6472741001500001e+18,1647274233935e6,1647274311393e6,1647274446605e6,1647274449231e6,1647274542825e6,1.6472746571820001e+18
b8b63651-8d55-4472-b0a2-0978487b2614,1131,c,1647530958168e6,1647531483739e6,1.6475315891420001e+18,1647531590148e6,1647531717141e6,1647531841748e6,1.6475319636700001e+18,1.6475319664739999e+18,1647532093872e6,1647532296195e6
bc7bac2f-07b7-4b64-a32d-e27a44829171,1133,p,1648752106076e6,1648752434061e6,1.6487525543859999e+18,1648752555552e6,1648752678511e6,1648752797213e6,1648752920671e6,1648752922347e6,1648753044904e6,1.6487532067820001e+18
d755cfed-ed0c-46eb-828a-0b7f6abf1ca2,1134,c,1648225440827e6,1648225864012e6,1.6482260077219999e+18,1648226008931e6,1648226128671e6,1648226255727e6,1648226384652e6,1648226386341e6,1.6482265170220001e+18,1.6482266579980001e+18
73d067e0-3a5b-46e5-8f03-65114cf75211,1134,p,1648225432207e6,1648225863912e6,1.6482260076220001e+18,1648226008831e6,1648226128571e6,1648226255627e6,1648226384552e6,1648226386241e6,1.6482265169219999e+18,1.6482266706019999e+18
38de6aa2-dbb9-45f8-8024-dcfaa7eae4aa,1137,c,1649618791252e6,1.6496196222579999e+18,1649619700108e6,1649619701507e6,1.6496198257779999e+18,1.6496199261779999e+18,1649620048344e6,1649620050119e6,1649620174148e6,1649620449236e6
f5d93be3-e8ab-4c1c-a35b-59e14011d89e,1137,p,1.6496197100460001e+18,1649620490972e6,1.6496205688220001e+18,1649620570221e6,1649620694492e6,1649620794892e6,1.6496209170579999e+18,1649620918833e6,1.6496210428620001e+18,1649621191005e6
7335b2a3-1a81-486f-bb73-3724eee60682,1138,c,1650639897707e6,1.6506401706220001e+18,1650640291099e6,1.6506402935619999e+18,1.6506404259180001e+18,1650640505341e6,1650640624537e6,165064062636e7,1650640756219e6,1650640875192e6
cd548db6-9c22-45e2-b1e0-ce92e78b5ba5,1139,c,1663533153471e6,1.6635334794620001e+18,1.6635336025420001e+18,1663533603592e6,1.6635337263020001e+18,1663533836692e6,1.6635339548419999e+18,1663533957132e6,1663534080332e6,1.6635341920060001e+18
d7d8d3ba-3d02-49ab-87f0-64d78c06ba80,1139,p,1663533177783e6,1663533479304e6,1663533602384e6,1.6635336034339999e+18,1663533726144e6,1.6635338365340001e+18,1663533954684e6,1.6635339569740001e+18,1.6635340801740001e+18,1663534210617e6
8a04f799-0ce4-4908-9aeb-670934bdd144,1141,c,1651588991067e6,1651589705883e6,1651589826233e6,1.6515899214819999e+18,1651590043653e6,NA,NA,NA,NA,1651590214803e6
a23869cd-7e2d-4f79-8f5c-d1c26cf941c4,1141,p,16515889923e8,165158970568e7,1.6515898260300001e+18,1651589921279e6,1.6515900434499999e+18,NA,NA,NA,NA,1651590323161e6
af801adf-2837-4bb6-b527-47d32887660a,1142,c,1652387836148e6,1652388183809134e3,1652388310123e6,1652388311932e6,1.6523884369340001e+18,1.6523886700979999e+18,1652388797857e6,1652388800096e6,1652388911616e6,1652389151855e6
c054456a-5182-463b-bcef-29772986e1ca,1142,p,1652387814775e6,1.6523881838339999e+18,1652388310199e6,1652388312008e6,1.6523884370099999e+18,1.6523886701740001e+18,1652388797933e6,1652388800172e6,1652388911692e6,1652389182507e6
43a6f17a-c63d-4c65-a904-15beb17955d1,1143,c,1.6514369823100001e+18,1651437392175e6,1651437517441e6,1651437518861e6,1651437641971e6,1.6514377778060001e+18,1651437900211e6,1651437901661e6,1651438025211e6,1.6514381438579999e+18
54498fea-7b33-4f49-ab9b-0ae0f1ef5603,1143,p,1.6514370420860001e+18,1651437392136e6,1.6514375174019999e+18,1.6514375188220001e+18,1651437641932e6,1651437777767e6,1651437900172e6,1.6514379016220001e+18,1651438025172e6,1651438158768e6
e13da2f1-009e-494c-940b-bf6dbdf489eb,1144,c,165048710562e7,1.6504876903660001e+18,1650487808559e6,1650487810313e6,1650487952433e6,1650488091091e6,1650488210097e6,1650488211939e6,1650488348704e6,1650488485303e6
dfcf5a64-ea8b-4659-9e06-f6696a798444,1145,p,1.6514220107299999e+18,1651422317844e6,1651422443475e6,1.6514224448540001e+18,1651422568259e6,1651422701855e6,1651422839165e6,1651422840885e6,1651422972885e6,165142311754e7
6aec58a8-4587-42e6-9bfc-ede7f18d821c,1146,c,1660583505472e6,1.6605837912579999e+18,1660583909712e6,1660583911772e6,1660584036170998e3,1660584158201e6,1.6605842807420001e+18,1.6605842823619999e+18,1660584405352e6,1660584525687e6
67de366b-935c-4e36-826c-fe46d555eb0e,1146,p,1.6605838431260001e+18,1660584129073e6,1660584247527e6,1660584249587e6,1.6605843739859999e+18,1660584496016e6,1660584618557e6,1660584620177e6,1660584743167e6,1660584874135e6
0273ff70-51ef-4fac-a6fa-dd1f21a6e251,1147,c,1.6551348092499999e+18,1655135183737e6,1655135320847e6,1655135322857e6,1655135447147e6,1655135526847e6,1655135655927e6,1655135658047e6,1655135783807e6,1655135909752e6
c8f9375f-fabd-4d4c-854f-5832236c230c,1147,p,1.6551351908300001e+18,1655135582644e6,1.6551357197539999e+18,1655135721763e6,1.6551358460540001e+18,1.6551359257539999e+18,1.6551360548339999e+18,1.6551360569539999e+18,1.6551361827139999e+18,1655136293337e6
8715f817-61b0-49cf-a607-6ad0ec100862,1148,c,165315055494e7,1.6531512764899999e+18,1653151375813e6,1653151377333e6,1653151493908e6,1653151576597e6,165315169518e7,NA,1.6531518329500001e+18,1653151945037e6
aeb92f58-980f-4f9a-89fc-990904e0215b,1149,c,1652224766488e6,1652224999288e6,1652225121131e6,1652225122619e6,1652225242315e6,NA,NA,NA,NA,1652225335213e6
5b46090d-de9c-4ef7-bb2f-19ca84e3b331,1149,c,1652225359284e6,NA,NA,NA,NA,1.6522254158460001e+18,1.6522255399699999e+18,1652225540833e6,1652225664553e6,1652225798783e6
36253aef-5f7c-47b1-a503-622ae7453c13,1149,p,1652224733081e6,1652224997309999e3,1652225119153e6,1652225120641e6,1652225240337e6,1652225413439e6,1652225537563e6,1.6522255384259999e+18,1.6522256621459999e+18,1652225781468e6
d721e469-6127-4c00-9ec4-667ce9ad06b9,1151,p,1.6547077232060001e+18,1.6547081184739999e+18,1.6547082329100001e+18,165470823466e7,1654708358657e6,1654708479295e6,1.6547085956419999e+18,1654708598204e6,1.6547087224739999e+18,1654708980089e6
c00852a7-9e5f-4caf-bb34-d9c5b080df1b,1154,c,1652199751359e6,1652200069719e6,1652200192304e6,1652200194575e6,1652200313224e6,1.6522003984659999e+18,1652200537464e6,1652200539113e6,1.6522006630179999e+18,1652200864479e6
9b0a95f9-8ab7-4ee0-88bf-d939ba3ed06d,1154,p,1652199700931e6,1652200067628e6,1652200190213e6,1652200192484e6,1652200311133e6,1652200396375e6,1652200535373e6,1.6522005370220001e+18,1652200660927e6,1.6522008810860001e+18
2a747731-31ff-45a4-bfc7-40186e784881,1155,c,165210982848e7,1652110170976e6,1652110290115e6,1652110292517e6,1.6521104144739999e+18,1652110496476e6,1652110619377e6,1652110621976e6,1652110748245e6,165211088126e7
1cbc8c31-5c08-4cd4-8ec4-3851ba970d0a,1155,p,165210982682e7,1652110169224e6,1652110288363e6,1652110290765e6,1.6521104127219999e+18,1652110494724e6,1652110617625e6,1652110620224e6,1652110746493e6,1652110904323e6
78cba7b6-c796-43a7-89e9-88f8ecfe2382,1156,c,1654104392573e6,1654104678236e6,1.6541047966300001e+18,1654104798489e6,1.6541049220499999e+18,1.6541050112700001e+18,1.6541051307100001e+18,165410513342e7,165410525664e7,1654105419899e6
29a6cbaa-9a05-4f89-a372-bac2cf0530dc,1156,p,1654104392581e6,1654104678225e6,1654104796619e6,1.6541047984780001e+18,1654104922038999e3,1654105011259e6,1654105130699e6,1654105133409e6,1654105256629e6,1654105425185e6
fa0b3f68-2662-4eee-9b82-c03d42ec9583,1159,c,1655222682001e6,1655223059429e6,1655223172033e6,1655223173648e6,1655223297917e6,1655223430597e6,1655223546767e6,1655223548429e6,1655223671647e6,1655223834576e6
1715a44d-8f45-4b98-a055-50d5e0f73add,1160,c,1655578464084e6,1655578727391e6,1655578855281e6,1655578857141e6,1655578983861e6,1.6555792381459999e+18,1655579364011e6,1655579367201e6,1655579490770999e3,1655579634136e6
78fd2596-67cc-47b7-ab94-2ec6d2551adb,1162,c,1659372729808e6,1659373121543e6,1.6593732277939999e+18,1659373229807e6,1659373354845e6,1659373487031e6,1659373602931e6,1659373605339e6,1659373731417e6,1.6593739241100001e+18
51617817-d53f-433f-91da-a01bfe9b0899,1162,p,1.6593727261779999e+18,1659373118155e6,1.6593732244060001e+18,1659373226419e6,1659373351457e6,1659373483643e6,1659373599543e6,1659373601951e6,1659373728029e6,1659373900505e6
aeac1839-f607-4a8a-97ff-2033342ff9b5,1164,c,1.6583289737219999e+18,1658329246961e6,1658329369063e6,1.6583293708819999e+18,1658329495169e6,1658330017641e6,1658330137857e6,1658330139832e6,1.6583302613379999e+18,1658330418924e6
6f3cbf18-e24a-4924-890f-abab33f7b240,1164,p,1.6583289749340001e+18,1.6583292468940001e+18,1658329368996e6,1658329370815e6,1.6583294951020001e+18,1.6583300175740001e+18,1.6583301377900001e+18,1658330139765e6,1658330261271e6,1658330390797e6
96995bc1-033e-41f3-b72d-98ba3adf23da,1165,p,1659108818467e6,1659109269185e6,1.6591094080979999e+18,1659109416288e6,1659109548619e6,1.6591096275939999e+18,1659109747079e6,1659109749099e6,1659109871003e6,1659110008317e6
eca5e39c-e0a4-4bd1-8af8-f6ace5adf3e8,1167,c,1660681993233e6,1660682412147e6,1660682533972e6,1660682535589e6,1660682658025e6,1.6606827464659999e+18,1.6606828660940001e+18,1660682867987e6,1660682992817e6,1660683182736e6
0d24110f-9b0a-406d-adca-eacbb9f0b669,1167,p,1660682313868e6,1660682748803e6,1660682870628e6,1660682872245e6,1660682994681e6,1.6606830831219999e+18,1.6606832027500001e+18,1660683204643e6,1660683329473e6,1660683501393e6
b020f146-deb4-477d-a698-c9c8f665e384,1168,c,1.6613554374739999e+18,1661355838538184e3,1661355957719347700,1661355959891875800,1661356080800521e3,166135619139425e4,1.6613563063261281e+18,1.6613563081055841e+18,1661356374166408e3,1.6613566499459999e+18
543789f5-20ef-41e9-9cef-60348469d76c,1170,c,1662827987457e6,1662828280609e6,1662828394768e6,1.6628283966140001e+18,1662828515984e6,1.6628286164739999e+18,1.6628287334019999e+18,1662828735055e6,1662828853561e6,1662829013959e6
4528389d-2ab4-458e-b7fe-f3c5283d3411,1170,p,1662828011177e6,16628282806e8,1662828394759e6,1662828396605e6,1662828515975e6,1662828616465e6,1662828733393e6,1.6628287350460001e+18,1662828853552e6,1.6628289878019999e+18
6c57af66-d28d-4885-8336-23fc47be4030,1172,c,1666970453772e6,1666970703524e6,1666970843577e6,1666970845681e6,16669709789e8,1666971071604e6,1666971195907e6,1666971198204e6,1.6669713294979999e+18,1666971473052e6
8544ea77-6939-448c-8d0f-30bfc0eb1428,1172,p,1666970438109e6,1666970703599e6,1666970843652e6,1666970845756e6,1666970978975e6,1666971071679e6,1.6669711959820001e+18,1666971198279e6,1666971329573e6,1666971454091e6
1c266104-0d00-4ba4-b047-9fbd525f0049,1173,p,1665177653895e6,1665178049112e6,1665178169487e6,1665178171316e6,1.6651782956099999e+18,1.6651783717379999e+18,1665178492819e6,1665178494571e6,1665178623719e6,1665178726552e6
8889fbff-1ed5-4847-98ac-2fc7d93d0c7f,1174,c,1665070279963e6,1665070645927e6,1665070768459e6,1.6650707701539999e+18,1665070892155e6,1.6650709682099999e+18,1665071097155e6,1.6650710987420001e+18,1.6650712215180001e+18,1665071368675e6
179c99da-5b6c-44b8-9510-d7b8291677e2,1174,p,1665070307033e6,1.6650706455219999e+18,1.6650707680540001e+18,1665070769749e6,1.6650708917500001e+18,1665070967805e6,1.6650710967500001e+18,1665071098337e6,1665071221113e6,1.6650713580499999e+18
a2f4ce48-2180-4040-b51a-9fe4d15f7a5e,1175,c,1664921707152e6,1.6649221849260001e+18,1664922306552e6,1664922308663e6,1664922437259e6,1664922546163e6,1.6649226638659999e+18,1664922666219e6,NA,1664922935929e6
9a6cadda-04ee-495d-9b84-cd22041471ca,1176,c,1667924302635e6,166792453506e7,1667924660696e6,1667924684269e6,1667924827530998e3,1667924915872e6,166792503986e7,1667925042816e6,1.6679251651459999e+18,1667925292568e6
3bb5f01e-f071-49c2-87a8-e77cfc0b41e9,1176,p,1.6679243018419999e+18,1667924533981e6,1667924659617e6,1.6679246831900001e+18,1667924826452e6,1667924914793e6,1667925038781e6,1667925041737e6,1667925164067e6,1667925278267e6
dffa54dd-9d12-4079-957d-ce35f3cd5276,1177,c,1666026253013e6,1666026716296e6,1666026836265e6,166602683828e7,1666026966876e6,NA,NA,NA,NA,1.6660273472419999e+18
b0ea67f8-fbb4-4fd2-b778-3f19122655ec,1177,p,1666027161017e6,1666027570032e6,1666027690001e6,1666027692016e6,1666027820612e6,NA,NA,NA,NA,1666028175784e6
dc6f5904-c20a-4bc0-bd2a-285b870bc614,1178,c,1.6675970883299999e+18,1.6675974128339999e+18,1.6675975372739999e+18,1667597539379e6,1667597661899e6,1667597752865e6,1667597881257e6,1667597883425e6,1.6675980074460001e+18,1667598156035e6
78036641-6be8-4b64-bcd9-b6af737d3a69,1178,p,1667597200685e6,1.6675974128940001e+18,1.6675975373340001e+18,1667597539439e6,1667597661959e6,1667597752925e6,1667597881317e6,1667597883485e6,1.6675980075059999e+18,1667598144296e6
ed270629-6ff7-424c-a420-ab18e0bee87b,1179,c,1666377709931e6,1666378190128e6,1666378315409e6,1.6663783174860001e+18,1666378440944e6,1666378694673e6,1666378816765e6,1666378818951e6,1666378941029e6,166637906176e7
e3981991-4fac-47cb-b34e-db704fadd468,1179,p,1666377685528e6,1.6663781903379999e+18,1666378315619e6,1666378317696e6,1.6663784411539999e+18,1666378694883e6,1666378816975e6,1666378819161e6,1666378941239e6,1666379086508e6
38c1dd66-b5c0-47d2-8698-c81a0a12d7fc,1180,c,1.6663666377939999e+18,1666366926481e6,1.6663670492179999e+18,1666367051245e6,1666367182391e6,1666367392768e6,1666367515397e6,1.6663675176620001e+18,1666367641445e6,1666367772604e6
0b30905a-246d-4917-a7f0-a9df2728c507,1180,p,1666366626864e6,1.6663669265020001e+18,1666367049239e6,1.6663670512659999e+18,1666367182412e6,1666367392789e6,1.6663675154179999e+18,1666367517683e6,1.6663676414659999e+18,1666367767323e6
15431bcf-cea5-42e0-a862-3569d560234c,1182,c,1667939735713e6,1.6679400792940001e+18,1667940199864e6,1667940201371e6,1667940330561e6,1667940410347e6,1.6679405334940001e+18,1667940535492e6,1667940681992e6,1.6679408031500001e+18
60c0c33f-9582-4189-bb95-7a41384519f3,1182,p,1.6679397287980001e+18,1667940078272e6,1.6679401988419999e+18,1667940200349e6,1667940329539e6,1667940409325e6,1667940532472e6,1.6679405344700001e+18,1.6679406809699999e+18,1667940790591e6
7189203b-2900-4205-9923-e9c85189a1c0,1184,c,1668442268527e6,1668442652349e6,1.6684427781820001e+18,1668442779685e6,1.6684429042499999e+18,1668442977088e6,1668443096184e6,1.6684430973740001e+18,1668443221168e6,1668443351507e6
6db2bfdc-57f4-41fa-b70c-6510d9e76d42,1184,p,1668442357323e6,1668442649631623200,1668442775450583e3,1668442776944412200,1.6684429015586719e+18,1668442974418981e3,1668443093491617e3,1668443094696318e3,1668443218443192800,1.6684433360220001e+18
e7b85b6b-394d-44da-a35e-fe47841ae0fb,1185,c,1671555574417e6,1.6715558890540001e+18,1671556018915e6,1671556019999e6,1.6715561470460001e+18,1671556226325e6,1671556348724e6,1671556350243e6,167155647458e7,1671556608568e6
e1aa8857-e011-440b-a3ed-ae2b25c6cf82,1185,p,1671555495487e6,1671555889237e6,1.6715560190979999e+18,1.6715560201820001e+18,1671556147229e6,1671556226508e6,1671556348907e6,1.6715563504259999e+18,1671556474763e6,1671556609908e6
235803b8-6c08-4ce5-b94e-42e41be791f9,1186,c,1670602184639e6,1670602462948e6,1.6706025879539999e+18,1670602588709e6,1670602711211e6,1670602828156e6,1670602951584e6,1670602952512e6,1670603076063e6,1670603463391e6
374c519a-751e-4651-ab42-8c954bcece33,1186,p,1670602246427e6,1.6706024629459999e+18,1670602587952e6,1670602588707e6,1670602711209e6,1.6706028281539999e+18,1.6706029515820001e+18,1.6706029525100001e+18,1670603076061e6,1670603219069e6
f5aefd90-1c0b-42d3-affe-e869847dec48,1187,c,1671659129375e6,1671659486907e6,1.6716596023500001e+18,1.6716596038979999e+18,1671659725468e6,1671659807525e6,1.6716599314940001e+18,1671659933157e6,1671660057496e6,1.6716602055740001e+18
d6fc458a-a042-4bca-a726-51adbc3f2595,1187,p,1671659096199e6,1.6716594869539999e+18,1671659602397e6,1671659603945e6,1671659725515e6,1671659807572e6,1671659931541e6,1671659933204e6,1671660057543e6,1671660187535e6
8a8f6614-18b5-4d54-b823-8acc5f09fa45,1188,c,1675986064872e6,1675986398252e6,167598651206e7,1675986514021e6,1675986635783e6,1675986740748e6,1675986856375e6,1675986858111e6,1675986981111e6,1675987143937e6
b2429708-1b73-4f36-85e0-c8bac9f991ce,1188,p,1675986119073e6,1675986495221e6,1675986609029e6,1.6759866109900001e+18,1675986732752e6,1675986837717e6,1675986953344e6,167598695508e7,167598707808e7,1675987227076e6
30043b06-49a0-45ec-b867-02e321d4b09c,1189,c,1674251138513e6,1.6742514196579999e+18,1674251542796e6,1.6742515445820001e+18,1.6742516700220001e+18,1674251732161e6,1.6742518553260001e+18,1674251857032e6,1674251979948e6,1674252082156e6
947be619-26ec-40b8-bc71-6c8e62dd915d,1189,p,1674251138113e6,1674251419612e6,1.6742515427500001e+18,1674251544536e6,1674251669976e6,1674251732115e6,167425185528e7,1.6742518569859999e+18,1.6742519799020001e+18,1.6742521012899999e+18
70fb6e72-1a98-4bf6-bf1a-c77f5c156623,1190,c,1.6772745195340001e+18,1677274711075e6,1677274836473e6,1677274838084e6,1677274961733e6,167727506386e7,1.6772751868579999e+18,1677275189256e6,1677275312284e6,1677275477283e6
634d366a-9cfb-4c63-9a36-75dd93dc9999,1190,p,1.6772741880339999e+18,1677274710888e6,1.6772748362860001e+18,1677274837897e6,1.6772749615459999e+18,1677275063673e6,1677275186671e6,1677275189069e6,1677275312097e6,1677275478227e6
7c05bd63-fc7c-4c33-a0fa-44d1f58cd4ce,1191,c,1.6747573359020001e+18,1674757718943e6,1674757839923e6,1674757841153e6,1674757964183e6,1.6747580432819999e+18,1674758189283e6,1.6747581909619999e+18,1674758312973e6,1.6747584464860001e+18
0c863f3f-7fd6-43a7-a470-798c4ad1b626,1191,p,1674757750221e6,1674758133323e6,1674758254303e6,1674758255533e6,1674758378563e6,1.6747584576620001e+18,NA,NA,NA,1674758464484e6
dc06a6f5-31a9-4836-8fbc-3e7ad4279109,1193,c,1675443539409e6,1675443865068e6,1675443986212e6,1675443988199e6,1675444113055e6,1675444176157e6,1.6754442996899999e+18,1675444300992e6,1675444423559e6,1.6754445371100001e+18
f54a5106-4350-4482-8ef5-5039f3ed01fc,1193,p,1675443593832e6,1675443920657e6,1675444041801e6,1675444043788e6,1675444168644e6,1.6754442317459999e+18,1675444355279e6,1675444356581e6,1675444479148e6,1675444615048e6
f6664528-5bf2-4a6f-8d74-8d708b9b4d50,1194,c,1.6769210453299999e+18,1676921279912e6,1676921410492e6,1676921413065e6,1676921536295e6,167692161516e7,1676921740463e6,167692174426e7,1676921860676e6,1.6769219726819999e+18
39e708f6-b63b-4941-80da-b8f3332424b9,1194,p,1676921090973e6,1676921325104e6,1676921455684e6,1676921458257e6,1676921581487e6,1676921660352e6,1676921785655e6,1676921789452e6,1676921905868e6,1676922019003e6
423be68f-fbac-4ecd-8338-876e7b240269,1195,c,1677702317447e6,1.6777027623939999e+18,1.6777028895059999e+18,1677702891699e6,1677703013392e6,1677703111885e6,167770323396e7,1677703235795e6,1677703358468999200,1677703498597e6
70c40515-bf45-4c4f-b2cd-c9a2a5590ea5,1195,p,1677702318108e6,1677702762355e6,1677702889467e6,167770289166e7,1677703013353e6,1.6777031118460001e+18,1677703233921e6,1677703235756e6,1677703358429999e3,1.6777035209020001e+18
dd6eeda0-929e-4be7-b17c-28180928b6a2,1204,c,1650047920319e6,1.6500483163779999e+18,1650048457767e6,1650048498957e6,165004863108e7,1650048708827e6,1650048844327e6,1650048847547e6,NA,1.6500490135619999e+18
8ee1231b-8dd1-4d65-b9af-ca6efe376d39,1213,c,1656175354645e6,1656175544435e6,1656175665747e6,1656175668171e6,1656175788875e6,1.6561758789340001e+18,1656175998771e6,1656176001071e6,1656176121592e6,1656176325923e6
de79d3e8-5bb3-42db-acd9-ba391373b514,1219,c,1656088659833e6,1656088868432e6,1656088988209e6,1656088990353e6,1656089110713e6,1.6560892330860001e+18,1.6560893539379999e+18,1656089356227e6,1656089477768e6,1656089686673e6
f4fb6339-25ad-4641-8664-006633c7c321,1225,p,1661626129319e6,1661626326837e6,1661626464169e6,1.6616264661660001e+18,1661626603933e6,1661626679296e6,1661626803507e6,1661626805725e6,1661626934487e6,1661627130879e6
f71e9798-dfa7-4460-8733-d044b48d52c5,1226,c,1657207364304e6,1657207584187e6,1657207704012e6,1657207706385e6,1657207826972e6,1657207921187e6,1657208042195e6,1.6572080447219999e+18,1657208165555e6,1657208312605e6
