section id,recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms]
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,1,1690833301070402937,1690833301410436937,340
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,2,1690833303186482937,1690833303518421937,332
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,3,1690833303786417937,1690833304114437937,328
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,4,1690833309442399937,1690833309694413937,252
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,5,1690833309702465937,1690833310030416937,328
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,6,1690833311282433937,1690833311838544937,556
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,7,1690833313102441937,1690833313470465937,368
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,8,1690833314938417937,1690833315430385937,492
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,9,1690833316358429937,1690833316578512937,220
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,10,1690833319362431937,1690833319674474937,312
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,11,1690833320574425937,1690833320910479937,336
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,12,1690833320934466937,1690833321254427937,320
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,13,1690833322462472937,1690833322814421937,352
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,14,1690833323818425937,1690833324286463937,468
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,15,1690833324350417937,1690833324762476937,412
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,16,1690833327946515937,1690833328118451937,172
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,17,1690833328126420937,1690833328374457937,248
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,18,1690833328378444937,1690833328710458937,332
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,19,1690833328982423937,1690833329350485937,368
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,20,1690833331430418937,1690833331650524937,220
2044e32e-bc99-48e8-9e13-ce2b2122508a,324468b6-60ae-4b72-9a48-34da161d3de3,21,1690833332602411937,1690833332986432937,384
