recording id,label id,label name
f99d0ac9-ea29-4870-9399-bfdfc92f7e71,0f90be2a-3478-489f-bc3c-756bd228a2c0,tsst
f99d0ac9-ea29-4870-9399-bfdfc92f7e71,2ec9f257-d967-4a68-a310-962ed7f22521,T1
