section id,recording id,saccade id,start timestamp [ns],end timestamp [ns],duration [ms],amplitude [px],amplitude [deg],mean velocity [px/s],peak velocity [px/s]
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,1,1686406652415300865,1686406652443340865,28,40.54279553231764,3.05776072892765,1378.4014695227045,1628.9223633442784
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,2,1686406653215319865,1686406653399342865,184,14.836437378071738,1.1179652511370177,1884.832777330432,4086.3705021621863
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,3,1686406653887352865,1686406654047286865,160,17.84723066153109,1.3478673993202055,2182.5035567928403,3703.812771149382
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,4,1686406654923532865,1686406655111301865,188,82.63031976879068,6.207984359677804,2443.4023632679523,4354.124259699968
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,5,1686406659927259865,1686406660135287865,208,303.06589465857104,22.78819143615315,1615.6921313733133,4476.34278297168
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,6,1686406660267286865,1686406660479341865,212,276.4131266045734,20.827639184143,1360.4779154712594,2644.387050545944
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,7,1686406662779302865,1686406663067266865,288,375.41542800322543,28.34734271608613,2008.2812393788142,8101.050902966186
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,8,1686406663347303865,1686406663427401865,80,305.86117060462874,22.521607542950427,3662.655021611001,6622.856335924109
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,9,1686406663519287865,1686406663627304865,108,130.17410933225375,9.748576640345009,1260.257042681158,1692.6863592791085
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,10,1686406663767290865,1686406663807268865,40,143.86652458446713,10.748083717096348,3310.7121356366597,4788.770586477221
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,11,1686406664067344865,1686406664107374865,40,84.4760953781359,6.335178346404029,2273.9217526273555,3203.1356695481427
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,12,1686406664399290865,1686406664871290865,472,84.96789498889166,6.388295630902617,2190.9262344992394,6305.844193656366
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,13,1686406665099264865,1686406665139302865,40,51.643608285266765,3.882313986315962,1394.1269457316969,1702.9340636210372
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,14,1686406665671309865,1686406666023329865,352,72.02785011186211,5.434450463105588,2521.8887015136775,8565.534767866959
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,15,1686406666403281865,1686406666447320865,44,82.00105888631384,6.167988804152487,1919.9083618872849,2771.786440195094
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,16,1686406666551276865,1686406666979276865,428,220.3355244419973,16.683511664275844,2270.8291173001353,8028.940518312773
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,17,1686406667459288865,1686406667747885865,289,399.92916938542993,29.994632008677463,3195.2151153959394,7791.041647954622
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,18,1686406668003266865,1686406668079281865,76,247.10475450976892,18.783651108158093,3371.1408515253706,5487.196739718898
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,19,1686406668499323865,1686406668543286865,44,73.98858047582206,5.499780197463353,1722.6090181110437,2372.747348539357
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,20,1686406669835270865,1686406669907296865,72,250.94148288585114,18.756220495029638,3648.0200328056667,6920.840428074922
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,21,1686406670251287865,1686406670327295865,76,291.4707005013687,21.84036984306024,4109.4005258308,7805.821218142921
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,22,1686406670751300865,1686406670879279865,128,410.77512542006195,30.843691170597243,3352.086564788673,5044.966414495382
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,23,1686406671127270865,1686406671167292865,40,50.68287724770466,3.697032590743771,1521.5619567493848,1835.4029826365536
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,24,1686406671419733865,1686406671447268865,28,32.16707641350735,2.304840503854633,1338.925204376699,1482.5579621513825
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,25,1686406671527313865,1686406671559305865,32,51.63845620685876,3.689669347263847,1526.9124162191906,1973.5963952599889
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,26,1686406672203277865,1686406672251684865,48,73.66900709986301,5.46271793818991,1858.825879795233,2553.4171483142645
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,27,1686406672559745865,1686406672615279865,56,189.87794615103158,13.94583087312828,3492.8134250874277,5775.422695366064
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,28,1686406672735272865,1686406672919385865,184,478.91249709297693,36.18562358311492,3436.963942991447,9041.578281175882
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,29,1686406673015294865,1686406673035290865,20,21.647665842360095,1.6350407187009863,1210.7358759061324,1336.7308363987186
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,30,1686406673191279865,1686406673219781865,29,47.551157191214095,3.5702095607651962,1647.385590555049,1994.365572584735
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,31,1686406673863281865,1686406673951284865,88,266.3335471903027,20.135065558732233,2978.2296010187733,4353.100411573728
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,32,1686406674199309865,1686406674251264865,52,147.2698006247132,11.12741547858785,2792.471077993981,4185.855287122312
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,33,1686406674447284865,1686406674471277865,24,27.74759986232186,2.0973504057806087,1173.731865369799,1329.5410578911708
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,34,1686406674571276865,1686406674627280865,56,114.75333980616277,8.63299247405298,2162.3559579976777,3128.6660617199
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,35,1686406674807272865,1686406674851311865,44,164.68620238427025,12.304036233590537,3422.5577157898433,5069.408967755301
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,36,1686406675359391865,1686406675407405865,48,82.74758738182469,6.265112526224006,1701.4243976787704,2363.365877552515
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,37,1686406675627282865,1686406675715308865,88,68.39766208895487,5.024970629295047,948.8366967338925,1765.1220218118178
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,38,1686406677651267865,1686406677816008865,165,483.5497928660769,35.39937539364611,3160.5785743276897,6543.513806365382
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,39,1686406678211295865,1686406678267301865,56,138.18089778864294,10.470718549311814,2640.160715207519,4107.528042404612
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,40,1686406678487295865,1686406678747262865,260,154.57928342362797,11.70817805220561,1817.5366673472233,5958.47544715936
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,41,1686406679307429865,1686406679367285865,60,161.6687558165803,12.071289889509996,3048.348963221084,4808.1481529424655
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,42,1686406679591501865,1686406679619306865,28,43.644523392607454,3.251809542962084,1493.3708530483489,1835.7464894382163
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,43,1686406681343363865,1686406681375297865,32,53.460660480570134,3.905874050835519,1584.9722363946341,1925.7146241816347
ba804ec2-1768-4653-8368-daa0f1a2932e,373ff901-187b-4159-b286-e01b818cd355,44,1686406681583325865,1686406681623288865,40,58.86696543941615,4.301690737272717,1517.252560241174,2068.4756267712482
