blink id,start timestamp [ns],end timestamp [ns],duration [ms]
1,1652388711445046216,1652388712037039216,591
2,1652388713585095216,1652388713774439216,189
3,1652388714585040216,1652388715105041216,520
4,1652388716433018216,1652388716813116216,380
5,1652388721957107216,1652388722353121216,396
6,1652388725261070216,1652388725561058216,299
7,1652388728009032216,1652388728389074216,380
8,1652388728961040216,1652388729349082216,388
9,1652388734673028216,1652388735081125216,408
10,1652388736588975216,1652388736920979216,332
11,1652388738492978216,1652388738817043216,324
12,1652388744329161216,1652388744797264216,468
13,1652388762713288216,1652388763269007216,555
14,1652388775829010216,1652388776145014216,316
15,1652388777837001216,1652388778085469216,248
16,1652388778345012216,1652388778865006216,519
17,1652388782837018216,1652388783209063216,372
18,1652388785625117216,1652388786000988216,375
19,1652388787645021216,1652388788021008216,375
20,1652388788161001216,1652388788528981216,367
21,1652388791717020216,1652388792053035216,336
22,1652388793233003216,1652388793760978216,527
23,1652388795581050216,1652388795952993216,371
24,1652388799304998216,1652388799733026216,428
25,1652388801629033216,1652388802005681216,376
26,1652388805941042216,1652388806441035216,499
27,1652388809800988216,1652388810188982216,387
28,1652388812144997216,1652388812549001216,404
29,1652388813417009216,1652388813781036216,364
30,1652388814257095216,1652388814633109216,376
31,1652388816753028216,1652388817201172216,448
32,1652388817481003216,1652388817848997216,367
33,1652388819617057216,1652388820237020216,619
34,1652388821320981216,1652388821569012216,248
35,1652388824765023216,1652388825165031216,400
36,1652388830197044216,1652388830788988216,591
37,1652388848281033216,1652388848797017216,515
38,1652388851145002216,1652388851609066216,464
39,1652388853693028216,1652388853969012216,275
40,1652388854464999216,1652388854941026216,476
41,1652388857237018216,1652388857669000216,431
42,1652388858057073216,1652388858489007216,431
43,1652388859281068216,1652388859769013216,487
44,1652388860777020216,1652388861149055216,372
45,1652388875205117216,1652388875613020216,407
46,1652388878249075216,1652388878717037216,467
47,1652388890865014216,1652388891292999216,427
48,1652388891701065216,1652388892020984216,319
49,1652388892029066216,1652388892425044216,395
50,1652388892933101216,1652388893340984216,407
51,1652388895308997216,1652388895908982216,599
52,1652388896605004216,1652388897021030216,416
53,1652388899248995216,1652388899692978216,443
54,1652388902565023216,1652388903033125216,468
55,1652388904989202216,1652388905321084216,331
56,1652388905825012216,1652388906237955216,412
57,1652388908277069216,1652388908841025216,563
58,1652388909749003216,1652388910244997216,495
59,1652388916725059216,1652388917221029216,495
60,1652388922449013216,1652388922773064216,324
61,1652388926752988216,1652388927177017216,424
62,1652388928181020216,1652388928625060216,444
63,1652388932357142216,1652388932669060216,311
64,1652388934372971216,1652388934813024216,440
65,1652388935309106216,1652388935713086216,403
66,1652388939685016216,1652388940129021216,444
67,1652388940561019216,1652388940873077216,312
68,1652388941257039216,1652388941697081216,440
69,1652388942789027216,1652388943229010216,439
70,1652388943821002216,1652388944085062216,264
71,1652388945233013216,1652388945589064216,356
72,1652388946325077216,1652388946689031216,363
73,1652388947025028216,1652388947421035216,396
74,1652388949181045216,1652388949633022216,451
75,1652388952877055216,1652388953317114216,440
76,1652388954585000216,1652388955057040216,472
77,1652388956957134216,1652388957573325216,616
78,1652388960033024216,1652388960536971216,503
79,1652388962424994216,1652388962977169216,552
80,1652388970797048216,1652388971245091216,448
81,1652388972729011216,1652388973177301216,448
82,1652388976513003216,1652388977009007216,496
83,1652388979633079216,1652388980093105216,460
84,1652388981549083216,1652388981957028216,407
85,1652388981969039216,1652388982469046216,500
86,1652388983060998216,1652388983481013216,420
87,1652388984864990216,1652388985249040216,384
88,1652388986157001216,1652388986657018216,500
89,1652388989253020216,1652388989737023216,484
90,1652388991217189216,1652388991693011216,475
91,1652388994605004216,1652388994957021216,352
92,1652388995784976216,1652388996149084216,364
93,1652388999357158216,1652388999873002216,515
