section id,recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms],start timestamp [s],end timestamp [s]
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,42,1.68151E+18,1.68151E+18,404,85.50730982,85.91131981
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,43,1.68151E+18,1.68151E+18,328,85.91131981,86.23933005
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,44,1.68151E+18,1.68151E+18,256,87.61968998,87.87533005
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,45,1.68151E+18,1.68151E+18,424,89.47131981,89.89533005
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,46,1.68151E+18,1.68151E+18,260,91.07936998,91.33934003
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,47,1.68151E+18,1.68151E+18,472,94.43934003,94.91149005
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,48,1.68151E+18,1.68151E+18,268,97.29134003,97.55942989
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,49,1.68151E+18,1.68151E+18,480,101.7032998,102.18334
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,50,1.68151E+18,1.68151E+18,200,103.50733,103.7074199
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,51,1.68151E+18,1.68151E+18,280,109.03934,109.31933
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,52,1.68151E+18,1.68151E+18,420,110.5193198,110.9393098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,53,1.68151E+18,1.68151E+18,536,113.2073098,113.7434099
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,54,1.68151E+18,1.68151E+18,152,115.06338,115.21533
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,55,1.68151E+18,1.68151E+18,256,121.4033999,121.65934
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,56,1.68151E+18,1.68151E+18,300,121.7513198,122.05138
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,57,1.68151E+18,1.68151E+18,360,125.1152998,125.4753201
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,58,1.68151E+18,1.68151E+18,368,138.2833098,138.65135
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,59,1.68151E+18,1.68151E+18,224,145.66736,145.8913098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,60,1.68151E+18,1.68151E+18,400,149.44734,149.8473098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,61,1.68151E+18,1.68151E+18,360,152.45938,152.81934
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,62,1.68151E+18,1.68151E+18,264,153.6073098,153.8713198
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,63,1.68151E+18,1.68151E+18,300,156.3354099,156.6353201
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,64,1.68151E+18,1.68151E+18,356,158.3913198,158.7473201
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,65,1.68151E+18,1.68151E+18,440,162.57934,163.01933
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,66,1.68151E+18,1.68151E+18,456,174.54733,175.0033201
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,67,1.68151E+18,1.68151E+18,448,179.67538,180.1232998
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,68,1.68151E+18,1.68151E+18,452,187.25934,187.7113198
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,69,1.68151E+18,1.68151E+18,424,190.9312998,191.3553098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,70,1.68151E+18,1.68151E+18,260,192.7873098,193.04735
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,71,1.68151E+18,1.68151E+18,128,194.1153201,194.24337
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,72,1.68151E+18,1.68151E+18,292,194.51933,194.81133
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,73,1.68151E+18,1.68151E+18,380,195.1272998,195.5073098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,74,1.68151E+18,1.68151E+18,424,196.5793098,197.0033201
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,75,1.68151E+18,1.68151E+18,408,200.21133,200.6192998
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,76,1.68151E+18,1.68151E+18,196,203.15534,203.35133
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,77,1.68151E+18,1.68151E+18,364,203.6233198,203.9873098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,78,1.68151E+18,1.68151E+18,348,207.8513201,208.1993098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,79,1.68151E+18,1.68151E+18,412,214.11135,214.5232998
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,80,1.68151E+18,1.68151E+18,812,215.76735,216.57934
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,81,1.68151E+18,1.68151E+18,340,221.3312998,221.6712998
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,82,1.68151E+18,1.68151E+18,424,222.0872998,222.51133
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,83,1.68151E+18,1.68151E+18,384,230.5033999,230.88733
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,84,1.68151E+18,1.68151E+18,480,244.8113098,245.2913201
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,85,1.68151E+18,1.68151E+18,220,249.44338,249.6632998
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,86,1.68151E+18,1.68151E+18,428,249.6632998,250.0912998
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,87,1.68151E+18,1.68151E+18,484,251.5312998,252.01534
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,88,1.68151E+18,1.68151E+18,180,253.49134,253.6712998
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,89,1.68151E+18,1.68151E+18,396,253.72333,254.1193198
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,90,1.68151E+18,1.68151E+18,412,259.46333,259.87533
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,91,1.68151E+18,1.68151E+18,312,261.7713201,262.08333
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,92,1.68151E+18,1.68151E+18,300,262.08333,262.3832899
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,93,1.68151E+18,1.68151E+18,396,263.3313201,263.7273098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,94,1.68151E+18,1.68151E+18,432,266.34733,266.77933
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,95,1.68151E+18,1.68151E+18,328,269.39133,269.71934
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,96,1.68151E+18,1.68151E+18,324,269.9593198,270.28335
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,97,1.68151E+18,1.68151E+18,376,276.64735,277.02333
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,98,1.68151E+18,1.68151E+18,308,282.2233098,282.5312998
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,99,1.68151E+18,1.68151E+18,480,285.99534,286.4753098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,100,1.68151E+18,1.68151E+18,336,286.4753098,286.81135
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,101,1.68151E+18,1.68151E+18,364,301.98734,302.3513198
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,102,1.68151E+18,1.68151E+18,500,304.06333,304.56334
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,103,1.68151E+18,1.68151E+18,252,307.2393098,307.4913201
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,104,1.68151E+18,1.68151E+18,452,309.2833098,309.7353198
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,105,1.68151E+18,1.68151E+18,160,314.2873198,314.44733
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,106,1.68151E+18,1.68151E+18,400,315.1433198,315.5433098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,107,1.68151E+18,1.68151E+18,372,317.2274399,317.59933
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,108,1.68151E+18,1.68151E+18,448,325.44365,325.8913098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,109,1.68151E+18,1.68151E+18,280,331.90333,332.1833098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,110,1.68151E+18,1.68151E+18,472,333.11136,333.5833098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,111,1.68151E+18,1.68151E+18,344,334.81534,335.1593198
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,112,1.68151E+18,1.68151E+18,428,340.62734,341.0553098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,113,1.68151E+18,1.68151E+18,340,341.15133,341.4913098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,114,1.68151E+18,1.68151E+18,440,341.7392998,342.1793201
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,115,1.68151E+18,1.68151E+18,560,344.49134,345.05134
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,116,1.68151E+18,1.68151E+18,640,346.53534,347.17533
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,117,1.68151E+18,1.68151E+18,324,347.81133,348.1353098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,118,1.68151E+18,1.68151E+18,352,348.3352998,348.6872998
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,119,1.68151E+18,1.68151E+18,432,354.3673198,354.7993098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,120,1.68151E+18,1.68151E+18,536,364.06333,364.59933
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,121,1.68151E+18,1.68151E+18,444,367.27934,367.7233098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,122,1.68151E+18,1.68151E+18,504,372.98333,373.4876198
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,123,1.68151E+18,1.68151E+18,180,373.65533,373.83533
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,124,1.68151E+18,1.68151E+18,512,373.83533,374.3473098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,125,1.68151E+18,1.68151E+18,372,375.73135,376.10334
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,126,1.68151E+18,1.68151E+18,300,376.2393098,376.53933
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,127,1.68151E+18,1.68151E+18,496,383.3272998,383.8233098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,128,1.68151E+18,1.68151E+18,352,385.2833098,385.6352998
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,129,1.68151E+18,1.68151E+18,536,387.66337,388.19936
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,130,1.68151E+18,1.68151E+18,448,391.9794299,392.4273098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,131,1.68151E+18,1.68151E+18,192,395.8432998,396.0352998
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,132,1.68151E+18,1.68151E+18,536,396.0352998,396.5714499
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,133,1.68151E+18,1.68151E+18,256,403.21136,403.46736
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,134,1.68151E+18,1.68151E+18,360,403.46736,403.82734
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,135,1.68151E+18,1.68151E+18,428,403.82734,404.2553098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,136,1.68151E+18,1.68151E+18,404,407.1034399,407.5073098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,137,1.68151E+18,1.68151E+18,452,407.5073098,407.9593198
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,138,1.68151E+18,1.68151E+18,560,410.74333,411.30334
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,139,1.68151E+18,1.68151E+18,476,415.6353098,416.1113198
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,140,1.68151E+18,1.68151E+18,440,419.91134,420.3513999
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,141,1.68151E+18,1.68151E+18,240,420.3513999,420.5913098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,142,1.68151E+18,1.68151E+18,304,420.7513999,421.0553198
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,143,1.68151E+18,1.68151E+18,276,423.8713098,424.14733
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,144,1.68151E+18,1.68151E+18,620,425.6872998,426.3073201
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,145,1.68151E+18,1.68151E+18,484,427.11533,427.5993198
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,146,1.68151E+18,1.68151E+18,416,429.16736,429.5832998
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,147,1.68151E+18,1.68151E+18,628,439.5353198,440.1633201
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,148,1.68151E+18,1.68151E+18,148,441.5713201,441.7193999
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,149,1.68151E+18,1.68151E+18,488,441.7193999,442.20734
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,150,1.68151E+18,1.68151E+18,452,444.6673201,445.1192998
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,151,1.68151E+18,1.68151E+18,460,446.18338,446.6433098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,152,1.68151E+18,1.68151E+18,360,455.64333,456.0033098
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,153,1.68151E+18,1.68151E+18,428,458.7598001,459.1873201
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,154,1.68151E+18,1.68151E+18,520,466.9273198,467.44733
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,155,1.68151E+18,1.68151E+18,252,472.31534,472.5673198
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,156,1.68151E+18,1.68151E+18,516,473.34336,473.8594399
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,157,1.68151E+18,1.68151E+18,444,478.5832998,479.02739
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,158,1.68151E+18,1.68151E+18,488,483.1673098,483.65534
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,159,1.68151E+18,1.68151E+18,324,486.28333,486.60734
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,160,1.68151E+18,1.68151E+18,320,486.60734,486.9273198
