section id,recording id,timestamp [ns],gaze x [px],gaze y [px],worn,fixation id,blink id,azimuth [deg],elevation [deg]
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886687529298,538.144,197.752,1.0,1,,-0.06930414147050411,26.667283762119006
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886695544298,538.653,197.27,1.0,1,,-0.02771893320178613,26.704015896612987
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886699470298,539.427,197.483,1.0,1,,0.035536345781895254,26.687762791784863
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886704258298,540.55,198.797,1.0,1,,0.12723695697151788,26.587559864119907
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886707581298,541.052,199.164,1.0,1,,0.16822728928114425,26.559576792838676
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886715499298,541.138,200.567,1.0,1,,0.17511876821435668,26.45257488415556
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886719439298,540.94,201.546,1.0,1,,0.15891948485248625,26.377950723062515
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886723445298,540.63,202.54,1.0,1,,0.13354833923544415,26.30219807138158
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886727412298,540.208,203.47,1.0,1,,0.09909706813144886,26.231287757010637
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886735432298,540.025,204.456,1.0,1,,0.08410334720780643,26.15617019612203
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886739834298,539.956,206.549,1.0,1,,0.07846682498565513,25.996637839247363
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886743483298,539.817,208.14,1.0,1,,0.0670432386645949,25.875361077925394
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886747491298,539.177,209.191,1.0,1,,0.015037468195414749,25.79533297833479
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886755444298,538.076,212.336,1.0,1,,-0.07437083986572733,25.555732968278633
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886759437298,537.512,214.524,1.0,1,,-0.12000847603561529,25.389103222732885
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886763436298,537.135,216.139,1.0,1,,-0.15049477475392037,25.26608785435027
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886767437298,536.873,217.704,1.0,1,,-0.17165087814343763,25.146882803526633
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886775306298,536.629,224.344,1.0,1,,-0.190857004278513,24.64146777402777
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886779419298,536.61,225.897,1.0,1,,-0.19222193296093834,24.5233210531959
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886783459298,536.65,227.336,1.0,1,,-0.18892429541608471,24.413804198373114
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886787428298,536.676,227.689,1.0,1,,-0.1868352805088599,24.38692722159611
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886795387298,537.029,229.861,1.0,1,,-0.15816185992380424,24.22176838950088
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886799411298,537.32,230.354,1.0,1,,-0.1346953111430484,24.184254347863714
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886803415298,537.322,231.728,1.0,1,,-0.13449419519833875,24.079758163571906
3320f51c-4d4f-4578-b94e-882d40d50224,d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886807450298,537.276,232.683,1.0,1,,-0.1381114936028407,24.007107715496097
