section id,recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms],start timestamp [s],end timestamp [s]
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,1,1.68185E+18,1.68185E+18,336,3.881639936,4.217590016
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,2,1.68185E+18,1.68185E+18,276,6.897679872,7.17364992
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,3,1.68185E+18,1.68185E+18,332,8.873580032,9.205629952
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,4,1.68185E+18,1.68185E+18,276,12.30566989,12.58160998
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,5,1.68185E+18,1.68185E+18,256,17.17360998,17.42960998
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,6,1.68185E+18,1.68185E+18,204,18.5976,18.8016
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,7,1.68185E+18,1.68185E+18,144,18.8016,18.94561997
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,8,1.68185E+18,1.68185E+18,300,29.05364992,29.35361997
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,9,1.68185E+18,1.68185E+18,276,32.41757005,32.69364992
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,10,1.68185E+18,1.68185E+18,320,44.10957005,44.42958003
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,11,1.68185E+18,1.68185E+18,256,46.04557005,46.30159002
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,12,1.68185E+18,1.68185E+18,272,50.93360998,51.20559002
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,13,1.68185E+18,1.68185E+18,124,78.31368986,78.43758003
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,14,1.68185E+18,1.68185E+18,260,80.34557005,80.60570982
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,15,1.68185E+18,1.68185E+18,172,95.50158003,95.6736
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,16,1.68185E+18,1.68185E+18,256,95.71370982,95.96958003
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,17,1.68185E+18,1.68185E+18,256,110.86557,111.12158
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,18,1.68185E+18,1.68185E+18,104,120.6736499,120.77759
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,19,1.68185E+18,1.68185E+18,232,120.82959,121.06161
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,20,1.68185E+18,1.68185E+18,232,121.06161,121.29357
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,21,1.68185E+18,1.68185E+18,224,121.30975,121.53362
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,22,1.68185E+18,1.68185E+18,228,121.54561,121.77357
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,23,1.68185E+18,1.68185E+18,304,123.6416,123.94562
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,24,1.68185E+18,1.68185E+18,288,136.61759,136.90559
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,25,1.68185E+18,1.68185E+18,264,143.7096599,143.9736
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,26,1.68185E+18,1.68185E+18,276,153.70558,153.98158
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,27,1.68185E+18,1.68185E+18,356,156.48561,156.84161
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,28,1.68185E+18,1.68185E+18,336,160.92158,161.25759
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,29,1.68185E+18,1.68185E+18,724,164.97758,165.7015601
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,30,1.68185E+18,1.68185E+18,172,166.69759,166.86958
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,31,1.68185E+18,1.68185E+18,344,167.20961,167.55362
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,32,1.68185E+18,1.68185E+18,360,176.68557,177.04559
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,33,1.68185E+18,1.68185E+18,456,179.31761,179.77357
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,34,1.68185E+18,1.68185E+18,304,179.9856,180.28961
353303cd-fc38-4381-a97a-d35c14a4cc7a,bb326ec9-5c5b-47c0-a9f2-7948c436c853,35,1.68185E+18,1.68185E+18,348,180.78963,181.13759
