recording id,label id,label name
bb326ec9-5c5b-47c0-a9f2-7948c436c853,0f90be2a-3478-489f-bc3c-756bd228a2c0,tsst
bb326ec9-5c5b-47c0-a9f2-7948c436c853,2ec9f257-d967-4a68-a310-962ed7f22521,T1
