section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg]
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,1,1717526423639510546,1717526423783110546,144,574.86,513.394,3.578767085255675,4.689623802610975
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,2,1717526423843023546,1717526424083218546,240,855.822,523.775,24.73702575749956,3.786592769253399
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,3,1717526424187020546,1717526424458986546,272,624.872,411.808,7.4472737081421165,12.312819997306685
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,4,1717526424499037546,1717526426771023546,2272,761.499,475.102,17.709842848769494,7.453471543441473
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,5,1717526426895050546,1717526427363018546,468,775.21,464.994,18.768555342842742,8.186725177781952
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,6,1717526428047040546,1717526428399000546,352,914.595,869.525,30.645744291031164,-21.191609460373222
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,7,1717526428739021546,1717526428818989546,80,788.641,322.186,20.394259891972705,18.713006206078884
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,8,1717526428875059546,1717526428951108546,76,912.302,239.133,30.986096066610195,24.28509476045647
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,9,1717526428979030546,1717526429091058546,112,861.882,262.129,26.666220593890966,22.86009784605124
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,10,1717526429143070546,1717526429235045546,92,665.468,290.645,10.892147455672777,21.355382041564663
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,11,1717526429599129546,1717526431131018546,1532,466.285,487.272,-4.632786723312233,6.656946853964241
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,12,1717526431243024546,1717526431302979546,60,330.399,489.167,-14.924467058749201,6.449553610587043
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,13,1717526431489228546,1717526431570973546,82,510.28,394.757,-1.3234939547200264,13.636452579862656
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,14,1717526431602997546,1717526432098970546,496,435.747,468.066,-6.961034452841413,8.093089773408504
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,15,1717526432143040546,1717526432571028546,428,295.735,486.826,-17.55654358530526,6.596311759307079
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,16,1717526432615083546,1717526433599267546,984,424.907,475.349,-7.777009502590314,7.540717835619905
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,17,1717526433635032546,1717526433791014546,156,377.136,586.343,-11.334739180328462,-0.8026826766967942
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,18,1717526433835046546,1717526434083063546,248,358.174,677.561,-12.841118567012556,-7.624386274408181
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,19,1717526434123269546,1717526434223041546,100,363.752,735.25,-12.528453071179872,-11.944197757129999
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,20,1717526434242990546,1717526434634951546,392,422.063,667.214,-7.9845735279422465,-6.885182139531034
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,21,1717526434699058546,1717526434758965546,60,472.368,475.249,-4.177809149802861,7.56406784212732
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,22,1717526434791037546,1717526436339020546,1548,530.064,502.416,0.19628314077040618,5.521201049592981
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,23,1717526436359039546,1717526436419015546,60,573.777,540.172,3.492164745198625,2.6719984972315696
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,24,1717526436775058546,1717526437134937546,360,474.757,380.211,-4.066117174099941,14.72343720230333
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,25,1717526437359026546,1717526437427153546,68,384.453,513.368,-10.806448976629113,4.6689236109187355
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,26,1717526437458954546,1717526437527028546,68,428.856,573.888,-7.4335595035475395,0.13113713680803224
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,27,1717526437547228546,1717526438170957546,624,562.549,547.315,2.6451122963927722,2.1344397863068068
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,28,1717526438223009546,1717526438803086546,580,704.527,415.342,13.522547639231322,11.966382620626101
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,29,1717526438839015546,1717526439123034546,284,690.732,449.163,12.401690951673633,9.455683016732467
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,30,1717526439147071546,1717526439327521546,180,740.323,431.678,16.206659459553286,10.702084333694375
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,31,1717526439387132546,1717526439627035546,240,708.121,588.419,13.59966135603011,-0.9543234043711157
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,32,1717526439659034546,1717526439858941546,200,677.689,531.119,11.322960302973616,3.3327127566502006
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,33,1717526439887065546,1717526440235056546,348,648.039,484.217,9.122437686656932,6.8608556420683335
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,34,1717526440255017546,1717526440474997546,220,621.744,486.904,7.1323423977516445,6.671032495610787
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,35,1717526440511051546,1717526443223038546,2712,674.221,430.413,11.180892546609142,10.874133355631729
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,36,1717526443255297546,1717526443575058546,320,731.204,507.643,15.372976516541568,5.061089062750865
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,37,1717526443615083546,1717526443839042546,224,769.91,375.823,18.661970263200224,14.793847811104893
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,38,1717526443863044546,1717526444063154546,200,679.716,397.266,11.67026977973955,13.348555250717675
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,39,1717526444098954546,1717526444243909546,145,489.319,418.176,-2.919012543481806,11.868112396928227
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,40,1717526444274990546,1717526444431042546,156,504.021,455.979,-1.7827177311732085,9.021510841885664
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,41,1717526444483042546,1717526444615069546,132,545.883,547.285,1.3889244240120189,2.137322306704949
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,42,1717526444634970546,1717526445387200546,752,636.043,574.338,8.177675063259088,0.09713653282896724
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,43,1717526446359019546,1717526446451320546,92,770.308,421.748,18.517780880600526,11.393785793458887
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,44,1717526446811027546,1717526446891076546,80,539.984,459.513,0.9494750043016136,8.75514635829682
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,45,1717526447006962546,1717526447903115546,896,630.138,613.619,7.7393208234546504,-2.854838796878379
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,46,1717526447923079546,1717526448022962546,100,505.48,593.782,-1.6569064212799796,-1.3688552845875783
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,47,1717526448527029546,1717526449243044546,716,662.649,255.795,10.809219258521189,23.976870050169712
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,48,1717526449270949546,1717526449422989546,152,717.643,298.988,14.965183786684257,20.621974853495292
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,49,1717526450130998546,1717526450438979546,308,733.936,408.646,15.785436469238215,12.423738928796277
b0a18d39-fc76-42c9-afd3-ec0f6170727c,80f8322f-b9a4-4d95-a43b-ddcda504bd7d,50,1717526450470926546,1717526450807016546,336,807.04,410.895,21.358183718424378,12.128702526569532
