recording id,label id,label name
af768641-ed4a-40e9-b319-4f4e965b2d3e,0f90be2a-3478-489f-bc3c-756bd228a2c0,tsst
af768641-ed4a-40e9-b319-4f4e965b2d3e,2ec9f257-d967-4a68-a310-962ed7f22521,T1
