recording id,label id,label name
7a9a88e1-73c4-4130-8a9b-d0e03d04ad2c,32a8bb5d-5103-452c-918f-faeb85e9183f,parent
7a9a88e1-73c4-4130-8a9b-d0e03d04ad2c,0f90be2a-3478-489f-bc3c-756bd228a2c0,tsst
7a9a88e1-73c4-4130-8a9b-d0e03d04ad2c,2ec9f257-d967-4a68-a310-962ed7f22521,T1
