section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation x [px],fixation y [px],azimuth [deg],elevation [deg]
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,1,1681509162278474487,1681509162454311487,176,368.63,917.831,-12.877633728044824,-25.626463005364442
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,2,1681509162502341487,1681509162794325487,292,518.834,896.865,-0.7063833001333527,-24.21995104700784
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,3,1681509163162447487,1681509163282468487,120,781.261,738.869,19.383616109086436,-12.064849467334447
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,4,1681509163322312487,1681509164446344487,1124,799.158,681.893,20.568662624355806,-7.832963641035994
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,5,1681509164466458487,1681509165082345487,616,747.782,675.953,16.672142711824144,-7.4508773728735385
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,6,1681509165118375487,1681509165706318487,588,701.357,696.974,13.197678269354405,-9.06173396451699
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,7,1681509165758321487,1681509166242340487,484,806.505,660.439,21.07565454650853,-6.244294976974952
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,8,1681509166274337487,1681509170494351487,4220,747.953,711.704,16.764756137692284,-10.10508490368157
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,9,1681509170738340487,1681509171002340487,264,573.176,937.975,3.712353868617971,-27.308351781108886
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,10,1681509171030325487,1681509172338333487,1308,578.848,924.45,4.150464294239907,-26.280180840296218
68bf1999-fbd3-40d2-adac-29a1f8ad35e4,b413c983-32a7-4c81-b47f-0d6ad725e058,11,1681509172662307487,1681509172774293487,112,724.905,629.978,14.88420379705664,-4.048283286006247
