recording id,label id,label name
e783abbe-e58a-4a0f-b4c0-7ba1aa2fa1ed,f68d47ce-1a57-45a0-9032-0d97de4c0ebd,child
e783abbe-e58a-4a0f-b4c0-7ba1aa2fa1ed,0f90be2a-3478-489f-bc3c-756bd228a2c0,tsst
e783abbe-e58a-4a0f-b4c0-7ba1aa2fa1ed,2ec9f257-d967-4a68-a310-962ed7f22521,T1
